dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191003,092100,0,20.03,1.4,0.55,0.09,164.16,1.23,0.1,0.02,0.63,0,315,0,2
20191003,095500,10.51,13.42,1.63,0.9,0.14,108.92,1.57,0.16,0.03,0.7,0,270,0,1
20191003,151300,12.49,13.7,0.86,0.31,0.05,112.45,0.75,0.06,0.01,0.63,0,270,0,1
20191003,151700,8.53,13.08,0.92,0.37,0.06,107.2,0.81,0.07,0.01,0.58,0,270,0,3
20191003,153100,7.51,12.28,0.88,0.36,0.06,100.57,0.79,0.07,0.01,0.62,0,141.43,7.22,7
20191003,154500,30.75,9.65,0.76,0.33,0.05,78.98,0.68,0.06,0.01,0.07,26.22,90,0.57,23
20191003,160230,11.92,9.22,0.52,0.16,0.03,75.74,0.43,0.03,0,0,27.47,90,0.58,9
20191003,170400,57.31,5.2,0.17,0,0,42.87,0.12,0,0,4.79,11.84,162,0.45,10
20191003,171500,19.77,4.8,0.16,0,0,39.56,0.11,0,0,4.88,29.53,174,0.44,15
20191003,173000,1.08,4.43,0.15,0,0,36.51,0.1,0,0,5.14,29.45,177,0.47,15
20191003,174500,0.3,5.35,0.18,0,0,44.16,0.12,0,0,3.81,29.07,147,0.47,15
20191003,180000,0.04,5.13,0.17,0,0,42.36,0.12,0,0,17.2,28.4,81,0.47,15
20191003,181500,0,5.46,0.18,0,0,45.07,0.12,0,0,12.95,28.11,75,0.46,15
20191003,183000,0,4.51,0.15,0,0,37.22,0.1,0,0,13.12,28.02,78,0.47,15
20191003,184500,0,3.99,0.13,0,0,32.89,0.09,0,0,13.65,27.65,81,0.47,15
20191003,190000,0,4.23,0.14,0,0,34.9,0.1,0,0,12.06,27.46,75,0.45,15
20191003,191500,0,4.03,0.13,0,0,33.23,0.09,0,0,7.54,27.44,81,0.46,15
20191003,193000,0.34,3.92,0.13,0,0,32.35,0.09,0,0,5.67,27.56,66,0.47,15
20191003,194500,0.57,4.26,0.14,0,0,35.15,0.1,0,0,6.65,27.87,96,0.46,15
20191003,200000,0,4.03,0.13,0,0,33.23,0.09,0,0,3.55,27.72,102,0.44,15
20191003,201500,0,3.98,0.13,0,0,32.83,0.09,0,0,5.41,27.71,90,0.46,15
20191003,203000,0,4.09,0.14,0,0,33.72,0.09,0,0,5.59,27.8,105,0.46,15
20191003,204500,0.52,4.41,0.15,0,0,36.39,0.1,0,0,8.16,27.88,105,0.45,15
20191003,210000,0.25,4.68,0.16,0,0,38.64,0.11,0,0,6.74,27.68,108,0.44,15
20191003,211500,0,4.84,0.16,0,0,39.94,0.11,0,0,3.72,27.43,81,0.47,15
20191003,213000,0,4.63,0.15,0,0,38.24,0.11,0,0,3.1,26.81,261,0.46,15
20191003,214500,0,5.08,0.17,0,0,41.87,0.11,0,0,0.53,26.01,270,0.47,15
20191003,220000,0,6.07,0.2,0,0,50.1,0.14,0,0,1.42,25.5,213,0.48,15
20191003,221500,0.08,6.45,0.22,0,0,53.27,0.15,0,0,0,25.12,135,0.48,15
20191003,223000,0.44,5.87,0.2,0,0,48.41,0.13,0,0,0,24.93,135,0.47,15
20191003,224500,0.04,6.19,0.21,0,0,51.09,0.14,0,0,0.62,24.81,135,0.47,15
20191003,230000,0,6.56,0.22,0,0,54.16,0.15,0,0,0,24.77,135,0.46,15
20191003,231500,0,9.5,0.32,0,0,78.35,0.21,0,0,0,25.06,135,0.49,15
20191003,233000,0.04,10.29,0.34,0,0,84.91,0.23,0,0,0.53,24.05,135,0.5,15
20191003,234500,0,10.81,0.36,0,0,89.18,0.25,0,0,0,23.91,135,0.48,15
