dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191026,000100,0,3.92,0.13,0,0,32.36,0.09,0,0,0.45,26.06,70.71,9.03,14
20191026,001500,0,3.87,0.13,0,0,31.9,0.09,0,0,0.45,26.16,66,9.22,15
20191026,003000,0,3.65,0.12,0,0,30.07,0.08,0,0,0.44,26.13,60,6.65,15
20191026,004500,0,3.61,0.12,0,0,29.82,0.08,0,0,0.44,26.32,63,11.53,15
20191026,010000,0,3.4,0.11,0,0,28.01,0.08,0,0,0.45,26.58,27,9.66,15
20191026,011500,0,3.57,0.12,0,0,29.48,0.08,0,0,0.46,25.94,42,6.12,15
20191026,013000,0,5.22,0.17,0,0,43.08,0.12,0,0,0.44,25.82,45,8.6,15
20191026,014500,0,8.49,0.28,0,0,70.05,0.19,0,0,0.44,25.92,66,7.8,15
20191026,020000,0,9.32,0.31,0,0,76.9,0.21,0,0,0.44,25.72,66,7.98,15
20191026,021500,0,10.72,0.36,0,0,88.4,0.24,0,0,0.46,25.1,48,5.23,15
20191026,023000,0,11.51,0.38,0,0,94.93,0.26,0,0,0.46,25.14,54,6.56,15
20191026,024500,0,9.58,0.32,0,0,79.03,0.22,0,0,0.47,24.97,27,4.52,15
20191026,030000,0,6.3,0.21,0,0,52,0.14,0,0,0.45,24.72,21,5.94,15
20191026,031500,0,5.44,0.18,0,0,44.89,0.12,0,0,0.45,24.64,24,3.81,15
20191026,033000,0,5.1,0.17,0,0,42.11,0.12,0,0,0.46,24.77,12,0.35,15
20191026,034500,0,5.08,0.17,0,0,41.94,0.11,0,0,0.45,23.9,176.79,0,14
20191026,040000,0.08,5.32,0.18,0,0,43.9,0.12,0,0,0.45,23.41,177,0.27,15
20191026,041500,0,7.46,0.25,0,0,61.55,0.17,0,0,0.46,22.57,180,0,15
20191026,043000,0,8.23,0.27,0,0,67.91,0.19,0,0,0.46,22.21,138,1.68,15
20191026,044500,0,6.97,0.23,0,0,57.54,0.16,0,0,0.46,22.65,36,2.39,15
20191026,050000,3.73,5.85,0.2,0,0,48.26,0.13,0,0,0.46,23.55,54,1.68,15
20191026,051500,32.62,5.8,0.19,0,0,47.81,0.13,0,0,0.46,25.35,66,2.39,15
20191026,053000,60.67,5.71,0.19,0,0,47.11,0.13,0,0,0.48,27.13,139,1.24,15
20191026,054500,80.5,4.61,0.15,0,0,38.07,0.11,0,0,0.46,27.65,22.33,2.75,15
