dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191007,000100,0.04,3.12,0.1,0,0,25.69,0.07,0,0,0.42,17.35,118.93,5.51,14
20191007,001500,0,3.24,0.11,0,0,26.74,0.07,0,0,0.45,17.31,105,6.21,15
20191007,003000,0.34,3.21,0.11,0,0,26.46,0.07,0,0,0.44,17.32,129,1.77,15
20191007,004500,1.04,3.41,0.11,0,0,28.08,0.08,0,0,0.44,17.33,129,3.19,15
20191007,010000,0.12,3.25,0.11,0,0,26.81,0.07,0,0,0.45,17.35,126,2.93,15
20191007,011500,0.04,3.36,0.11,0,0,27.68,0.08,0,0,0.43,17.34,126,2.66,15
20191007,013000,0.34,3.66,0.12,0,0,30.2,0.08,0,0,0.44,17.3,102,6.47,15
20191007,014500,0,3.63,0.12,0,0,29.96,0.08,0,0,0.45,17.19,126,4.34,15
20191007,020000,0.08,3.7,0.12,0,0,30.5,0.08,0,0,0.45,16.99,129,3.37,15
20191007,021500,0.08,3.52,0.12,0,0,29.07,0.08,0,0,0.43,17.02,132,2.22,15
20191007,023000,0.04,3.56,0.12,0,0,29.33,0.08,0,0,0.44,17.13,126,2.66,15
20191007,024500,0,3.57,0.12,0,0,29.45,0.08,0,0,0.45,17.19,171,0.98,15
20191007,030000,0,3.55,0.12,0,0,29.27,0.08,0,0,0.45,17.15,141,0.53,15
20191007,031500,0.34,3.08,0.1,0,0,25.43,0.07,0,0,0.44,17.14,138,1.15,15
20191007,033000,0.38,3.36,0.11,0,0,27.73,0.08,0,0,0.43,17.14,150,1.51,15
20191007,034500,0.08,3.55,0.12,0,0,29.32,0.08,0,0,0.45,17.12,165,1.68,15
20191007,040000,0.08,3.53,0.12,0,0,29.1,0.08,0,0,0.45,17.03,177,1.51,15
20191007,041500,0,3.76,0.13,0,0,31.06,0.09,0,0,0.46,16.95,177,0.98,15
20191007,043000,0.29,4.15,0.14,0,0,34.24,0.09,0,0,0.46,17.01,165,2.57,15
20191007,044500,0.42,4.58,0.15,0,0,37.77,0.1,0,0,0.45,16.98,174,1.51,15
20191007,050000,0.48,4.95,0.16,0,0,40.85,0.11,0,0,0.45,16.93,177,1.24,15
20191007,051500,0.65,5.4,0.18,0,0,44.52,0.12,0,0,0.45,17.04,174,0.27,15
20191007,053000,10.6,5.81,0.19,0,0,47.92,0.13,0,0,0.46,17.16,174,1.95,15
20191007,054500,21.88,6.1,0.2,0,0,50.35,0.14,0,0,0.47,17.43,174,1.15,15
20191007,060000,28.89,6.19,0.21,0,0,51.1,0.14,0,0,0.46,17.61,177,1.86,15
20191007,061500,36.56,6.88,0.23,0,0,56.75,0.16,0,0,0.48,17.69,162,2.48,15
20191007,063000,47.79,7.53,0.25,0,0,62.11,0.17,0,0,0.48,17.85,162,1.95,15
