dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191011,000100,0,24.4,1.21,3.96,0.13,0,0,32.68,0.09,0,0,0.45,67.5,12.35,14
20191011,001500,0.21,24.14,3.18,3.81,0.13,0,0,31.41,0.09,0,0,0.46,75,12.06,15
20191011,003000,0,24.06,4,3.87,0.13,0,0,31.94,0.09,0,0,0.45,81,12.77,15
20191011,004500,0.3,23.89,4,3.79,0.13,0,0,31.31,0.09,0,0,0.45,66,12.32,15
20191011,010000,0,23.65,4,3.61,0.12,0,0,29.76,0.08,0,0,0.45,54,9.22,15
20191011,011500,0,23.52,4,3.61,0.12,0,0,29.81,0.08,0,0,0.44,60,7.8,15
20191011,013000,0,23.71,4,3.44,0.11,0,0,28.35,0.08,0,0,0.45,60,7.8,15
20191011,014500,0,23.56,4,3.59,0.12,0,0,29.63,0.08,0,0,0.45,78,6.83,15
20191011,020000,0.04,23.04,4,3.64,0.12,0,0,30.01,0.08,0,0,0.45,84,5.59,15
20191011,021500,0.04,22.81,4,3.73,0.12,0,0,30.75,0.08,0,0,0.45,90,6.21,15
20191011,023000,0,22.63,4,3.69,0.12,0,0,30.46,0.08,0,0,0.45,78,5.05,15
20191011,024500,0.04,22.88,4,3.62,0.12,0,0,29.86,0.08,0,0,0.46,54,5.85,15
20191011,030000,0.12,22.87,4,3.53,0.12,0,0,29.16,0.08,0,0,0.45,45,3.64,15
20191011,031500,0.17,22.27,4,3.56,0.12,0,0,29.4,0.08,0,0,0.45,57,1.6,15
20191011,033000,0.04,21.9,4,3.69,0.12,0,0,30.49,0.08,0,0,0.46,81,3.99,15
20191011,034500,0.04,22.08,4,3.83,0.13,0,0,31.56,0.09,0,0,0.45,84,5.23,15
20191011,040000,0.16,22.13,4,3.69,0.12,0,0,30.42,0.08,0,0,0.45,69,4.61,15
20191011,041500,0.17,21.88,4,3.83,0.13,0,0,31.63,0.09,0,0,0.45,108,3.28,15
20191011,043000,0.61,22.08,4,3.72,0.12,0,0,30.73,0.09,0,0,0.44,72,5.32,15
20191011,044500,0.3,21.79,4,3.7,0.12,0,0,30.56,0.08,0,0,0.45,72,3.55,15
20191011,050000,0.61,21.52,4,3.96,0.13,0,0,32.67,0.09,0,0,0.45,111,3.01,15
20191011,051500,4.14,21.29,4,3.82,0.13,0,0,31.47,0.09,0,0,0.46,135,0.71,15
20191011,053000,42.9,23.76,4,3.97,0.13,0,0,32.79,0.09,0,0,0.46,135,0.44,15
20191011,054500,84.81,26.94,4,3.65,0.12,0,0,30.1,0.08,0,0,0.44,120,1.15,15
20191011,060000,132.01,26.64,4,4.58,0.15,0,0,37.82,0.1,0,0,0.47,57,4.61,15
20191011,061500,189.65,26.8,4,3.86,0.13,0,0,31.88,0.09,0,0,0.46,51,9.22,15
20191011,063000,250.08,27.52,4,3.73,0.12,0,0,30.8,0.09,0,0,0.46,51,14.01,15
20191011,064500,313.93,28.08,4,3.86,0.13,0,0,31.8,0.09,0,0,0.47,39,14.1,15
