dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,n
20191111,000100,0.08,21.42,0,2.23,0.07,0,0,18.39,0.05,0,0,0.46,45,2.28,14
20191111,001500,0.08,20.93,0,2.37,0.08,0,0,19.53,0.05,0,0,0.46,57,0,15
20191111,003000,0.29,20.9,0,2.44,0.08,0,0,20.15,0.05,0,0,0.46,57,0,15
20191111,004500,0,20.78,0,2.62,0.09,0,0,21.63,0.06,0,0,0.46,57,0,15
20191111,010000,0,20.34,0,2.55,0.08,0,0,21.01,0.06,0,0,0.48,51,0,15
20191111,011500,0,20.22,0,2.82,0.09,0,0,23.27,0.06,0,0,0.46,204,0,15
20191111,013000,0,20.42,0,2.73,0.09,0,0,22.51,0.06,0,0,0.46,160.71,0,14
20191111,014500,0.47,20.32,0,2.7,0.09,0,0,22.31,0.06,0,0,0.44,51,0,15
20191111,020000,0,20.63,0,3.05,0.1,0,0,25.15,0.07,0,0,0.45,57,0,15
20191111,021500,0,20.73,0,2.91,0.1,0,0,24.04,0.06,0,0,0.45,51,0,15
20191111,023000,0,20.73,0,2.67,0.09,0,0,22,0.06,0,0,0.44,192,0,15
20191111,024500,0.08,20.8,0,2.77,0.09,0,0,22.82,0.06,0,0,0.44,195,0,15
20191111,030100,0,20.73,0,2.75,0.09,0,0,22.66,0.06,0,0,0.45,131.79,0,14
20191111,031500,0,21.06,0,3.01,0.1,0,0,24.81,0.07,0,0,0.46,135,0,15
20191111,033000,0.08,20.87,0,2.83,0.09,0,0,23.37,0.06,0,0,0.45,135,0,15
20191111,034500,0,21.06,0,2.6,0.09,0,0,21.47,0.06,0,0,0.45,135,0,15
20191111,040000,0,21.08,0,2.59,0.09,0,0,21.39,0.06,0,0,0.45,93,0,15
20191111,041500,0,21.26,0,2.52,0.08,0,0,20.78,0.06,0,0,0.44,57,0.35,15
20191111,043000,0,21.03,0,2.52,0.08,0,0,20.8,0.06,0,0,0.43,135,0,15
20191111,044500,0,20.69,0,2.59,0.09,0,0,21.36,0.06,0,0,0.44,135,0,15
20191111,050000,9.37,20.85,0,2.61,0.09,0,0,21.49,0.06,0,0,0.44,135,0,15
20191111,051600,35.14,22.56,0,2.58,0.09,0,0,21.31,0.06,0,0,0.43,131.79,0,14
20191111,053000,65.88,23.78,0,2.65,0.09,0,0,21.89,0.06,0,0,0.45,135,0,15
20191111,054500,153.69,27.91,0,2.23,0.07,0,0,18.37,0.05,0,0,0.44,150,0,15
20191111,060000,208.48,32.01,0,2.46,0.08,0,0,20.28,0.06,0,0,0.43,198,0,15
20191111,061500,265.49,30.32,0,2.32,0.08,0,0,19.1,0.05,0,0,0.43,24,0,15
20191111,063000,326.94,32.1,0,2.15,0.07,0,0,17.72,0.05,0,0,0.44,150,0,15
20191111,064500,333.59,27.15,0,2.43,0.08,0,0,20.05,0.06,0,0,0.44,3,1.95,15
20191111,070000,444.36,16.62,0,2.43,0.08,0,0,20.08,0.05,0,0,0.45,61.33,1.95,15
20191111,071500,499.8,27.33,0,2.52,0.08,0,0,20.81,0.06,0,0,0.44,36,4.61,15
20191111,073100,558.49,16.62,0,2.72,0.09,0,0,22.43,0.06,0,0,0.44,12.86,5.51,14
20191111,074500,609.91,28.1,0,2.73,0.09,0,0,22.56,0.06,0,0,0.43,18,6.83,15
20191111,080000,661.32,18.55,0,2.6,0.09,0,0,21.47,0.06,0,0,0.45,51,5.14,15
20191111,081500,709.46,29.62,0,2.74,0.09,0,0,22.57,0.06,0,0,0.44,39,8.69,15
20191111,083000,753.69,19.77,0,2.86,0.1,0,0,23.56,0.06,0,0,0.46,55.33,7.45,15
20191111,084500,797.91,31.4,0,3.1,0.1,0,0,25.56,0.07,0,0,0.46,54,4.43,15
20191111,090100,854.85,32.58,0,3.47,0.11,0,0,28.62,0.08,0,0,0.44,145,2.56,13
20191111,091500,978.87,34.05,0,2.97,0.1,0,0,24.55,0.07,0,0,0.44,160,5.41,15
