dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,n
20191110,000100,0,24.15,0,2.83,0.09,0,0,23.36,0.06,0,0,0.46,40,6.75,14
20191110,001500,0,23.96,0,2.91,0.1,0,0,23.99,0.07,0,0,0.46,0,10.46,15
20191110,003000,0,24.09,0,2.88,0.1,0,0,23.76,0.06,0,0,0.45,9,9.4,15
20191110,004500,0,24.04,0,2.96,0.1,0,0,24.45,0.07,0,0,0.46,9,9.4,15
20191110,010000,0,24.14,0,3.15,0.1,0,0,26,0.07,0,0,0.46,53.67,9.84,15
20191110,011500,0,23.58,0,3.34,0.11,0,0,27.56,0.08,0,0,0.45,9,8.16,15
20191110,013100,0,23.37,0,3.35,0.11,0,0,27.67,0.08,0,0,0.45,57.86,1.14,14
20191110,014500,0,23.3,0,3.32,0.11,0,0,27.38,0.07,0,0,0.46,123,1.68,15
20191110,020000,0,23.01,0,3.19,0.11,0,0,26.33,0.07,0,0,0.45,60,9.4,15
20191110,021500,0,22.76,0,2.89,0.09,0,0,23.83,0.07,0,0,0.46,72,9.04,15
20191110,023000,0,22.69,0,2.44,0.08,0,0,20.15,0.05,0,0,0.44,45,7.54,15
20191110,024500,0,22.78,0,1.96,0.07,0,0,16.15,0.04,0,0,0.45,36,12.24,15
20191110,030100,0,22.48,0,1.67,0.06,0,0,13.77,0.04,0,0,0.44,62.31,7.06,13
20191110,031500,0,22.52,0,1.53,0.05,0,0,12.66,0.03,0,0,0.45,114,4.17,15
20191110,033000,0,22.45,0,1.43,0.05,0,0,11.77,0.03,0,0,0.44,75,3.81,15
20191110,034500,0,22.43,0,1.5,0.05,0,0,12.34,0.03,0,0,0.44,38.57,4.75,14
20191110,040000,0,22.4,0,1.47,0.05,0,0,12.14,0.03,0,0,0.43,9,5.67,15
20191110,041500,0,22.55,0,1.62,0.05,0,0,13.33,0.04,0,0,0.43,24,4.43,15
20191110,043000,0,22.66,0,1.46,0.05,0,0,12.02,0.03,0,0,0.45,45,5.41,15
20191110,044500,0.34,22.57,0,1.5,0.05,0,0,12.39,0.03,0,0,0.44,84,2.31,15
20191110,050000,1.17,22.62,0,1.52,0.05,0,0,12.54,0.03,0,0,0.42,84,3.37,15
20191110,051500,6.26,22.52,0,1.68,0.06,0,0,13.85,0.04,0,0,0.43,198,7.54,15
20191110,053000,48.27,22.83,0,1.87,0.06,0,0,15.45,0.04,0,0,0.44,228,6.83,15
20191110,054500,84.28,23.18,0,1.97,0.07,0,0,16.25,0.04,0,0,0.46,204,7.54,15
20191110,060000,140.77,24.07,0,2.14,0.07,0,0,17.64,0.05,0,0,0.45,174,3.9,15
20191110,061500,167.65,24.37,0,2.16,0.07,0,0,17.86,0.05,0,0,0.45,174,5.76,15
20191110,063000,246.58,25.56,0,1.97,0.07,0,0,16.26,0.04,0,0,0.44,165,5.85,15
20191110,064500,319.46,25.51,0,2.1,0.07,0,0,17.29,0.05,0,0,0.45,151.07,5.13,14
20191110,070000,396.48,25.99,0,2.09,0.07,0,0,17.2,0.05,0,0,0.46,171,5.76,15
20191110,071500,584.21,26.86,0,2.54,0.08,0,0,20.99,0.06,0,0,0.45,159,6.38,15
20191110,073000,378.73,26.73,0,2.49,0.08,0,0,20.52,0.06,0,0,0.43,135,4.43,15
20191110,074500,410.96,27.16,0,2.53,0.09,0,0,20.9,0.06,0,0,0.44,150,4.26,15
20191110,080000,703.85,28.93,0,2.42,0.08,0,0,19.97,0.05,0,0,0.45,215.67,4.7,15
20191110,081500,920.1,31.21,0,2.5,0.08,0,0,20.61,0.06,0,0,0.44,205.71,5.61,14
20191110,083000,801.7,20.01,0,2.68,0.09,0,0,22.09,0.06,0,0,0.44,179.67,6.65,15
20191110,084500,726.55,29.1,0,2.85,0.1,0,0,23.49,0.07,0,0,0.44,18,14.28,15
20191110,090000,686.24,29.53,0,3.18,0.11,0,0,26.22,0.07,0,0,0.44,31.33,16.4,15
20191110,091500,757.86,30.28,0,3.53,0.12,0,0,29.11,0.08,0,0,0.44,24,13.74,15
20191110,093000,597.26,30.6,0,3.47,0.12,0,0,28.65,0.08,0,0,0.42,18,11.7,15
20191110,094500,541.01,30.46,0,3.5,0.12,0,0,28.84,0.08,0,0,0.43,118.21,9.97,14
20191110,100000,743.77,32.61,0,3.32,0.11,0,0,27.36,0.07,0,0,0.43,167.67,8.87,15
20191110,101500,613.18,32.34,0,2.98,0.1,0,0,24.6,0.07,0,0,0.43,108,7.63,15
20191110,103000,547.16,32.32,0,3.08,0.1,0,0,25.4,0.07,0,0,0.44,231.67,8.16,15
20191110,104500,444.62,31.72,0,3.1,0.1,0,0,25.55,0.07,0,0,0.44,181.33,7.27,15
20191110,110000,371.04,31.22,0,3.15,0.11,0,0,25.97,0.07,0,0,0.44,202,8.07,15
20191110,111500,543.51,31.45,0,3.28,0.11,0,0,27.07,0.07,0,0,0.44,167.67,8.33,15
20191110,113000,730.72,31.97,0,3.68,0.12,0,0,30.33,0.08,0,0,0.42,187,10.46,15
20191110,114500,822.31,32.26,0,3.63,0.12,0,0,29.9,0.08,0,0,0.42,94.33,8.69,15
