dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191017,000100,0.18,23.92,0,3.68,0.12,0,0,30.38,0.08,0,0,0.45,135,0,14
20191017,001500,0,23.96,0,3.22,0.11,0,0,26.58,0.07,0,0,0.45,132,0.62,15
20191017,003000,0.48,23.87,0,3.2,0.11,0,0,26.43,0.07,0,0,0.43,153,0.44,15
20191017,004500,0.04,23.1,0,3.84,0.13,0,0,31.67,0.09,0,0,0.45,180,1.33,15
20191017,010000,0.08,22.77,0,5.55,0.18,0,0,45.81,0.13,0,0,0.47,180,0.35,15
20191017,011500,0,22.14,0,4.57,0.15,0,0,37.74,0.1,0,0,0.48,180,0.44,15
20191017,013000,0.04,22.5,0,4.69,0.16,0,0,38.73,0.11,0,0,0.47,180,2.48,15
20191017,014500,0.61,22.59,0,6.03,0.2,0,0,49.78,0.14,0,0,0.45,180,2.04,15
20191017,020000,0.38,21.89,0,5.67,0.19,0,0,46.74,0.13,0,0,0.45,180,1.51,15
20191017,021500,0.48,22.39,0,4.2,0.14,0,0,34.64,0.1,0,0,0.44,165,0.09,15
20191017,023000,0.3,22.39,0,4.18,0.14,0,0,34.49,0.09,0,0,0.45,135,0,15
20191017,024500,0.65,22.41,0,4.72,0.16,0,0,38.98,0.11,0,0,0.44,105,3.1,15
20191017,030000,0.08,23.3,0,3.99,0.13,0,0,32.92,0.09,0,0,0.45,144,2.31,15
20191017,031500,1.14,23.75,0,3.44,0.12,0,0,28.4,0.08,0,0,0.43,123,1.86,15
20191017,033000,0.3,23.55,0,3.79,0.13,0,0,31.26,0.09,0,0,0.45,111,3.64,15
20191017,034500,0,23.29,0,3.66,0.12,0,0,30.18,0.08,0,0,0.44,180,2.85,14
20191017,040000,0.61,23.87,0,3.67,0.12,0,0,30.27,0.08,0,0,0.47,153,4.43,15
20191017,041500,0,23.89,0,3.7,0.12,0,0,30.48,0.08,0,0,0.45,135,1.06,15
20191017,043000,0,22.84,0,3.75,0.12,0,0,30.96,0.09,0,0,0.45,135,0.53,15
20191017,044500,0.04,21.91,0,3.76,0.12,0,0,31,0.09,0,0,0.45,135,1.06,15
20191017,050000,1.42,22.03,0,3.87,0.13,0,0,31.94,0.09,0,0,0.44,135,0,15
20191017,051500,12.63,22.55,0,4.11,0.14,0,0,33.95,0.09,0,0,0.45,138,0.27,15
20191017,053000,44.36,24.23,0,4.08,0.13,0,0,33.67,0.09,0,0,0.45,153,1.68,15
20191017,054500,22.15,24.36,0,4.29,0.14,0,0,35.36,0.1,0,0,0.44,126,5.76,15
20191017,060000,8.22,24.06,0,4.66,0.15,0,0,38.45,0.11,0,0,0.44,33,3.46,15
20191017,061500,18.05,24.54,0,4.85,0.16,0,0,40.03,0.11,0,0,0.45,63,9.31,15
20191017,063000,24.13,24.7,0,4.9,0.16,0,0,40.43,0.11,0,0,0.44,153,2.93,15
20191017,064500,31.4,24.9,0,5,0.17,0,0,41.27,0.11,0,0,0.44,159,3.01,15
20191017,070000,37.22,24.95,0,5.61,0.19,0,0,46.3,0.13,0,0,0.44,135,1.86,15
20191017,071500,49.91,25.26,0,5.61,0.19,0,0,46.3,0.13,0,0,0.44,111,2.22,15
20191017,073000,91.82,25.86,0,7.06,0.24,0,0,58.26,0.16,0,0,0.44,102,7.89,15
20191017,074500,151.31,26.05,0,6.68,0.22,0,0,55.15,0.15,0,0,0.44,86.79,16.15,14
20191017,080000,178.42,26.32,0,7.09,0.24,0,0,58.46,0.16,0,0,0.45,72,23.32,15
20191017,081500,158.85,26.46,0,7.69,0.26,0,0,63.41,0.17,0,0,0.45,69,21.28,15
20191017,083000,132.94,26.2,0,7.48,0.25,0,0,61.74,0.17,0,0,0.44,78,19.77,15
20191017,084500,141.13,26.1,0,8.17,0.27,0,0,67.44,0.19,0,0,0.44,96,15.25,15
20191017,090000,145.89,25.96,0,8.19,0.27,0,0,67.57,0.19,0,0,0.45,87,16.49,15
20191017,091500,116.15,26.11,0,8.09,0.27,0,0,66.77,0.18,0,0,0.45,87,10.55,15
20191017,093000,134.26,26.5,0,7.69,0.26,0,0,63.45,0.18,0,0,0.45,126,4.43,15
20191017,094500,164.14,27.79,0,8.15,0.27,0,0,67.28,0.19,0,0,0.45,225,4.61,15
20191017,100000,163.34,27.69,0,10.92,0.36,0,0,90.09,0.25,0,0,0.46,198,3.99,15
20191017,101500,146.55,27.2,0,8.07,0.27,0,0,66.6,0.18,0,0,0.45,195,4.52,15
20191017,103000,129.5,27.57,0,8.45,0.28,0,0,69.72,0.19,0,0,0.46,165,3.37,15
20191017,104500,103.32,27.07,0,10,0.33,0,0,82.5,0.23,0,0,0.46,141,2.04,15
20191017,110000,149.6,27.72,0,10.03,0.33,0,0,82.71,0.23,0,0,0.46,150,1.86,15
20191017,111500,271.36,28.18,0,9.54,0.32,0,0,78.69,0.22,0,0,0.45,150,3.37,15
20191017,113000,383.08,29.23,0,9.07,0.3,0,0,74.83,0.21,0,0,0.46,147,4.08,15
20191017,114500,496.12,29.97,0,9,0.3,0,0,74.29,0.2,0,0,0.44,171,6.12,15
20191017,120000,867.1,32.1,0,9.48,0.32,0,0,78.2,0.21,0,0,0.44,219,7.98,15
20191017,121500,584.43,31.61,0,8.96,0.3,0,0,73.88,0.2,0,0,0.44,156,5.94,15
20191017,123000,339.05,31.03,0,9.07,0.3,0,0,74.8,0.21,0,0,0.44,195,5.94,15
20191017,124500,275.85,30.37,0,8.66,0.29,0,0,71.45,0.2,0,0,0.44,165,3.9,15
20191017,130000,249.28,30.53,0,8.45,0.28,0,0,69.71,0.19,0,0,0.44,165,4.26,15
20191017,131500,238.18,30.55,0,8.72,0.29,0,0,71.93,0.2,0,0,0.44,180,5.05,15
20191017,133000,279.42,30.9,0,8.19,0.27,0,0,67.54,0.19,0,0,0.44,168,4.7,15
20191017,134500,349.76,31.92,0,7.69,0.26,0,0,63.47,0.18,0,0,0.43,117,3.81,15
20191017,140000,447.46,32.09,0,8.06,0.27,0,0,66.48,0.18,0,0,0.44,156,5.23,15
20191017,141500,422.86,32.09,0,7.69,0.26,0,0,63.47,0.18,0,0,0.43,173.57,4.85,14
20191017,143000,324.77,32.19,0,7.5,0.25,0,0,61.85,0.17,0,0,0.43,165,4.17,15
20191017,144500,384.47,32.14,0,7.89,0.26,0,0,65.13,0.18,0,0,0.42,163.93,5.61,14
20191017,150000,285.37,31.78,0,7.79,0.26,0,0,64.27,0.18,0,0,0.43,180,5.94,15
20191017,151500,455.3,32.58,0,8.7,0.29,0,0,71.78,0.2,0,0,0.44,186.43,7.89,14
20191017,153000,219.4,32.11,0,7.92,0.26,0,0,65.35,0.18,0,0,0.44,180,6.74,15
20191017,154500,147.88,31.77,0,7.94,0.26,0,0,65.54,0.18,0,0,0.43,177,5.05,15
20191017,160000,147.88,31.75,0,7.14,0.24,0,0,58.88,0.16,0,0,0.43,186,5.05,15
20191017,161500,182.38,32.21,0,6.86,0.23,0,0,56.58,0.16,0,0,0.43,180,4.79,15
20191017,163000,77.67,31.6,0,7.64,0.25,0,0,63.02,0.17,0,0,0.43,165,2.48,15
20191017,164500,50.7,31.01,0,7.52,0.25,0,0,62.04,0.17,0,0,0.44,156,2.22,15
20191017,170000,34.18,30.28,0,7.58,0.25,0,0,62.54,0.17,0,0,0.44,147,2.13,15
20191017,171500,15.75,29.39,0,9.73,0.32,0,0,80.24,0.22,0,0,0.45,112.5,5.13,14
20191017,173000,1.64,28.68,0,8.35,0.28,0,0,68.86,0.19,0,0,0.45,114,5.14,15
20191017,174500,0.17,27.64,0,8.86,0.29,0,0,73.11,0.2,0,0,0.46,105,3.46,15
20191017,180000,0.17,27.14,0,10.26,0.34,0,0,84.66,0.23,0,0,0.46,117,3.28,15
20191017,181500,0.04,26.66,0,11.96,0.4,0,0,98.67,0.27,0,0,0.45,135,0.35,15
20191017,183000,0.61,26.36,0,13.84,0.46,0,0,114.19,0.31,0,0,0.46,108,3.55,15
20191017,184500,0.3,25.8,0,13.32,0.44,0,0,109.9,0.3,0,0,0.47,93,2.13,15
20191017,190000,0.21,25.96,0,10.65,0.35,0,0,87.85,0.24,0,0,0.45,93,3.46,15
20191017,191500,0.34,25.87,0,8.44,0.28,0,0,69.64,0.19,0,0,0.45,96,2.04,15
20191017,193000,0.34,25.99,0,8.05,0.27,0,0,66.38,0.18,0,0,0.44,99,5.5,15
20191017,194500,0.04,26.37,0,8.14,0.27,0,0,67.14,0.18,0,0,0.44,108,4.61,15
20191017,200000,0.25,25.3,0,8.6,0.29,0,0,70.97,0.19,0,0,0.45,108,2.04,15
20191017,201500,0.48,24.97,0,9.05,0.3,0,0,74.71,0.21,0,0,0.45,90,0,15
20191017,203000,0,23.82,0,9.31,0.31,0,0,76.82,0.21,0,0,0.44,198,1.24,15
20191017,204500,0.04,23.13,0,11.05,0.37,0,0,91.18,0.25,0,0,0.45,135,2.04,15
20191017,210000,0.69,22.95,0,9.94,0.33,0,0,82.04,0.23,0,0,0.44,135,0.35,15
20191017,211500,0.17,24.45,0,8.95,0.3,0,0,73.84,0.2,0,0,0.44,126,3.72,15
20191017,213000,0.04,25.83,0,7.65,0.25,0,0,63.1,0.17,0,0,0.44,120,4.26,15
20191017,214500,0,25.59,0,6.81,0.23,0,0,56.15,0.15,0,0,0.44,123,4.61,15
20191017,220000,0.65,25.28,0,6.72,0.22,0,0,55.43,0.15,0,0,0.43,96,7.36,15
20191017,221500,0.34,25.99,0,6.38,0.21,0,0,52.62,0.14,0,0,0.44,96,12.15,15
20191017,223000,0.61,25.75,0,6.42,0.21,0,0,52.97,0.15,0,0,0.43,84,7.36,15
20191017,224500,0.04,25.47,0,6.51,0.22,0,0,53.72,0.15,0,0,0.44,78,8.96,15
20191017,230000,0,24.81,0,6.85,0.23,0,0,56.53,0.15,0,0,0.45,75,8.07,15
20191017,231500,0.34,24.5,0,7.29,0.24,0,0,60.17,0.16,0,0,0.45,87,7.09,15
20191017,233000,0,24.37,0,7.62,0.25,0,0,62.87,0.17,0,0,0.45,87,7.89,15
20191017,234500,0.04,24.3,0,7.6,0.25,0,0,62.7,0.17,0,0,0.44,78,7,15
