dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200416,132900,7632,34.19,14.68,223.1,531,931
20200416,133000,7614,34.1,14.72,223,527.2,930
20200416,133100,7593,34.05,14.55,223.1,526.4,928
20200416,133200,7593,34.05,14.57,222.9,530.6,931
20200416,133300,7557,33.9,14.58,222.9,525.6,927
20200416,133400,7532,33.82,14.51,222.9,530.1,921
20200416,133500,7509,33.71,14.52,222.9,530.5,917
20200416,133600,7504,33.69,14.5,222.8,529.5,917
20200416,133700,7473,33.53,14.33,222.8,528.1,913
20200416,133800,7431,33.29,14.35,223,526.5,910
20200416,133900,7401,33.19,14.17,222.8,530.6,908
20200416,134000,7296,32.74,14.17,222.6,543.7,905
20200416,134100,7346,32.97,14.14,222.8,530.3,902
20200416,134200,7350,32.99,14.11,222.7,526.5,904
20200416,134300,7353,33,14.07,222.6,526.8,899
20200416,134400,7332,32.96,13.98,222.6,530.5,896
20200416,134500,7308,32.84,13.95,222.5,534.6,893
20200416,134600,7300,32.81,13.86,222.5,531.5,889
20200416,134700,7287,32.72,13.96,222.7,532.9,886
20200416,134800,7266,32.65,13.92,222.6,532.4,881
20200416,134900,7254,32.59,13.77,222.5,535.5,879
20200416,135000,7224,32.45,13.8,222.6,531.1,878
20200416,135100,7194,32.31,13.76,222.6,533.2,875
20200416,135200,7169,32.2,13.6,222.7,533.7,873
20200416,135300,7146,32.08,13.68,222.6,531.6,869
20200416,135400,7130,32.02,13.55,222.7,535.6,866
20200416,135500,7045,31.75,13.44,222.7,537.7,858
20200416,135600,7069,31.74,13.29,222.7,539.3,858
20200416,135700,7077,31.77,13.4,222.8,536.3,857
20200416,135800,7062,31.68,13.33,222.8,540.2,854
20200416,135900,7028,31.52,13.22,222.8,536.1,849
20200416,140000,7005,31.46,13.28,222.7,539.3,847
20200416,140100,6957,31.29,13.07,222.2,537.5,841
20200416,140200,6918,31.11,13.12,222.3,537.3,835
20200416,140300,6870,30.89,13.07,222.3,536.9,832
20200416,140400,6843,30.74,12.96,222.5,536.1,831
20200416,140500,6814,30.62,12.84,222.5,540.2,825
20200416,140600,6753,30.37,12.7,222.3,535.6,819
20200416,140700,6762,30.39,12.81,222.3,539.8,820
20200416,140800,6726,30.26,12.64,222.2,537.2,817
20200416,140900,6699,30.14,12.69,222.1,537.9,812
20200416,141000,6645,29.91,12.47,222.1,539.6,806
20200416,141800,6441,29.06,12.11,221.8,540,782
20200416,141900,6429,28.98,12.13,221.8,535.9,780
20200416,142000,6420,28.93,12.11,221.9,540.2,779
20200416,142100,6390,28.8,12.22,221.8,535.9,774
20200416,142200,6357,28.69,11.95,221.8,540.6,770
20200416,142300,6309,28.41,11.92,221.8,535.7,764
20200416,142400,6315,28.48,11.86,221.6,542.6,762
20200416,142500,6292,28.37,11.7,221.8,544.2,761
20200416,142600,6270,28.29,11.75,221.7,540.9,756
20200416,142700,6258,28.21,11.7,221.7,545.3,755
20200416,142800,6222,28.05,11.62,221.8,541.3,749
20200416,142900,6206,27.98,11.64,221.9,544.2,747
20200416,143000,6195,27.91,11.53,221.8,542.4,745
20200416,143100,6160,27.75,11.55,221.9,543,741
20200416,143200,6137,27.71,11.34,221.6,546.3,736
