dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200320,145400,1437,6.6,2.71,217.7,542.2,165
20200320,145500,1401,6.43,2.62,217.8,544.2,161
20200320,145600,1323,6.07,2.48,217.5,541,152
20200320,145700,1209,5.54,2.29,217.4,537.9,141
20200320,145800,1104,5.07,2.1,217.3,537,129
20200320,145900,1023,4.7,1.95,217.3,536.1,120
20200320,150000,948,4.37,1.8,217.1,536.2,112
20200320,150100,909,4.2,1.74,217.1,540.5,108
20200320,150200,908,4.18,1.75,217.1,531.2,108
20200320,150300,942,4.35,1.8,217.2,540.6,111
20200320,150400,1008,4.66,1.93,217,536.3,118
20200320,150500,1098,5.07,2.08,217.3,545.1,127
20200320,150600,1197,5.52,2.27,217.3,546.6,133
20200320,150700,1281,5.89,2.4,217.6,546.4,146
20200320,150800,1341,6.18,2.49,217.4,549.5,153
20200320,150900,1395,6.41,2.61,217.9,546.3,158
20200320,151000,1446,6.64,2.68,217.8,551.4,165
20200320,151100,1482,6.81,2.76,218,546.7,165
20200320,151200,1511,6.97,2.8,217.7,547.3,172
20200320,151300,1545,7.11,2.86,217.8,548.5,175
20200320,151400,1566,7.19,2.91,217.9,550.2,178
20200320,151500,1566,7.2,2.91,217.7,551,178
20200320,151600,1545,7.09,2.87,217.8,550.1,176
20200320,151700,1506,6.91,2.82,218.1,547.2,170
20200320,151800,1458,6.69,2.7,217.8,545.6,165
20200320,151900,1404,6.44,2.63,217.7,546,159
20200320,152000,1353,6.21,2.51,217.6,547.7,155
20200320,152100,1320,6.06,2.47,217.9,543.7,152
20200320,152200,1329,6.1,2.49,217.9,544.1,152
20200320,152300,1377,6.34,2.6,218.2,546.3,158
20200320,152400,1443,6.64,2.7,218,548,167
20200320,152500,1527,7.01,2.84,218.1,551.6,175
20200320,152600,1617,7.42,2.99,218.2,547.5,184
20200320,152700,1698,7.82,3.17,218.2,551,193
20200320,152800,1778,8.16,3.29,218,549.2,202
20200320,152900,1846,8.46,3.39,218.5,556.8,210
20200320,153000,1906,8.73,3.48,218.4,552.6,217
20200320,153100,1959,8.98,3.61,218.5,555.8,223
20200320,153200,2007,9.21,3.69,218.3,555.5,229
20200320,153300,2056,9.42,3.72,218.6,563.7,237
20200320,153400,2088,9.55,3.71,218.5,567.7,245
20200320,153500,2103,9.62,3.72,218.5,572.7,248
