dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200424,055200,6,0.1,0.08,220.8,464.8,6
20200424,055300,14,0.11,0.09,220.9,487.6,6
20200424,055400,16,0.12,0.1,220.9,489.7,9
20200424,055500,24,0.14,0.11,220.9,470.5,9
20200424,055600,30,0.16,0.12,220.9,496.4,9
20200424,055700,36,0.19,0.13,220.9,487.5,9
20200424,055800,42,0.21,0.14,221,505.1,10
20200424,055900,48,0.23,0.15,221,498.5,10
20200424,060000,55,0.26,0.16,221,506.8,12
20200424,060100,61,0.29,0.18,220.9,500.5,12
20200424,060200,69,0.32,0.19,220.7,504.5,13
20200424,060300,75,0.36,0.2,220.6,506.3,15
20200424,060400,84,0.4,0.22,220.5,506.5,16
20200424,060500,96,0.44,0.23,220.5,527.4,16
20200424,060600,105,0.49,0.25,220.5,522.6,16
20200424,060700,114,0.53,0.27,220.6,527.6,18
20200424,060800,126,0.59,0.28,220.8,552.2,19
20200424,060900,150,0.7,0.32,220.9,565.4,19
20200424,061000,189,0.87,0.41,220.8,537.6,27
20200424,061100,216,0.99,0.48,220.6,521.8,38
20200424,061200,237,1.09,0.52,220.7,498.7,42
20200424,061300,261,1.19,0.56,220.6,510.3,44
20200424,061400,279,1.29,0.61,220.8,501.7,48
20200424,061500,302,1.38,0.66,220.8,505.4,51
20200424,061600,324,1.48,0.71,220.8,496.7,53
20200424,061700,346,1.58,0.74,220.7,503.1,56
20200424,061800,372,1.69,0.79,220.7,506.9,60
20200424,061900,396,1.8,0.84,220.6,501.6,62
20200424,062000,423,1.93,0.88,220.7,509.6,66
20200424,062100,453,2.06,0.95,220.8,507.5,70
20200424,062200,477,2.17,1,221.1,510.8,76
20200424,062300,503,2.28,1.04,221.2,508.4,77
20200424,062400,528,2.42,1.09,221.2,516,80
20200424,062500,570,2.58,1.14,221,525.7,85
20200424,062600,597,2.71,1.2,221.3,525.1,88
20200424,062700,627,2.85,1.25,221.3,523.5,91
20200424,062800,654,2.97,1.31,221.3,523.2,95
20200424,062900,698,3.16,1.37,221.5,532,100
20200424,063000,733,3.32,1.43,221.3,536.5,105
20200424,063100,768,3.47,1.49,221.3,532.1,109
20200424,063200,798,3.6,1.54,221.3,532.5,112
20200424,063300,843,3.82,1.61,221.3,544.7,115
20200424,063400,876,3.97,1.64,221.3,545.8,120
20200424,063500,912,4.12,1.73,221.5,545.4,124
20200424,063600,942,4.28,1.79,221.5,544.8,127
20200424,063700,984,4.45,1.83,221.6,549.6,132
20200424,063800,1029,4.64,1.9,222.3,560.7,135
20200424,063900,1062,4.79,1.94,222.3,561.8,141
20200424,064000,1101,4.97,2.03,222.4,559.7,144
20200424,064100,1134,5.11,2.05,222.4,559,149
20200424,064200,1170,5.27,2.13,222.5,565.2,152
20200424,064300,1215,5.46,2.21,222.6,564.5,158
20200424,064400,1251,5.63,2.3,222.7,559.8,161
20200424,064500,1299,5.84,2.3,222.7,574.1,165
20200424,064600,1328,5.98,2.33,222.6,582.3,170
20200424,064700,1373,6.19,2.43,222.6,579.2,175
20200424,064800,1419,6.38,2.51,222.7,575.5,179
20200424,064900,1458,6.56,2.6,222.7,576.1,184
20200424,065000,1500,6.75,2.67,222.9,574.3,190
20200424,065100,1539,6.91,2.68,222.6,579.3,193
20200424,065200,1590,7.21,2.76,221.3,588.4,197
20200424,065300,1626,7.36,2.87,221.3,578.3,202
20200424,065400,1668,7.56,2.91,221.4,585,208
20200424,065500,1716,7.73,2.96,221.6,589.9,211
20200424,065600,1758,7.96,3.06,221.6,585.3,216
20200424,065700,1809,8.16,3.13,221.7,585,220
20200424,065800,1837,8.28,3.2,221.8,588.9,223
20200424,065900,1869,8.42,3.17,221.8,586.4,228
20200424,070000,1914,8.64,3.34,221.8,587.1,231
