dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,n
20191105,000100,0,27.88,0,6.64,0.22,0,0,54.76,0.15,0,0,0.44,54.29,7.98,14
20191105,001500,0,7.27,0,6.37,0.21,0,0,52.59,0.14,0,0,0.44,49.33,13.3,15
20191105,003000,0,27.78,0,5.79,0.19,0,0,47.75,0.13,0,0,0.45,70,12.15,15
20191105,004600,0,27.49,0,5.98,0.2,0,0,49.35,0.14,0,0,0.44,30.36,10.26,14
20191105,010000,0,27.29,0,5.8,0.19,0,0,47.88,0.13,0,0,0.44,31.33,9.04,15
20191105,011500,0,27.28,0,5.33,0.18,0,0,44,0.12,0,0,0.44,58.33,10.99,15
20191105,013000,0,27.07,0,5.46,0.18,0,0,45.01,0.12,0,0,0.44,0,9.84,15
20191105,014500,0,16.66,0,5.19,0.17,0,0,42.79,0.12,0,0,0.43,39,10.64,15
20191105,020000,0,26.78,0,5.21,0.17,0,0,42.98,0.12,0,0,0.46,28.33,10.46,15
20191105,021500,0,26.57,0,5.18,0.17,0,0,42.7,0.12,0,0,0.44,46.33,10.64,15
20191105,023000,0,26.41,0,5.18,0.17,0,0,42.77,0.12,0,0,0.44,9,12.32,15
20191105,024500,0.08,26.21,0,5.25,0.18,0,0,43.35,0.12,0,0,0.43,25.33,9.58,15
20191105,030000,0.08,26.22,0,5.27,0.18,0,0,43.46,0.12,0,0,0.45,12,14.98,15
20191105,031500,0,26.1,0,5,0.17,0,0,41.24,0.11,0,0,0.45,21,11.53,15
20191105,033000,0,26,0,4.97,0.17,0,0,41.02,0.11,0,0,0.44,0,11.08,15
20191105,034500,0,25.85,0,4.96,0.17,0,0,40.96,0.11,0,0,0.44,21,8.16,15
20191105,040000,0,25.76,0,5.05,0.17,0,0,41.7,0.12,0,0,0.44,118,8.96,15
20191105,041500,0,25.69,0,5.1,0.17,0,0,42.08,0.12,0,0,0.44,115,11.62,15
20191105,043000,0,25.6,0,4.82,0.16,0,0,39.74,0.11,0,0,0.45,49.64,9.98,14
20191105,044500,0.21,25.58,0,4.73,0.16,0,0,39,0.11,0,0,0.45,28.33,12.68,15
20191105,050000,2.09,25.52,0,4.67,0.16,0,0,38.52,0.11,0,0,0.46,72,11.88,15
20191105,051500,39.14,26.22,0,4.76,0.16,0,0,39.26,0.11,0,0,0.45,70,9.93,15
20191105,053000,43.57,26.27,0,4.39,0.15,0,0,36.2,0.1,0,0,0.43,31.33,9.75,15
20191105,054500,174.82,28.74,0,4.36,0.15,0,0,36,0.1,0,0,0.44,86.67,10.99,15
20191105,060000,230.14,29.48,0,4.12,0.14,0,0,33.99,0.09,0,0,0.44,27.14,11.97,14
20191105,061500,267.19,19.32,0,4.13,0.14,0,0,34.09,0.09,0,0,0.46,36,12.15,15
20191105,063000,334.77,30.6,0,4.63,0.15,0,0,38.18,0.1,0,0,0.45,83.67,12.24,15
20191105,064500,349.25,29.24,0,4.93,0.16,0,0,40.7,0.11,0,0,0.44,30,15.34,15
20191105,070000,432.22,29.06,0,4.39,0.15,0,0,36.21,0.1,0,0,0.44,110.67,15.52,15
20191105,071500,484.02,28.99,0,4.26,0.14,0,0,35.16,0.1,0,0,0.46,65.67,19.95,15
20191105,073000,540.9,29.6,0,4.68,0.16,0,0,38.59,0.11,0,0,0.44,59.67,21.55,15
20191105,074500,594.13,29.9,0,4.83,0.16,0,0,39.85,0.11,0,0,0.43,85,21.72,15
20191105,080000,642.53,30.81,0,5.01,0.17,0,0,41.32,0.11,0,0,0.43,60,16.67,15
20191105,081500,693.54,32.01,0,5.12,0.17,0,0,42.2,0.12,0,0,0.45,125.67,14.28,15
20191105,083000,740.64,32.54,0,5.14,0.17,0,0,42.39,0.12,0,0,0.44,130,17.91,15
20191105,084500,782.26,33.55,0,5.32,0.18,0,0,43.85,0.12,0,0,0.43,201.67,18,15
20191105,090000,823.87,33.44,0,5.59,0.19,0,0,46.15,0.13,0,0,0.42,116.67,18.97,15
20191105,091500,872.01,35.06,0,5.55,0.18,0,0,45.74,0.13,0,0,0.42,193,16.31,15
20191105,093000,801.83,34.51,0,5.64,0.19,0,0,46.56,0.13,0,0,0.42,113.67,16.05,15
20191105,094500,878.54,35.9,0,5.58,0.19,0,0,46.06,0.13,0,0,0.43,214,13.74,15
20191105,100000,967.64,34.95,0,5.45,0.18,0,0,44.96,0.12,0,0,0.43,85,22.08,15
20191105,101500,1002.09,35.45,0,5.29,0.18,0,0,43.67,0.12,0,0,0.42,143.67,16.49,15
20191105,103100,998.24,35.65,0,5.54,0.18,0,0,45.71,0.12,0,0,0.42,118.57,20.43,14
20191105,104500,624.46,35.26,0,5.57,0.18,0,0,45.92,0.13,0,0,0.43,80,18.24,14
20191105,110000,969.6,36.1,0,5.79,0.19,0,0,47.81,0.13,0,0,0.43,186.67,16.31,15
20191105,111500,945.68,35.41,0,6.18,0.21,0,0,50.98,0.14,0,0,0.43,176.07,17.29,14
20191105,113000,1096.54,35.42,0,6.11,0.2,0,0,50.38,0.14,0,0,0.42,149.67,19.95,15
20191105,114500,1050.75,35.99,0,7.08,0.24,0,0,58.42,0.16,0,0,0.42,200.67,15.78,15
20191105,120100,980.77,36.05,0,8.12,0.27,0,0,66.98,0.18,0,0,0.42,181.07,15.58,14
20191105,121500,999.61,36.25,0,8.02,0.27,0,0,66.14,0.18,0,0,0.42,140.67,17.2,15
20191105,123000,719.24,35.52,0,8.96,0.3,0,0,73.91,0.2,0,0,0.43,140.67,16.67,15
20191105,124500,705.39,36.33,0,10.04,0.34,0,0,82.84,0.23,0,0,0.41,45,13.21,14
20191105,130000,800.13,36.3,0,9.49,0.32,0,0,78.31,0.21,0,0,0.42,96,13.83,15
20191105,131500,846.18,36.26,0,10.1,0.34,0,0,83.32,0.23,0,0,0.42,146.67,13.65,15
20191105,133000,823.65,36.06,0,9.7,0.32,0,0,79.99,0.22,0,0,0.42,75.36,18.14,14
20191105,134500,677.37,36.19,0,9.97,0.33,0,0,82.27,0.23,0,0,0.43,158.33,14.72,15
20191105,140000,620.87,36.47,0,10.44,0.35,0,0,86.12,0.24,0,0,0.43,202,14.19,15
20191105,141600,578.05,36.65,0,11.18,0.37,0,0,92.2,0.25,0,0,0.43,218.21,16.43,14
20191105,143000,520.81,36.49,0,12.2,0.41,0,0,100.62,0.28,0,0,0.44,149.67,11.17,15
20191105,144500,604.7,36.45,0,12.17,0.41,0,0,100.4,0.28,0,0,0.43,118,12.41,15
20191105,150000,432.75,37.03,0,11.47,0.38,0,0,94.65,0.26,0,0,0.43,176.67,11.53,15
20191105,151500,402.74,36.49,0,13.16,0.44,0,0,108.57,0.3,0,0,0.41,228.33,13.74,15
20191105,153000,355.38,36.32,0,13.43,0.45,0,0,110.81,0.3,0,0,0.43,218,9.13,15
20191105,154500,181.47,35.46,0,13.71,0.46,0,0,113.09,0.31,0,0,0.42,142,9.75,15
20191105,160000,299.28,35.9,0,13.05,0.44,0,0,107.63,0.3,0,0,0.43,152.33,11.7,15
20191105,161500,224.79,35.94,0,12.27,0.41,0,0,101.26,0.28,0,0,0.44,152.67,9.93,15
20191105,163000,109.59,35.13,0,12.52,0.42,0,0,103.32,0.28,0,0,0.43,158.67,9.22,15
20191105,164500,54.27,34.49,0,13.51,0.45,0,0,111.48,0.31,0,0,0.43,212.33,7.18,15
20191105,170000,28.31,34.08,0,16.53,0.55,0,0,136.35,0.37,0,0,0.44,222.67,7.09,15
20191105,171500,15.79,33.72,0,14.43,0.48,0,0,119.02,0.33,0,0,0.44,149.33,7.18,15
20191105,173000,4.49,33.61,0,14.37,0.48,0,0,118.6,0.33,0,0,0.44,249.67,5.67,15
20191105,174500,0,27.67,0,13.99,0.47,0,0,115.41,0.32,0,0,0.44,227,5.23,15
20191105,180000,0,32.97,0,14.14,0.47,0,0,116.63,0.32,0,0,0.44,148.33,3.19,15
20191105,181500,0,32.54,0,15.62,0.52,0,0,128.84,0.35,0,0,0.45,192.67,7.89,15
20191105,183000,0,30.74,0,18.23,0.61,0,0,150.36,0.41,0.01,0,0.44,152,8.42,15
20191105,184500,0,30.09,0,18.91,0.63,0,0,156.05,0.43,0.01,0,0.45,98.33,8.69,15
20191105,190000,0,19.33,0,18.73,0.62,0,0,154.49,0.42,0.01,0,0.44,22.33,11.97,15
20191105,191500,0,29.46,0,16.63,0.55,0,0,137.18,0.38,0.01,0,0.44,204.33,10.55,15
