rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,2.66,0.45,3.33,0.11,0.0,0.0,0.0,0.0,0.08,000100,station,24.69,27.49,45.0,0.0,20191012.0
0.0,5.32,0.46,3.35,0.11,0.0,0.0,0.0,0.0,0.08,000200,station,24.69,27.64,45.0,0.0,20191012.0
0.0,2.66,0.45,2.97,0.1,0.0,0.0,0.0,0.0,0.07,000300,station,24.75,24.5,45.0,0.0,20191012.0
0.0,0.0,0.44,3.91,0.13,0.0,0.0,0.0,0.0,0.09,000400,station,24.69,32.22,45.0,0.0,20191012.0
0.0,1.33,0.45,3.84,0.13,0.0,0.0,0.0,0.0,0.09,000500,station,24.5,31.64,45.0,0.0,20191012.0
0.0,2.66,0.46,3.98,0.13,0.0,0.0,0.0,0.0,0.09,000600,station,24.31,32.85,45.0,0.0,20191012.0
0.0,2.66,0.46,3.84,0.13,0.0,0.0,0.0,0.0,0.09,000700,station,24.38,31.67,45.0,0.0,20191012.0
0.0,2.66,0.45,3.3,0.11,0.0,0.0,0.0,0.0,0.07,000800,station,24.38,27.26,135.0,0.0,20191012.0
0.0,2.66,0.46,3.28,0.11,0.0,0.0,0.0,0.0,0.07,000900,station,24.69,27.04,135.0,0.0,20191012.0
0.0,2.66,0.47,3.29,0.11,0.0,0.0,0.0,0.0,0.07,001000,station,24.56,27.12,135.0,0.0,20191012.0
0.0,1.33,0.47,3.43,0.11,0.0,0.0,0.0,0.0,0.08,001100,station,24.56,28.26,135.0,0.0,20191012.0
0.0,0.0,0.46,3.36,0.11,0.0,0.0,0.0,0.0,0.08,001200,station,24.69,27.75,135.0,0.0,20191012.0
0.0,0.0,0.47,3.88,0.13,0.0,0.0,0.0,0.0,0.09,001300,station,24.69,32.0,135.0,0.0,20191012.0
0.0,0.0,0.48,3.11,0.1,0.0,0.0,0.0,0.0,0.07,001400,station,24.81,25.66,135.0,0.0,20191012.0
0.0,0.0,0.48,3.05,0.1,0.0,0.0,0.0,0.0,0.07,001500,station,24.75,25.15,135.0,0.0,20191012.0
0.0,0.0,0.46,3.53,0.12,0.0,0.0,0.0,0.0,0.08,001600,station,24.88,29.12,135.0,0.0,20191012.0
0.0,0.0,0.46,3.55,0.12,0.0,0.0,0.0,0.0,0.08,001700,station,24.88,29.27,135.0,0.0,20191012.0
0.0,0.0,0.45,3.62,0.12,0.0,0.0,0.0,0.0,0.08,001800,station,24.88,29.85,135.0,0.0,20191012.0
0.0,0.0,0.45,3.55,0.12,0.0,0.0,0.0,0.0,0.08,001900,station,24.62,29.33,135.0,0.0,20191012.0
