rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,9.31,0.45,4.15,0.14,0.0,0.0,0.0,0.0,0.09,000100,station,24.5,34.23,45.0,0.0,20191011.0
0.5,10.64,0.44,3.83,0.13,0.0,0.0,0.0,0.0,0.09,000200,station,24.5,31.59,45.0,0.0,20191011.0
0.5,18.62,0.43,3.98,0.13,0.0,0.0,0.0,0.0,0.09,000300,station,24.5,32.8,45.0,0.0,20191011.0
0.75,15.96,0.45,3.83,0.13,0.0,0.0,0.0,0.0,0.09,000400,station,24.62,31.63,45.0,0.0,20191011.0
1.0,13.3,0.44,4.3,0.14,0.0,0.0,0.0,0.0,0.1,000500,station,24.44,35.46,45.0,0.0,20191011.0
1.0,15.96,0.43,3.37,0.11,0.0,0.0,0.0,0.0,0.08,000600,station,24.62,27.77,45.0,0.0,20191011.0
1.25,15.96,0.45,3.95,0.13,0.0,0.0,0.0,0.0,0.09,000700,station,24.38,32.6,90.0,0.0,20191011.0
1.5,13.3,0.46,4.12,0.14,0.0,0.0,0.0,0.0,0.09,000800,station,24.31,33.97,90.0,0.0,20191011.0
1.5,7.98,0.45,3.67,0.12,0.0,0.0,0.0,0.0,0.08,000900,station,24.44,30.28,90.0,0.0,20191011.0
1.5,7.98,0.45,3.65,0.12,0.0,0.0,0.0,0.0,0.08,001000,station,24.12,30.12,90.0,0.0,20191011.0
1.75,10.64,0.45,3.91,0.13,0.0,0.0,0.0,0.0,0.09,001100,station,24.19,32.22,90.0,0.0,20191011.0
1.75,15.96,0.45,4.15,0.14,0.0,0.0,0.0,0.0,0.09,001200,station,24.38,34.28,90.0,0.0,20191011.0
1.75,9.31,0.44,4.12,0.14,0.0,0.0,0.0,0.0,0.09,001300,station,24.31,33.96,90.0,0.0,20191011.0
2.25,7.98,0.45,4.44,0.15,0.0,0.0,0.0,0.0,0.1,001400,station,24.31,36.61,45.0,0.0,20191011.0
2.25,7.98,0.45,4.17,0.14,0.0,0.0,0.0,0.0,0.09,001500,station,24.31,34.4,90.0,0.0,20191011.0
2.25,13.3,0.46,3.69,0.12,0.0,0.0,0.0,0.0,0.08,001600,station,24.44,30.47,90.0,0.0,20191011.0
2.25,13.3,0.44,4.07,0.14,0.0,0.0,0.0,0.0,0.09,001700,station,24.25,33.58,90.0,0.0,20191011.0
2.5,15.96,0.46,3.5,0.12,0.0,0.0,0.0,0.0,0.08,001800,station,24.12,28.89,45.0,0.0,20191011.0
2.75,10.64,0.48,3.9,0.13,0.0,0.0,0.0,0.0,0.09,001900,station,24.19,32.14,90.0,0.0,20191011.0
2.75,9.31,0.46,3.8,0.13,0.0,0.0,0.0,0.0,0.09,002000,station,24.06,31.33,45.0,0.0,20191011.0
3.0,10.64,0.47,4.15,0.14,0.0,0.0,0.0,0.0,0.09,002100,station,24.06,34.21,90.0,0.0,20191011.0
3.0,10.64,0.46,4.06,0.14,0.0,0.0,0.0,0.0,0.09,002200,station,24.25,33.5,45.0,0.0,20191011.0
3.25,10.64,0.46,3.26,0.11,0.0,0.0,0.0,0.0,0.07,002300,station,24.06,26.9,90.0,0.0,20191011.0
3.75,10.64,0.48,3.7,0.12,0.0,0.0,0.0,0.0,0.08,002400,station,24.0,30.51,90.0,0.0,20191011.0
4.0,18.62,0.44,3.74,0.12,0.0,0.0,0.0,0.0,0.08,002500,station,23.94,30.82,45.0,0.0,20191011.0
4.0,11.97,0.45,4.22,0.14,0.0,0.0,0.0,0.0,0.1,002600,station,24.06,34.78,90.0,0.0,20191011.0
4.0,13.3,0.44,3.57,0.12,0.0,0.0,0.0,0.0,0.08,002700,station,24.12,29.42,45.0,0.0,20191011.0
4.0,10.64,0.45,3.31,0.11,2.58,0.0,0.0,0.0,0.08,002800,station,24.12,27.31,90.0,0.0,20191011.0
4.0,13.3,0.44,3.99,0.13,0.6,0.0,0.0,0.0,0.09,002900,station,24.06,32.94,90.0,0.0,20191011.0
4.0,10.64,0.44,3.44,0.11,0.0,0.0,0.0,0.0,0.08,003000,station,24.12,28.37,90.0,0.0,20191011.0
4.0,7.98,0.45,3.44,0.11,0.0,0.0,0.0,0.0,0.08,003100,station,24.0,28.38,45.0,0.0,20191011.0
4.0,18.62,0.42,4.25,0.14,0.0,0.0,0.0,0.0,0.1,003200,station,24.06,35.06,90.0,0.0,20191011.0
4.0,13.3,0.43,3.61,0.12,0.0,0.0,0.0,0.0,0.08,003300,station,24.12,29.74,90.0,0.0,20191011.0
4.0,13.3,0.43,3.49,0.12,0.0,0.0,0.0,0.0,0.08,003400,station,24.0,28.77,90.0,0.0,20191011.0
4.0,25.27,0.43,3.88,0.13,0.0,0.0,0.0,0.0,0.09,003500,station,24.25,32.02,45.0,0.0,20191011.0
4.0,10.64,0.44,3.89,0.13,0.0,0.0,0.0,0.0,0.09,003600,station,24.12,32.07,90.0,0.0,20191011.0
4.0,11.97,0.46,3.7,0.12,0.0,0.0,0.0,0.0,0.08,003700,station,24.12,30.52,90.0,0.0,20191011.0
4.0,10.64,0.44,3.61,0.12,0.0,0.0,0.0,0.0,0.08,003800,station,24.0,29.76,90.0,0.0,20191011.0
4.0,7.98,0.44,4.07,0.14,0.0,0.0,0.0,0.0,0.09,003900,station,23.94,33.6,45.0,0.0,20191011.0
4.0,17.29,0.46,4.24,0.14,0.0,0.0,0.0,0.0,0.1,004000,station,24.06,35.02,90.0,0.0,20191011.0
4.0,10.64,0.5,4.03,0.13,0.0,0.0,0.0,0.0,0.09,004100,station,24.06,33.22,90.0,0.0,20191011.0
4.0,9.31,0.5,4.4,0.15,0.0,0.0,0.0,0.0,0.1,004200,station,24.06,36.27,90.0,0.0,20191011.0
4.0,7.98,0.48,3.9,0.13,0.0,0.0,0.0,0.0,0.09,004300,station,24.0,32.16,90.0,0.0,20191011.0
