rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,26.6,0.44,2.01,0.07,0.0,0.0,0.0,0.0,0.05,000100,station,22.94,16.59,0.0,0.0,20191024.0
0.0,15.96,0.45,2.26,0.08,0.0,0.0,0.0,0.0,0.05,000200,station,23.0,18.66,90.0,0.0,20191024.0
0.0,9.31,0.45,1.7,0.06,0.0,0.0,0.0,0.0,0.04,000300,station,23.0,14.03,45.0,0.0,20191024.0
0.0,14.63,0.45,1.98,0.07,0.0,0.0,0.0,0.0,0.04,000400,station,22.88,16.36,45.0,0.0,20191024.0
0.0,7.98,0.46,2.07,0.07,0.0,0.0,0.0,0.0,0.05,000500,station,22.94,17.08,135.0,0.0,20191024.0
0.0,9.31,0.45,1.86,0.06,0.0,0.0,0.0,0.0,0.04,000600,station,23.06,15.33,90.0,0.0,20191024.0
0.0,7.98,0.46,2.21,0.07,0.0,0.0,0.0,0.0,0.05,000700,station,22.81,18.26,135.0,0.0,20191024.0
0.0,10.64,0.45,1.79,0.06,0.0,0.0,0.0,0.0,0.04,000800,station,22.75,14.74,90.0,0.0,20191024.0
0.0,10.64,0.43,1.81,0.06,0.0,0.0,0.0,0.0,0.04,000900,station,22.69,14.91,45.0,0.0,20191024.0
0.0,13.3,0.43,2.0,0.07,0.0,0.0,0.0,0.0,0.05,001000,station,22.69,16.52,45.0,0.0,20191024.0
0.0,15.96,0.43,2.18,0.07,0.0,0.0,0.0,0.0,0.05,001100,station,22.75,17.98,45.0,0.0,20191024.0
0.0,13.3,0.42,2.14,0.07,0.0,0.0,0.0,0.0,0.05,001200,station,22.69,17.64,90.0,0.0,20191024.0
0.0,25.27,0.45,2.37,0.08,0.0,0.0,0.0,0.0,0.05,001300,station,22.81,19.52,0.0,0.0,20191024.0
0.0,25.27,0.45,1.96,0.07,0.0,0.0,0.0,0.0,0.04,001400,station,22.88,16.18,0.0,0.0,20191024.0
0.0,21.28,0.46,1.87,0.06,0.0,0.0,0.0,0.0,0.04,001500,station,23.12,15.4,45.0,0.0,20191024.0
0.0,10.64,0.46,2.21,0.07,0.0,0.0,0.0,0.0,0.05,001600,station,22.94,18.21,45.0,0.0,20191024.0
0.0,18.62,0.45,1.81,0.06,0.0,0.0,0.0,0.0,0.04,001700,station,23.0,14.97,90.0,0.0,20191024.0
