rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,0.0,0.48,1.65,0.05,0.6,0.0,0.0,0.0,0.04,000100,station,20.31,13.6,225.0,0.0,20191016.0
0.0,0.0,0.47,1.42,0.05,0.0,0.0,0.0,0.0,0.03,000200,station,20.25,11.72,225.0,0.0,20191016.0
0.0,0.0,0.48,1.42,0.05,0.0,0.0,0.0,0.0,0.03,000300,station,20.38,11.7,225.0,0.0,20191016.0
0.0,0.0,0.47,1.77,0.06,0.0,0.0,0.0,0.0,0.04,000400,station,20.12,14.64,225.0,0.0,20191016.0
0.0,0.0,0.47,1.33,0.04,2.58,0.0,0.0,0.0,0.03,000700,station,20.06,11.0,225.0,0.0,20191016.0
0.0,0.0,0.47,1.5,0.05,0.0,0.0,0.0,0.0,0.03,000800,station,20.0,12.36,225.0,0.0,20191016.0
0.0,0.0,0.46,1.43,0.05,0.6,0.0,0.0,0.0,0.03,000900,station,20.12,11.81,225.0,0.0,20191016.0
0.0,0.0,0.47,1.56,0.05,0.0,0.0,0.0,0.0,0.04,001000,station,20.19,12.89,225.0,0.0,20191016.0
0.0,0.0,0.47,1.6,0.05,0.0,0.0,0.0,0.0,0.04,001100,station,20.19,13.23,225.0,0.0,20191016.0
0.0,0.0,0.47,1.62,0.05,0.0,0.0,0.0,0.0,0.04,001200,station,20.19,13.39,225.0,0.0,20191016.0
0.0,0.0,0.46,1.36,0.05,0.0,0.0,0.0,0.0,0.03,001300,station,20.25,11.2,225.0,0.0,20191016.0
0.0,0.0,0.45,1.37,0.05,0.0,0.0,0.0,0.0,0.03,001400,station,20.19,11.31,225.0,0.0,20191016.0
0.0,0.0,0.45,1.42,0.05,0.0,0.0,0.0,0.0,0.03,001500,station,20.19,11.69,225.0,0.0,20191016.0
0.0,0.0,0.44,1.81,0.06,0.0,0.0,0.0,0.0,0.04,001600,station,20.38,14.93,225.0,0.0,20191016.0
0.0,0.0,0.44,1.72,0.06,0.0,0.0,0.0,0.0,0.04,001700,station,20.44,14.2,180.0,0.0,20191016.0
0.0,0.0,0.45,1.85,0.06,0.0,0.0,0.0,0.0,0.04,001800,station,20.38,15.29,180.0,0.0,20191016.0
