rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,2.66,0.45,5.02,0.17,0.0,0.0,0.0,0.0,0.11,000100,station,18.75,41.45,180.0,0.0,20191008.0
0.0,0.0,0.46,5.26,0.18,0.0,0.0,0.0,0.0,0.12,000200,station,18.81,43.4,180.0,0.0,20191008.0
0.0,2.66,0.46,4.94,0.16,2.58,0.0,0.0,0.0,0.11,000300,station,18.75,40.72,180.0,0.0,20191008.0
0.0,3.99,0.45,4.76,0.16,0.0,0.0,0.0,0.0,0.11,000400,station,18.69,39.26,180.0,0.0,20191008.0
0.0,3.99,0.45,5.6,0.19,0.0,0.0,0.0,0.0,0.13,000500,station,18.5,46.23,180.0,0.0,20191008.0
0.0,1.33,0.44,5.54,0.18,0.0,0.0,0.0,0.0,0.13,000600,station,18.44,45.67,180.0,0.0,20191008.0
0.0,2.66,0.45,5.21,0.17,0.0,0.0,0.0,0.0,0.12,000700,station,18.44,42.99,180.0,0.0,20191008.0
0.0,2.66,0.45,5.48,0.18,0.0,0.0,0.0,0.0,0.12,000800,station,18.44,45.22,180.0,0.0,20191008.0
0.0,2.66,0.45,6.06,0.2,0.0,0.0,0.0,0.0,0.14,000900,station,18.44,49.96,180.0,0.0,20191008.0
0.0,2.66,0.46,6.3,0.21,0.0,0.0,0.0,0.0,0.14,001000,station,18.5,51.97,180.0,0.0,20191008.0
0.0,0.0,0.44,7.05,0.23,0.0,0.0,0.0,0.0,0.16,001100,station,18.56,58.16,180.0,0.0,20191008.0
0.0,0.0,0.43,6.98,0.23,0.0,0.0,0.0,0.0,0.16,001200,station,18.38,57.55,180.0,0.0,20191008.0
0.0,0.0,0.43,7.46,0.25,0.0,0.0,0.0,0.0,0.17,001300,station,18.44,61.53,135.0,0.0,20191008.0
0.0,3.99,0.43,7.76,0.26,0.0,0.0,0.0,0.0,0.18,001400,station,18.56,64.05,135.0,0.0,20191008.0
0.0,2.66,0.44,7.01,0.23,0.0,0.0,0.0,0.0,0.16,001500,station,18.62,57.87,180.0,0.0,20191008.0
0.0,3.99,0.45,6.74,0.22,0.0,0.0,0.0,0.0,0.15,001600,station,18.62,55.58,135.0,0.0,20191008.0
0.0,2.66,0.46,6.9,0.23,0.0,0.0,0.0,0.0,0.16,001700,station,18.62,56.9,135.0,0.0,20191008.0
0.0,5.32,0.45,6.6,0.22,0.0,0.0,0.0,0.0,0.15,001800,station,18.5,54.48,180.0,0.0,20191008.0
0.0,0.0,0.45,6.52,0.22,0.0,0.0,0.0,0.0,0.15,001900,station,18.62,53.82,180.0,0.0,20191008.0
0.0,2.66,0.43,6.55,0.22,0.0,0.0,0.0,0.0,0.15,002000,station,18.62,54.03,180.0,0.0,20191008.0
0.0,3.99,0.44,6.44,0.21,0.0,0.0,0.0,0.0,0.15,002100,station,18.5,53.16,135.0,0.0,20191008.0
0.0,2.66,0.43,6.01,0.2,0.0,0.0,0.0,0.0,0.14,002200,station,18.56,49.58,135.0,0.0,20191008.0
0.0,3.99,0.43,6.41,0.21,0.0,0.0,0.0,0.0,0.15,002300,station,18.75,52.86,180.0,0.0,20191008.0
0.0,2.66,0.44,6.98,0.23,0.0,0.0,0.0,0.0,0.16,002400,station,18.62,57.62,180.0,0.0,20191008.0
0.0,3.99,0.45,6.5,0.22,0.0,0.0,0.0,0.0,0.15,002500,station,18.69,53.6,180.0,0.0,20191008.0
0.0,2.66,0.45,6.35,0.21,0.0,0.0,0.0,0.0,0.14,002600,station,18.69,52.42,180.0,0.0,20191008.0
0.0,3.99,0.45,6.33,0.21,0.0,0.0,0.0,0.0,0.14,002700,station,18.69,52.19,180.0,0.0,20191008.0
0.0,1.33,0.44,6.37,0.21,0.0,0.0,0.0,0.0,0.14,002800,station,18.69,52.52,180.0,0.0,20191008.0
0.0,5.32,0.44,5.86,0.19,0.0,0.0,0.0,0.0,0.13,002900,station,18.75,48.33,135.0,0.0,20191008.0
0.0,6.65,0.45,6.46,0.21,0.0,0.0,0.0,0.0,0.15,003000,station,18.69,53.27,180.0,0.0,20191008.0
0.0,0.0,0.45,6.27,0.21,0.6,0.0,0.0,0.0,0.14,003100,station,18.62,51.76,180.0,0.0,20191008.0
0.0,2.66,0.45,6.31,0.21,0.0,0.0,0.0,0.0,0.14,003200,station,18.56,52.06,135.0,0.0,20191008.0
0.0,3.99,0.44,6.17,0.21,0.0,0.0,0.0,0.0,0.14,003300,station,18.5,50.87,180.0,0.0,20191008.0
0.0,2.66,0.44,5.97,0.2,0.0,0.0,0.0,0.0,0.14,003400,station,18.69,49.26,90.0,0.0,20191008.0
0.0,2.66,0.45,5.95,0.2,0.0,0.0,0.0,0.0,0.14,003500,station,18.62,49.13,135.0,0.0,20191008.0
0.0,3.99,0.46,5.55,0.18,0.0,0.0,0.0,0.0,0.13,003600,station,18.62,45.77,135.0,0.0,20191008.0
0.0,6.65,0.45,5.8,0.19,0.0,0.0,0.0,0.0,0.13,003700,station,18.62,47.86,135.0,0.0,20191008.0
0.0,2.66,0.44,5.74,0.19,0.0,0.0,0.0,0.0,0.13,003800,station,18.62,47.36,135.0,0.0,20191008.0
0.0,0.0,0.44,6.17,0.21,0.0,0.0,0.0,0.0,0.14,003900,station,18.75,50.89,180.0,0.0,20191008.0
0.0,3.99,0.43,5.57,0.19,0.0,0.0,0.0,0.0,0.13,004000,station,18.69,45.99,135.0,0.0,20191008.0
