dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,temp,vento_dir,vento_vel,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20191211,000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,0,212.2,43.9,0,0
20191211,000100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,0,212.2,44.1,0,0
20191211,000200,0,6.38,0.21,0,0,52.64,0.14,0,0,0.47,23,135,0,0,0,0.09,0,212.2,44.1,0,0
20191211,000300,0,7.59,0.25,0,0,62.59,0.17,0,0,0.47,23,135,0,0,0,0.09,0,212.2,44.3,0,0
20191211,000400,0,6.99,0.23,0,0,57.64,0.16,0,0,0.46,23,135,0,0,0,0.09,0,212.2,44.5,0,0
20191211,000500,0,7.58,0.25,0,0,62.5,0.17,0,0,0.45,23,135,0,0,0,0.09,0,212.2,44.6,0,0
20191211,000600,0,6.6,0.22,0,0,54.43,0.15,0,0,0.49,23.06,135,0,0,0,0.09,0,212.2,44.8,0,0
20191211,000700,0,7.32,0.24,0,0,60.42,0.17,0,0,0.46,23.12,135,0,0,0,0.09,0,212.2,45,0,0
20191211,000800,0,7.23,0.24,0,0,59.67,0.16,0,0,0.48,23,135,0,0,0,0.09,0,212.2,45.2,0,0
20191211,000900,0,7.51,0.25,0,0,61.92,0.17,0,0,0.49,23,135,0,0,0,0.09,0,212.2,45.3,0,0
20191211,001000,0,6.85,0.23,0,0,56.48,0.16,0,0,0.46,23.06,135,0,0,0,0.09,0,212.2,45.4,0,0
20191211,001100,0,7.47,0.25,0,0,61.64,0.17,0,0,0.47,23.12,135,0,0,0,0.09,0,212.2,45.5,0,0
20191211,001200,0,6.85,0.23,0,0,56.51,0.16,0,0,0.48,22.94,135,0,0,0,0.09,0,212.2,45.6,0,0
20191211,001300,0,7.27,0.24,0,0,59.97,0.16,0,0,0.49,22.94,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,001400,0,7.27,0.24,0,0,59.98,0.16,0,0,0.48,22.94,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,001500,0,7.44,0.25,0,0,61.41,0.17,0,0,0.45,23,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,001600,0,7.21,0.24,0,0,59.44,0.16,0,0,0.45,23,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,001700,0,6.94,0.23,0,0,57.25,0.16,0,0,0.45,22.75,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,001800,0,7.64,0.25,0,0,63.06,0.17,0,0,0.48,22.62,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,001900,0,7.05,0.23,0,0,58.17,0.16,0,0,0.48,22.81,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,002000,0,7.13,0.24,0,0,58.81,0.16,0,0,0.48,22.75,135,0,0,0,0.09,0,212.2,45.7,0,0
20191211,002100,0,7.6,0.25,0,0,62.68,0.17,0,0,0.46,22.69,135,0,0,0,0.09,0,212.2,45.6,0,0
20191211,002200,0,7.25,0.24,0,0,59.81,0.16,0,0,0.46,22.62,135,0,0,0,0.09,0,212.2,45.5,0,0
20191211,002300,0,7.93,0.26,0,0,65.4,0.18,0,0,0.48,22.62,135,0,0,0,0.09,0,212.2,45.5,0,0
20191211,002400,0,7.35,0.24,0,0,60.62,0.17,0,0,0.48,22.62,135,0,0,0,0.09,0,212.2,45.4,0,0
20191211,002500,0,7.31,0.24,0,0,60.35,0.17,0,0,0.48,22.62,135,0,0,0,0.09,0,212.2,45.4,0,0
20191211,002600,0,7.8,0.26,0,0,64.38,0.18,0,0,0.47,22.56,135,0,0,0,0.09,0,212.2,45.4,0,0
