"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",20191221,100,0,2.98,0.1,24.56,0.07,0.48,24.62,335,14.63,0,0,0,0,0
"2",20191221,200,0,2.57,0.09,21.19,0.06,0.48,24.62,135,5.32,0,0,0,0,0
"3",20191221,300,0,2.48,0.08,20.43,0.06,0.46,24.62,180,9.31,0,0,0,0,0
"4",20191221,400,0,3.02,0.1,24.9,0.07,0.44,24.5,135,5.32,0,0,0,0,0
"5",20191221,500,0,3.25,0.11,26.83,0.07,0.46,24.62,180,5.32,0,0,0,0,0
"6",20191221,600,0,2.86,0.1,23.57,0.06,0.46,24.56,270,7.98,0,0,0,0,0
"7",20191221,700,0,2.86,0.1,23.56,0.06,0.46,24.56,180,0,0,0,0,0,0
"8",20191221,800,0,3.33,0.11,27.48,0.08,0.5,24.56,225,7.98,0,0,0,0,0
"9",20191221,900,0,3.11,0.1,25.65,0.07,0.5,24.38,135,9.31,0,0,0,0,0
"10",20191221,1000,0,3.15,0.1,25.98,0.07,0.48,24.38,180,11.97,0,0,0,0,0
"11",20191221,1100,0,2.83,0.09,23.31,0.06,0.47,24.44,225,3.99,0,0,0,0,0
"12",20191221,1200,0,2.92,0.1,24.07,0.07,0.47,24.38,180,15.96,0,0,0,0,0
"13",20191221,1300,0,2.87,0.1,23.71,0.07,0.47,24.31,180,22.61,0,0,0,0,0
"14",20191221,1400,0,3.11,0.1,25.66,0.07,0.47,24.44,180,5.32,0,0,0,0,0
"15",20191221,1500,0,2.55,0.08,21,0.06,0.46,24.44,180,3.99,0,0,0,0,0
"16",20191221,1600,0,2.93,0.1,24.17,0.07,0.46,24.38,135,3.99,0,0,0,0,0
"17",20191221,1700,0,2.46,0.08,20.31,0.06,0.46,24.38,135,5.32,0,0,0,0,0
"18",20191221,1800,0,2.58,0.09,21.29,0.06,0.46,24.25,135,0,0,0,0,0,0
"19",20191221,1900,0,3.03,0.1,24.98,0.07,0.46,24.19,270,9.31,0,0,0,0,0
"20",20191221,2000,0,2.45,0.08,20.2,0.06,0.46,24.12,180,0,0,0,0,0,0
"21",20191221,2100,0,2.92,0.1,24.13,0.07,0.47,24.12,135,2.66,0,0,0,0,0
"22",20191221,2200,0,2.71,0.09,22.38,0.06,0.46,24,225,3.99,0,0,0,0,0
