"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",20200306,100,0,1.21,0.04,10.02,0.03,0.49,24.06,135,15.96,0,0,0,0,0
"2",20200306,200,0,0.95,0.03,7.87,0.02,0.5,24.12,90,25.27,0,0,0,0,0
"3",20200306,300,0,0.96,0.03,7.88,0.02,0.5,24.06,90,23.94,0,0,0,0,0
"4",20200306,400,0,1.07,0.04,8.82,0.02,0.49,24.06,90,17.29,0,0,0,0,0
"5",20200306,500,0,1.18,0.04,9.74,0.03,0.49,24.12,45,19.95,0,0,0,0,0
"6",20200306,600,0,1.24,0.04,10.22,0.03,0.48,23.94,90,7.98,0,0,0,0,0
"7",20200306,700,0,1.29,0.04,10.65,0.03,0.48,23.94,135,11.97,0,0,0,0,0
"8",20200306,800,0,1.16,0.04,9.55,0.03,0.49,23.75,45,14.63,0,0,0,0,0
"9",20200306,900,0,1.13,0.04,9.31,0.03,0.49,23.75,90,17.29,0,0,0,0,0
"10",20200306,1000,0,1.12,0.04,9.22,0.03,0.5,23.62,135,2.66,0,0,0,0,0
"11",20200306,1100,0,1.41,0.05,11.63,0.03,0.5,23.88,90,15.96,0,0,0,0,0
"12",20200306,1200,0,1.33,0.04,11.01,0.03,0.51,23.69,135,7.98,0,0,0,0,0
"13",20200306,1300,0,1.22,0.04,10.05,0.03,0.52,23.75,90,10.64,0,0,0,0,0
"14",20200306,1400,0,1.19,0.04,9.85,0.03,0.52,23.81,135,30.59,0,0,0,0,0
"15",20200306,1500,0,1.1,0.04,9.05,0.02,0.51,23.5,180,11.97,0,0,0,0,0
"16",20200306,1600,0,1,0.03,8.23,0.02,0.51,23.5,0,5.32,0,0,0,0,0
"17",20200306,1700,0,1.15,0.04,9.5,0.03,0.5,23.62,90,11.97,0,0,0,0,0
"18",20200306,1800,0,1.15,0.04,9.51,0.03,0.5,23.62,135,19.95,0,0,0,0,0
