"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",20191117,100,0,8.22,0.27,67.82,0.19,0.49,20.31,135,0,0,0,0,0,0
"2",20191117,200,0,8.26,0.27,68.18,0.19,0.47,20.12,135,0,0,0,0,0,0
"3",20191117,300,0,8.14,0.27,67.15,0.18,0.48,20.12,135,0,0,0,0,0,0
"4",20191117,400,0,7.82,0.26,64.49,0.18,0.46,20.19,135,0,0,0,0,0,0
"5",20191117,500,0,8.14,0.27,67.17,0.18,0.48,20.31,135,0,0,0,0,0,0
"6",20191117,600,0,8.11,0.27,66.91,0.18,0.48,20.44,135,0,0,0,0,0,0
"7",20191117,700,0,8.54,0.28,70.5,0.19,0.47,20.31,135,0,0,0,0,0,0
"8",20191117,800,0,7.88,0.26,65.02,0.18,0.46,20.25,135,0,0,0,0,0,0
"9",20191117,900,0,8.07,0.27,66.59,0.18,0.47,20.19,135,0,0,0,0,0,0
"10",20191117,1000,0,8.25,0.27,68.05,0.19,0.48,20.25,135,0,0,0,0,0,0
"11",20191117,1100,0,7.94,0.26,65.54,0.18,0.49,20.38,135,0,0,0,0,0,0
"12",20191117,1200,0,7.81,0.26,64.46,0.18,0.49,20.25,135,0,0,0,0,0,0
"13",20191117,1300,0,8.03,0.27,66.23,0.18,0.49,19.88,135,0,0,0,0,0,0
"14",20191117,1400,0,8.2,0.27,67.66,0.19,0.46,19.81,135,0,0,0,0,0,0
"15",20191117,1500,0,7.64,0.25,63.05,0.17,0.48,19.69,135,0,0,0,0,0,0
"16",20191117,1600,0,8.28,0.28,68.28,0.19,0.49,19.62,135,0,0,0,0,0,0
"17",20191117,1700,0,8.67,0.29,71.53,0.2,0.48,19.75,135,0,0,0,0,0,0
"18",20191117,1800,3.13,8.2,0.27,67.67,0.19,0.46,20,135,0,0,0,0,0,0
"19",20191117,1900,0,8.29,0.28,68.39,0.19,0.47,19.88,135,0,0,0,0,0,0
"20",20191117,2000,9,8.49,0.28,70.07,0.19,0.46,19.75,135,0,0,0,0,0,0
"21",20191117,2100,0,8.26,0.27,68.12,0.19,0.47,19.88,135,0,0,0,0,0,0
"22",20191117,2200,0,8.02,0.27,66.13,0.18,0.46,19.75,135,0,0,0,0,0,0
"23",20191117,2300,0,8.65,0.29,71.39,0.2,0.5,19.81,135,0,0,0,0,0,0
"24",20191117,2400,0,8.32,0.28,68.61,0.19,0.48,19.75,135,0,0,0,0,0,0
"25",20191117,2500,0,8.17,0.27,67.43,0.19,0.48,19.75,135,0,0,0,0,0,0
"26",20191117,2600,0,7.85,0.26,64.73,0.18,0.49,20.06,135,0,0,0,0,0,0
