"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",20200430,200,0,3.41,0.11,28.17,0.08,0.48,20.31,180,0,0,0,0,0,0
"2",20200430,300,0,3.41,0.11,28.13,0.08,0.48,20.25,135,5.32,0,0,0,0,0
"3",20200430,400,0,3.46,0.12,28.53,0.08,0.49,20.12,135,0,0,0,0,0,0
"4",20200430,500,0,3.41,0.11,28.17,0.08,0.49,20.25,180,0,0,0,0,0,0
"5",20200430,600,0,3.77,0.13,31.13,0.09,0.48,20.12,180,1.33,0,0,0,0,0
"6",20200430,700,0,3.79,0.13,31.24,0.09,0.48,20.56,135,3.99,0,0,0,0,0
"7",20200430,800,0,3.49,0.12,28.81,0.08,0.49,20.38,135,0,0,0,0,0,0
"8",20200430,900,0,3.28,0.11,27.08,0.07,0.49,20.19,135,0,0,0,0,0,0
"9",20200430,1000,0,3.44,0.11,28.37,0.08,0.51,20.19,135,6.65,0,0,0,0,0
"10",20200430,1100,0,3.29,0.11,27.16,0.07,0.51,20.06,135,2.66,0,0,0,0,0
"11",20200430,1200,0,3.22,0.11,26.55,0.07,0.51,19.94,135,0,0,0,0,0,0
"12",20200430,1300,0,3.25,0.11,26.82,0.07,0.52,19.75,135,1.33,0,0,0,0,0
"13",20200430,1400,0,3.53,0.12,29.14,0.08,0.5,19.81,135,3.99,0,0,0,0,0
"14",20200430,1500,0,3.19,0.11,26.32,0.07,0.48,19.94,135,5.32,0,0,0,0,0
"15",20200430,1600,0,2.86,0.1,23.6,0.06,0.48,19.94,135,3.99,0,0,0,0,0
"16",20200430,1700,0,3.54,0.12,29.22,0.08,0.48,19.94,135,2.66,0,0,0,0,0
"17",20200430,1800,0,2.8,0.09,23.12,0.06,0.47,19.81,135,0,0,0,0,0,0
"18",20200430,1900,0,2.77,0.09,22.88,0.06,0.46,19.81,135,0,0,0,0,0,0
"19",20200430,2000,0,3.41,0.11,28.11,0.08,0.45,19.94,135,0,0,0,0,0,0
"20",20200430,2100,0,2.92,0.1,24.12,0.07,0.46,19.94,135,0,0,0,0,0,0
"21",20200430,2200,0,3.32,0.11,27.42,0.08,0.46,19.94,135,0,0,0,0,0,0
"22",20200430,2300,0,3.41,0.11,28.12,0.08,0.47,20,135,0,0,0,0,0,0
"23",20200430,2400,0,3.22,0.11,26.57,0.07,0.48,19.88,135,0,0,0,0,0,0
"24",20200430,2500,0,3.31,0.11,27.33,0.08,0.47,19.81,135,0,0,0,0,0,0
"25",20200430,2600,0,4.18,0.14,34.52,0.09,0.47,19.94,180,0,0,0,0,0,0
"26",20200430,2700,0,3.52,0.12,29.08,0.08,0.48,19.81,180,0,0,0,0,0,0
"27",20200430,2800,0,6.07,0.2,50.11,0.14,0.48,19.81,180,0,0,0,0,0,0
"28",20200430,2900,0,9.96,0.33,82.15,0.23,0.5,19.75,135,3.99,0,0,0,0,0
"29",20200430,3000,0,8.74,0.29,72.14,0.2,0.49,19.75,135,0,0,0,0,0,0
"30",20200430,3100,0,6.86,0.23,56.63,0.16,0.48,19.5,135,0,0,0,0,0,0
"31",20200430,3200,0,11.35,0.38,93.66,0.26,0.49,19.62,135,0,0,0,0,0,0
"32",20200430,3300,0,9.82,0.33,81.02,0.22,0.5,19.62,135,0,0,0,0,0,0
"33",20200430,3400,0,10.54,0.35,86.98,0.24,0.48,19.81,135,0,0,0,0,0,0
"34",20200430,3500,0,11.96,0.4,98.63,0.27,0.51,19.88,135,0,0,0,0,0,0
"35",20200430,3600,0,11.9,0.4,98.19,0.27,0.5,20.06,135,0,0,0,0,0,0
"36",20200430,3700,0,10.2,0.34,84.16,0.23,0.51,20,135,0,0,0,0,0,0
"37",20200430,3800,0,10.34,0.34,85.3,0.23,0.49,20.31,180,0,0,0,0,0,0
"38",20200430,3900,0,8.96,0.3,73.89,0.2,0.46,20.31,180,0,0,0,0,0,0
"39",20200430,4000,0,9.94,0.33,81.97,0.23,0.47,20.38,180,0,0,0,0,0,0
"40",20200430,4100,0,8.32,0.28,68.66,0.19,0.48,20.38,180,0,0,0,0,0,0
"41",20200430,4200,0,9.46,0.31,78.06,0.21,0.49,20.31,180,0,0,0,0,0,0
"42",20200430,4300,0,8.62,0.29,71.09,0.2,0.49,20.25,180,0,0,0,0,0,0
"43",20200430,4400,0,10.68,0.36,88.13,0.24,0.5,20.12,180,0,0,0,0,0,0
"44",20200430,4500,0,10.04,0.33,82.86,0.23,0.48,20.12,180,0,0,0,0,0,0
"45",20200430,4600,0,12.27,0.41,101.26,0.28,0.48,20,180,0,0,0,0,0,0
"46",20200430,4700,0,16.88,0.56,139.24,0.38,0.49,19.69,180,3.99,0,0,0.01,0,0
"47",20200430,4800,0,21.37,0.71,176.27,0.48,0.47,19.38,180,2.66,0,0,0.01,0,0
"48",20200430,4900,0,26.6,0.89,219.44,0.6,0.52,19.56,180,2.66,0,0,0.01,0.01,0
"49",20200430,5000,0,29.44,0.98,242.91,0.67,0.49,19.38,180,0,0,0,0.01,0.01,0
"50",20200430,5100,0,22.42,0.75,185.01,0.51,0.5,19.75,180,2.66,0,0,0.01,0,0
"51",20200430,5200,0,16.26,0.54,134.15,0.37,0.52,20,180,0,0,0,0.01,0,0
"52",20200430,5300,0,15.36,0.51,126.71,0.35,0.53,20.12,180,0,0,0,0,0,0
"53",20200430,5400,0,15.84,0.64,130.48,0.48,0.57,20,180,0,0.09,0.01,0.02,0.01,0
"54",20200430,5500,0,18.35,0.73,151.21,0.54,0.54,20.31,180,0,0.09,0.01,0.02,0.01,0
"55",20200430,5600,0,16.9,0.61,139.39,0.43,0.54,19.88,180,0,0.03,0.01,0.01,0,0
"56",20200430,5700,0,16.21,0.78,133.34,0.63,0.55,19.62,180,0,0.18,0.03,0.04,0.01,0
"57",20200430,5800,0,16.41,1.1,134.57,0.97,0.59,19.25,180,0,0.42,0.07,0.08,0.02,0
"58",20200430,5900,0,16.33,0.92,134.15,0.78,0.56,19.31,180,0,0.29,0.05,0.06,0.01,0
"59",20200430,10000,0,12.51,0.7,102.82,0.58,0.57,19.25,180,0,0.21,0.03,0.04,0.01,0
"60",20200430,10100,0,13.05,0.69,107.23,0.57,0.56,19.12,180,0,0.2,0.03,0.04,0.01,0
"61",20200430,10200,0,11.79,0.55,97.05,0.44,0.54,19.25,180,0,0.12,0.02,0.03,0.01,0
"62",20200430,10300,0,10.54,0.55,86.64,0.45,0.54,19.31,180,0,0.15,0.02,0.03,0.01,0
"63",20200430,10400,0,11.27,0.62,92.59,0.51,0.57,19.38,180,0,0.18,0.03,0.04,0.01,0
"64",20200430,10500,0,12.07,0.4,99.57,0.27,0.51,19.06,180,0,0,0,0,0,0
"65",20200430,10600,0,13.41,0.64,110.38,0.51,0.56,19.19,180,0,0.14,0.02,0.03,0.01,0
"66",20200430,10700,0,12.1,0.4,99.83,0.28,0.52,18.94,180,0,0,0,0,0,0
"67",20200430,10800,0,12.28,0.59,101.01,0.47,0.56,18.81,180,0,0.14,0.02,0.03,0.01,0
"68",20200430,10900,0,13.72,0.83,112.62,0.71,0.56,18.81,180,0,0.28,0.05,0.05,0.01,0
"69",20200430,11000,0,12.37,0.72,101.56,0.61,0.58,18.81,180,0,0.24,0.04,0.05,0.01,0
"70",20200430,11100,0,13.4,0.84,109.93,0.73,0.58,18.69,180,0,0.3,0.05,0.06,0.01,0
"71",20200430,11200,0,16.54,1.59,134.87,1.49,0.59,19.12,180,2.66,0.79,0.13,0.15,0.03,0
"72",20200430,11300,0,12.93,1.21,105.47,1.12,0.59,19.06,180,0,0.59,0.09,0.11,0.02,0
"73",20200430,11400,0,14.58,1.44,118.88,1.35,0.58,18.94,180,1.33,0.72,0.12,0.13,0.02,0
"74",20200430,11500,0,12.8,0.71,105.14,0.59,0.55,18.94,180,0,0.21,0.03,0.04,0.01,0
"75",20200430,11600,0,12.51,0.63,102.9,0.52,0.54,19,135,2.66,0.16,0.03,0.03,0.01,0
"76",20200430,11700,0,9.59,0.39,79.03,0.29,0.55,19.06,135,6.65,0.05,0.01,0.01,0,0
"77",20200430,11800,0,7.01,0.25,57.82,0.18,0.54,19.06,135,5.32,0.01,0,0,0,0
"78",20200430,11900,0,6.62,0.22,54.64,0.15,0.51,19.25,135,6.65,0,0,0,0,0
"79",20200430,12000,0,4.95,0.17,40.84,0.11,0.53,19.31,135,3.99,0,0,0,0,0
"80",20200430,12100,0,4.78,0.16,39.42,0.11,0.51,19.38,135,2.66,0,0,0,0,0
"81",20200430,12200,0,4.53,0.15,37.34,0.1,0.5,19.44,135,6.65,0,0,0,0,0
"82",20200430,12300,0,4.27,0.14,35.24,0.1,0.52,19.06,135,0,0,0,0,0,0
"83",20200430,12400,0,4.25,0.14,35.05,0.1,0.52,19.25,135,5.32,0,0,0,0,0
"84",20200430,12500,0,4.13,0.14,34.1,0.09,0.52,19.12,135,1.33,0,0,0,0,0
"85",20200430,12600,0,3.62,0.12,29.86,0.08,0.51,19.5,90,6.65,0,0,0,0,0
"86",20200430,12700,0,3.88,0.13,32.03,0.09,0.54,19.31,135,6.65,0,0,0,0,0
"87",20200430,12800,0,3.78,0.13,31.21,0.09,0.52,19.06,135,0,0,0,0,0,0
"88",20200430,12900,0,3.47,0.12,28.6,0.08,0.5,18.94,135,0,0,0,0,0,0
"89",20200430,13000,0,4.13,0.14,34.06,0.09,0.49,19.19,135,5.32,0,0,0,0,0
"90",20200430,13100,0,3.75,0.12,30.92,0.08,0.5,19.06,135,3.99,0,0,0,0,0
"91",20200430,13200,0,3.11,0.1,25.64,0.07,0.49,19.25,135,7.98,0,0,0,0,0
"92",20200430,13300,0,3.71,0.12,30.58,0.08,0.49,19.19,135,3.99,0,0,0,0,0
"93",20200430,13400,0,3.15,0.1,25.96,0.07,0.5,19.19,135,5.32,0,0,0,0,0
"94",20200430,13500,0,3.05,0.1,25.17,0.07,0.49,18.88,135,2.66,0,0,0,0,0
"95",20200430,13600,0,3.04,0.1,25.12,0.07,0.49,18.81,135,0,0,0,0,0,0
"96",20200430,13700,0,3.25,0.11,26.85,0.07,0.5,18.75,135,0,0,0,0,0,0
"97",20200430,13800,0,2.79,0.09,23.01,0.06,0.49,18.81,135,3.99,0,0,0,0,0
"98",20200430,13900,0,2.79,0.09,23.04,0.06,0.48,18.88,135,1.33,0,0,0,0,0
"99",20200430,14000,0,2.79,0.09,23.05,0.06,0.5,18.81,135,1.33,0,0,0,0,0
"100",20200430,14100,0,2.6,0.09,21.48,0.06,0.5,18.88,135,3.99,0,0,0,0,0
"101",20200430,14200,0,2.49,0.08,20.58,0.06,0.51,19.06,90,3.99,0,0,0,0,0
"102",20200430,14300,0,2.73,0.09,22.5,0.06,0.49,19.06,90,3.99,0,0,0,0,0
"103",20200430,14400,0,2.23,0.07,18.36,0.05,0.48,19.12,180,6.65,0,0,0,0,0
"104",20200430,14500,0,2.49,0.08,20.55,0.06,0.47,19.44,45,17.29,0,0,0,0,0
"105",20200430,14600,0,2.59,0.09,21.4,0.06,0.48,19.44,45,9.31,0,0,0,0,0
"106",20200430,14700,0,2.31,0.08,19.05,0.05,0.48,19.44,0,6.65,0,0,0,0,0
"107",20200430,14800,0,2.04,0.07,16.8,0.05,0.49,19.5,135,11.97,0,0,0,0,0
"108",20200430,14900,0,2.12,0.07,17.5,0.05,0.49,19.75,45,14.63,0,0,0,0,0
"109",20200430,15000,0,2.19,0.07,18.1,0.05,0.5,19.5,135,3.99,0,0,0,0,0
"110",20200430,15100,0,1.98,0.07,16.37,0.04,0.5,19.75,90,3.99,0,0,0,0,0
"111",20200430,15200,0,2.03,0.07,16.72,0.05,0.48,19.75,90,6.65,0,0,0,0,0
"112",20200430,15300,0,2.37,0.08,19.59,0.05,0.49,19.88,135,6.65,0,0,0,0,0
"113",20200430,15400,0,2.14,0.07,17.63,0.05,0.48,20.19,0,18.62,0,0,0,0,0
