"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",20200420,300,0,6.05,0.2,49.95,0.14,0.45,21.12,135,23.94,0,0,0,0,0
"2",20200420,400,0,6.55,0.22,54.04,0.15,0.46,21,135,6.65,0,0,0,0,0
"3",20200420,500,0,6.35,0.21,52.38,0.14,0.46,21,135,17.29,0,0,0,0,0
"4",20200420,600,0,6.23,0.21,51.44,0.14,0.45,20.81,45,11.97,0,0,0,0,0
"5",20200420,700,0,5.9,0.2,48.72,0.13,0.45,20.62,90,9.31,0,0,0,0,0
"6",20200420,800,0,6.33,0.21,52.25,0.14,0.44,20.62,90,33.25,0,0,0,0,0
"7",20200420,900,0,6.36,0.21,52.44,0.14,0.45,20.75,90,9.31,0,0,0,0,0
"8",20200420,1000,0,6.3,0.21,51.98,0.14,0.45,20.88,90,17.29,0,0,0,0,0
"9",20200420,1100,0,6.12,0.2,50.52,0.14,0.45,20.88,135,9.31,0,0,0,0,0
"10",20200420,1200,0,5.54,0.18,45.68,0.13,0.45,20.88,135,19.95,0,0,0,0,0
"11",20200420,1300,0,6.01,0.2,49.59,0.14,0.44,20.88,90,17.29,0,0,0,0,0
"12",20200420,1400,0,6.25,0.21,51.53,0.14,0.43,20.69,135,11.97,0,0,0,0,0
"13",20200420,1500,0,7.18,0.24,59.23,0.16,0.43,20.88,135,13.3,0,0,0,0,0
"14",20200420,1600,0,6.3,0.21,51.98,0.14,0.43,20.81,90,18.62,0,0,0,0,0
"15",20200420,1700,0,6.27,0.21,51.76,0.14,0.44,20.75,90,14.63,0,0,0,0,0
"16",20200420,1800,0,6.73,0.22,55.54,0.15,0.46,20.75,135,13.3,0,0,0,0,0
"17",20200420,1900,0,7.77,0.26,64.1,0.18,0.47,20.69,90,14.63,0,0,0,0,0
"18",20200420,2000,0,6.83,0.23,56.35,0.15,0.46,20.69,135,11.97,0,0,0,0,0
"19",20200420,2100,0,6.13,0.2,50.6,0.14,0.45,20.75,90,22.61,0,0,0,0,0
"20",20200420,2200,0,6.39,0.21,52.68,0.14,0.45,20.75,90,23.94,0,0,0,0,0
"21",20200420,2300,0,6.54,0.22,53.98,0.15,0.45,20.56,90,29.26,0,0,0,0,0
"22",20200420,2400,0,7.56,0.25,62.34,0.17,0.45,20.69,135,13.3,0,0,0,0,0
"23",20200420,2500,0,6.87,0.23,56.71,0.16,0.43,20.81,135,19.95,0,0,0,0,0
"24",20200420,2600,0,7.05,0.23,58.14,0.16,0.46,20.62,45,38.57,0,0,0,0,0
"25",20200420,2700,0,6.33,0.21,52.21,0.14,0.47,20.75,90,18.62,0,0,0,0,0
"26",20200420,2800,0,6.27,0.21,51.77,0.14,0.49,20.75,90,11.97,0,0,0,0,0
"27",20200420,2900,0,6.47,0.22,53.42,0.15,0.48,20.62,225,5.32,0,0,0,0,0
"28",20200420,3000,0,6.49,0.22,53.56,0.15,0.47,20.75,90,13.3,0,0,0,0,0
"29",20200420,3100,0,5.67,0.19,46.74,0.13,0.46,20.5,90,9.31,0,0,0,0,0
"30",20200420,3200,0,5.96,0.2,49.21,0.14,0.45,20.5,135,6.65,0,0,0,0,0
"31",20200420,3300,0,6.14,0.2,50.7,0.14,0.46,20.44,180,11.97,0,0,0,0,0
"32",20200420,3400,0,6.11,0.2,50.42,0.14,0.47,20.38,90,14.63,0,0,0,0,0
"33",20200420,3500,0,5.92,0.2,48.79,0.14,0.48,20.47,135,15.96,0,0,0,0,0
"34",20200420,3600,0,5.72,0.19,47.16,0.13,0.48,20.56,180,17.29,0,0,0,0,0
"35",20200420,3700,0,5.83,0.19,48.13,0.13,0.46,20.5,45,9.31,0,0,0,0,0
"36",20200420,3800,0,5.39,0.18,44.48,0.12,0.46,20.56,45,11.97,0,0,0,0,0
"37",20200420,3900,0,7.08,0.24,58.45,0.16,0.45,20.44,90,15.96,0,0,0,0,0
"38",20200420,4000,0,7.35,0.24,60.63,0.17,0.44,20.44,135,5.32,0,0,0,0,0
"39",20200420,4100,0,7.28,0.24,60.09,0.17,0.45,20.44,135,10.64,0,0,0,0,0
"40",20200420,4200,0,9.59,0.32,79.12,0.22,0.46,20.56,90,19.95,0,0,0,0,0
"41",20200420,4300,0,10.61,0.35,87.5,0.24,0.44,20.56,135,18.62,0,0,0,0,0
"42",20200420,4400,0,10.74,0.36,88.62,0.24,0.44,20.56,45,19.95,0,0,0,0,0
"43",20200420,4500,0,11.02,0.37,90.95,0.25,0.46,20.75,90,27.93,0,0,0,0,0
"44",20200420,4600,0,11.07,0.37,91.35,0.25,0.46,20.62,135,6.65,0,0,0,0,0
"45",20200420,4700,0,11.77,0.39,97.08,0.27,0.43,20.38,135,15.96,0,0,0,0,0
"46",20200420,4800,0,13.22,0.44,109.08,0.3,0.44,20.56,90,15.96,0,0,0,0,0
"47",20200420,4900,0,12.57,0.42,103.69,0.28,0.46,20.56,135,14.63,0,0,0,0,0
"48",20200420,5000,0,14.1,0.47,116.33,0.32,0.46,20.5,135,9.31,0,0,0,0,0
"49",20200420,5100,0,13.72,0.46,113.2,0.31,0.46,20.56,180,17.29,0,0,0,0,0
"50",20200420,5200,0,15.9,0.53,131.14,0.36,0.49,20.44,90,21.28,0,0,0,0,0
"51",20200420,5300,0,15.67,0.52,129.31,0.36,0.46,20.44,90,3.99,0,0,0,0,0
"52",20200420,5400,0,14.66,0.49,120.97,0.33,0.47,20.5,45,11.97,0,0,0,0,0
"53",20200420,5500,0,14.51,0.48,119.71,0.33,0.48,20.44,135,11.97,0,0,0,0,0
"54",20200420,5600,0,14.29,0.48,117.87,0.32,0.48,20.56,135,7.98,0,0,0,0,0
"55",20200420,5700,0,14.06,0.47,115.97,0.32,0.47,20.56,135,10.64,0,0,0,0,0
"56",20200420,5800,0,12.54,0.42,103.49,0.28,0.48,20.56,135,6.65,0,0,0,0,0
"57",20200420,5900,0,11.8,0.39,97.36,0.27,0.48,20.62,90,13.3,0,0,0,0,0
"58",20200420,10000,0,12.71,0.42,104.86,0.29,0.46,20.44,135,6.65,0,0,0,0,0
"59",20200420,10100,0,12.37,0.41,102.03,0.28,0.47,20.62,135,14.63,0,0,0,0,0
"60",20200420,10200,0,10.85,0.36,89.48,0.25,0.48,20.62,180,13.3,0,0,0,0,0
"61",20200420,10300,0,10.64,0.35,87.75,0.24,0.48,20.62,90,18.62,0,0,0,0,0
"62",20200420,10400,0,10.47,0.35,86.35,0.24,0.48,20.81,90,37.24,0,0,0,0,0
"63",20200420,10500,0,8.23,0.27,67.87,0.19,0.49,20.69,90,10.64,0,0,0,0,0
"64",20200420,10600,0,8.61,0.29,71.01,0.2,0.49,20.75,135,14.63,0,0,0,0,0
"65",20200420,10700,0,8.65,0.29,71.38,0.2,0.47,20.44,90,3.99,0,0,0,0,0
"66",20200420,10800,0,8.84,0.29,72.9,0.2,0.47,20.44,90,9.31,0,0,0,0,0
"67",20200420,10900,0,8.42,0.28,69.47,0.19,0.48,20.56,90,10.64,0,0,0,0,0
"68",20200420,11000,0,8.3,0.28,68.47,0.19,0.48,20.5,135,15.96,0,0,0,0,0
"69",20200420,11100,0,8.87,0.3,73.16,0.2,0.46,20.38,90,13.3,0,0,0,0,0
"70",20200420,11200,0,9.66,0.32,79.67,0.22,0.47,20.25,135,7.98,0,0,0,0,0
"71",20200420,11300,0,7.7,0.26,63.56,0.17,0.46,20.31,135,3.99,0,0,0,0,0
"72",20200420,11400,0,8.53,0.28,70.4,0.19,0.46,20.44,180,10.64,0,0,0,0,0
"73",20200420,11500,0,8.2,0.27,67.67,0.19,0.47,20.31,90,11.97,0,0,0,0,0
"74",20200420,11600,0,8.59,0.29,70.85,0.19,0.48,20.38,90,10.64,0,0,0,0,0
"75",20200420,11700,0,9.09,0.3,75,0.21,0.46,20.31,135,10.64,0,0,0,0,0
"76",20200420,11800,0,8.4,0.28,69.3,0.19,0.47,20.5,135,14.63,0,0,0,0,0
"77",20200420,11900,0,8.41,0.28,69.39,0.19,0.47,20.5,135,5.32,0,0,0,0,0
"78",20200420,12000,0,8.8,0.29,72.6,0.2,0.47,20.44,45,10.64,0,0,0,0,0
"79",20200420,12100,0,8.9,0.3,73.43,0.2,0.46,20.31,135,2.66,0,0,0,0,0
"80",20200420,12200,0,8.13,0.27,67.09,0.18,0.45,20.31,135,3.99,0,0,0,0,0
"81",20200420,12300,0,8.32,0.28,68.65,0.19,0.45,20.44,135,9.31,0,0,0,0,0
"82",20200420,12400,0,8.1,0.27,66.79,0.18,0.45,20.31,90,7.98,0,0,0,0,0
"83",20200420,12500,0,7.25,0.24,59.84,0.16,0.46,20.5,135,9.31,0,0,0,0,0
"84",20200420,12600,0,8.38,0.28,69.15,0.19,0.47,20.19,135,6.65,0,0,0,0,0
"85",20200420,12700,0,8.17,0.27,67.38,0.19,0.46,20.5,90,13.3,0,0,0,0,0
"86",20200420,12800,0,7.83,0.26,64.56,0.18,0.47,20.38,90,0,0,0,0,0,0
"87",20200420,12900,0,7.41,0.25,61.11,0.17,0.46,20.12,180,3.99,0,0,0,0,0
"88",20200420,13000,0,7.45,0.25,61.48,0.17,0.47,20.06,135,3.99,0,0,0,0,0
"89",20200420,13100,0,6.09,0.2,50.23,0.14,0.47,19.94,135,21.28,0,0,0,0,0
"90",20200420,13200,0,7.13,0.24,58.85,0.16,0.47,20.25,135,9.31,0,0,0,0,0
"91",20200420,13300,0,7.29,0.24,60.1,0.17,0.45,20.06,90,17.29,0,0,0,0,0
"92",20200420,13400,0,8.11,0.27,66.93,0.18,0.47,20.38,90,11.97,0,0,0,0,0
"93",20200420,13500,0,6.52,0.22,53.82,0.15,0.47,20.44,90,22.61,0,0,0,0,0
"94",20200420,13600,0,7.18,0.24,59.27,0.16,0.47,20.5,135,9.31,0,0,0,0,0
"95",20200420,13700,0,6.42,0.21,52.96,0.15,0.44,20.19,135,0,0,0,0,0,0
"96",20200420,13800,0,5.55,0.18,45.82,0.13,0.45,20.19,135,10.64,0,0,0,0,0
"97",20200420,13900,0,6.55,0.22,54.01,0.15,0.46,20.19,135,18.62,0,0,0,0,0
"98",20200420,14000,0,6.42,0.21,52.99,0.15,0.44,20.25,135,17.29,0,0,0,0,0
"99",20200420,14100,0,6.18,0.21,51,0.14,0.43,20.12,90,14.63,0,0,0,0,0
"100",20200420,14200,0,6.69,0.22,55.21,0.15,0.45,20.19,90,21.28,0,0,0,0,0
"101",20200420,14300,0,6.83,0.23,56.32,0.15,0.44,20.19,90,15.96,0,0,0,0,0
"102",20200420,14400,0,6.06,0.2,50.02,0.14,0.43,20.25,135,10.64,0,0,0,0,0
"103",20200420,14500,0,6.11,0.2,50.38,0.14,0.44,20.31,45,17.29,0,0,0,0,0
"104",20200420,14600,0,7.18,0.24,59.2,0.16,0.45,20.25,90,14.63,0,0,0,0,0
