"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","massaPM4","massaPM10","numPM1","numPM2","numPM4","numPM10","tamanho_medio","temp","vento_dir","vento_vel","rainfall"
"1",20200427,100,0,4.93,0.16,0,0,40.66,0.11,0,0,0.44,21.06,180,21.28,0
"2",20200427,200,0,4.83,0.16,0,0,39.83,0.11,0,0,0.43,21.38,135,22.61,0
"3",20200427,300,0,4.91,0.16,0,0,40.49,0.11,0,0,0.43,21.19,135,7.98,0
"4",20200427,400,0,4.8,0.16,0,0,39.59,0.11,0,0,0.44,21.38,135,25.27,0
"5",20200427,500,0,4.72,0.16,0,0,38.9,0.11,0,0,0.45,21.19,90,18.62,0
"6",20200427,600,0,4.65,0.15,0,0,38.36,0.11,0,0,0.45,21.44,135,7.98,0
"7",20200427,700,0,4.91,0.16,0,0,40.47,0.11,0,0,0.46,21.31,135,15.96,0
"8",20200427,800,0,5.2,0.17,0,0,42.87,0.12,0,0,0.46,21.38,135,7.98,0
"9",20200427,900,0,5.26,0.18,0,0,43.39,0.12,0,0,0.44,21.06,135,7.98,0
"10",20200427,1000,0,4.87,0.16,0,0,40.2,0.11,0,0,0.45,21.19,135,6.65,0
"11",20200427,1100,0,5.02,0.17,0,0,41.46,0.11,0,0,0.47,21.31,135,14.63,0
"12",20200427,1200,0,5.26,0.17,0,0,43.38,0.12,0,0,0.45,21.19,135,15.96,0
"13",20200427,1300,0,5.04,0.17,0,0,41.54,0.11,0,0,0.46,21.25,135,10.64,0
"14",20200427,1400,0,4.74,0.16,0,0,39.08,0.11,0,0,0.46,21,135,7.98,0
"15",20200427,1500,0,5.3,0.18,0,0,43.77,0.12,0,0,0.46,20.88,180,3.99,0
"16",20200427,1600,0,5.33,0.18,0,0,43.94,0.12,0,0,0.44,21.06,135,11.97,0
"17",20200427,1700,0,5.09,0.17,0,0,41.97,0.12,0,0,0.43,21,135,6.65,0
"18",20200427,1800,0,4.99,0.17,0,0,41.19,0.11,0,0,0.42,21,135,7.98,0
"19",20200427,1900,0,4.74,0.16,0,0,39.12,0.11,0,0,0.43,20.81,180,2.66,0
"20",20200427,2000,0,5.17,0.17,0,0,42.67,0.12,0,0,0.43,21.12,135,3.99,0
"21",20200427,2100,0,4.84,0.16,0,0,39.96,0.11,0,0,0.46,20.81,135,2.66,0
"22",20200427,2200,0,5.49,0.18,0,0,45.31,0.12,0,0,0.47,20.75,135,3.99,0
"23",20200427,2300,0,5.52,0.18,0,0,45.56,0.13,0,0,0.48,20.5,135,1.33,0
"24",20200427,2400,0,5,0.17,0,0,41.29,0.11,0,0,0.48,20.56,180,3.99,0
"25",20200427,2500,0,5.41,0.18,0,0,44.61,0.12,0,0,0.47,20.5,180,0,0
"26",20200427,2600,0,5.46,0.18,0,0,45.07,0.12,0,0,0.48,20.69,180,0,0
"27",20200427,2700,0,5.4,0.18,0,0,44.57,0.12,0,0,0.47,20.69,180,2.66,0
"28",20200427,2800,0,5.34,0.18,0,0,44.03,0.12,0,0,0.46,20.5,180,3.99,0
"29",20200427,2900,0,5.49,0.18,0,0,45.31,0.12,0,0,0.46,20.62,180,1.33,0
"30",20200427,3000,0,4.99,0.17,0,0,41.17,0.11,0,0,0.47,20.69,135,7.98,0
"31",20200427,3100,0,5.1,0.17,0,0,42.07,0.12,0,0,0.49,20.94,180,0,0
"32",20200427,3200,0,5.26,0.18,0,0,43.4,0.12,0,0,0.49,20.94,135,6.65,0
"33",20200427,3300,0,5.27,0.18,0,0,43.48,0.12,0,0,0.49,20.75,135,0,0
"34",20200427,3400,0,5.1,0.17,0,0,42.09,0.12,0,0,0.47,20.44,180,0,0
"35",20200427,3500,0,5.27,0.18,0,0,43.51,0.12,0,0,0.46,20.5,180,0,0
"36",20200427,3600,0,5.49,0.18,0,0,45.28,0.12,0,0,0.46,20.44,180,0,0
"37",20200427,3700,0,5.98,0.2,0,0,49.32,0.14,0,0,0.47,20.62,135,11.97,0
"38",20200427,3800,0,5.11,0.17,0,0,42.14,0.12,0,0,0.44,20.69,180,3.99,0
"39",20200427,3900,0,5.42,0.18,0,0,44.68,0.12,0,0,0.46,20.31,180,2.66,0
"40",20200427,4000,0,5.83,0.19,0,0,48.08,0.13,0,0,0.46,20.12,180,3.99,0
"41",20200427,4100,0,4.98,0.17,0,0,41.12,0.11,0,0,0.45,20.5,180,7.98,0
"42",20200427,4200,0,5.08,0.17,0,0,41.9,0.12,0,0,0.44,20.88,135,11.97,0
"43",20200427,4300,0,5.33,0.18,0,0,43.96,0.12,0,0,0.45,21.06,135,13.3,0
"44",20200427,4400,0,5.75,0.19,0,0,47.47,0.13,0,0,0.44,20.94,135,3.99,0
"45",20200427,4500,0,5.4,0.18,0,0,44.57,0.12,0,0,0.47,20.81,135,3.99,0
"46",20200427,4600,0,5.26,0.17,0,0,43.38,0.12,0,0,0.46,20.5,135,0,0
"47",20200427,4700,0,5.32,0.18,0,0,43.9,0.12,0,0,0.45,20.56,90,15.96,0
"48",20200427,4800,0,5.2,0.17,0,0,42.9,0.12,0,0,0.46,20.62,135,7.98,0
"49",20200427,4900,0,5.25,0.17,0,0,43.35,0.12,0,0,0.45,20.62,135,7.98,0
"50",20200427,5000,0,5.67,0.19,0,0,46.76,0.13,0,0,0.46,20.88,90,7.98,0
"51",20200427,5100,0,5.29,0.18,0,0,43.65,0.12,0,0,0.47,21.19,135,7.98,0
"52",20200427,5200,0,5.32,0.18,0,0,43.86,0.12,0,0,0.47,20.62,135,2.66,0
"53",20200427,5300,0,4.57,0.15,0,0,37.67,0.1,0,0,0.46,20.94,180,10.64,0
"54",20200427,5400,0,5.36,0.18,0,0,44.26,0.12,0,0,0.46,21,90,19.95,0
"55",20200427,5500,0,4.96,0.17,0,0,40.95,0.11,0,0,0.46,21.19,135,13.3,0
"56",20200427,5600,0,4.62,0.15,0,0,38.11,0.1,0,0,0.46,21.19,135,18.62,0
"57",20200427,5700,0,4.68,0.16,0,0,38.64,0.11,0,0,0.45,21,135,10.64,0
"58",20200427,5800,0,5.54,0.18,0,0,45.72,0.13,0,0,0.45,20.88,135,10.64,0
"59",20200427,5900,0,5.76,0.19,0,0,47.52,0.13,0,0,0.44,20.88,90,25.27,0
"60",20200427,10000,0,5.31,0.18,0,0,43.79,0.12,0,0,0.46,20.94,135,5.32,0
"61",20200427,10100,0,4.71,0.16,0,0,38.88,0.11,0,0,0.46,20.62,135,0,0
"62",20200427,10200,0,5.25,0.17,0,0,43.28,0.12,0,0,0.45,20.75,135,7.98,0
"63",20200427,10300,0,5.63,0.19,0,0,46.49,0.13,0,0,0.46,20.56,135,5.32,0
"64",20200427,10400,0,5.44,0.18,0,0,44.89,0.12,0,0,0.47,20.62,135,2.66,0
"65",20200427,10500,0,5.16,0.17,0,0,42.56,0.12,0,0,0.45,20.25,180,0,0
"66",20200427,10600,0,5.31,0.18,0,0,43.77,0.12,0,0,0.46,20.81,135,11.97,0
"67",20200427,10700,0,4.67,0.16,0,0,38.55,0.11,0,0,0.47,20.62,90,10.64,0
"68",20200427,10800,0,5.7,0.19,0,0,47,0.13,0,0,0.48,21.06,135,21.28,0
"69",20200427,10900,0,4.9,0.16,0,0,40.45,0.11,0,0,0.46,21.06,135,2.66,0
"70",20200427,11000,0,5.12,0.17,0,0,42.25,0.12,0,0,0.47,20.75,135,2.66,0
"71",20200427,11100,0,4.97,0.17,0,0,41.03,0.11,0,0,0.45,20.69,180,3.99,0
"72",20200427,11200,0,5.56,0.19,0,0,45.89,0.13,0,0,0.46,20.31,180,2.66,0
"73",20200427,11300,0,5.76,0.19,0,0,47.49,0.13,0,0,0.46,20.25,180,2.66,0
"74",20200427,11400,0,4.94,0.16,0,0,40.72,0.11,0,0,0.45,20.25,180,2.66,0
"75",20200427,11500,0,5.42,0.18,0,0,44.75,0.12,0,0,0.44,20.5,90,19.95,0
"76",20200427,11600,0,5.9,0.2,0,0,48.64,0.13,0,0,0.43,20.94,180,11.97,0
"77",20200427,11700,0,6.1,0.2,0,0,50.33,0.14,0,0,0.44,20.94,135,9.31,0
"78",20200427,11800,0,6.21,0.21,0,0,51.23,0.14,0,0,0.44,20.75,135,3.99,0
"79",20200427,11900,0,5.88,0.2,0,0,48.51,0.13,0,0,0.44,20.31,180,1.33,0
"80",20200427,12000,0,5.54,0.18,0,0,45.7,0.13,0,0,0.46,20.38,135,7.98,0
"81",20200427,12100,0,5.56,0.18,0,0,45.86,0.13,0,0,0.45,20.5,135,14.63,0
"82",20200427,12200,0,6.1,0.2,0,0,50.33,0.14,0,0,0.47,20.56,135,3.99,0
"83",20200427,12300,0,6.08,0.2,0,0,50.18,0.14,0,0,0.47,20.25,135,3.99,0
"84",20200427,12400,0,5.93,0.2,0,0,48.94,0.13,0,0,0.46,20.19,135,6.65,0
"85",20200427,12500,0,5.93,0.2,0,0,48.95,0.13,0,0,0.47,20.19,135,5.32,0
