"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","massaPM4","massaPM10","numPM1","numPM2","numPM4","numPM10","tamanho_medio","temp","vento_dir","vento_vel","rainfall"
"1",20191110,100,0,2.92,0.1,0,0,24.08,0.07,0,0,0.46,23.75,335,5.32,0
"2",20191110,200,0,2.64,0.09,0,0,21.78,0.06,0,0,0.47,23.81,0,10.64,0
"3",20191110,300,0,3.02,0.1,0,0,24.89,0.07,0,0,0.47,24.19,0,10.64,0
"4",20191110,400,0,3.06,0.1,0,0,25.21,0.07,0,0,0.45,24.31,0,7.98,0
"5",20191110,500,0,3.1,0.1,0,0,25.57,0.07,0,0,0.46,24.12,90,2.66,0
"6",20191110,600,0,2.62,0.09,0,0,21.61,0.06,0,0,0.45,24.19,45,9.31,0
"7",20191110,700,0,2.93,0.1,0,0,24.14,0.07,0,0,0.45,24.12,0,5.32,0
"8",20191110,800,0,2.65,0.09,0,0,21.87,0.06,0,0,0.46,24.31,0,3.99,0
"9",20191110,900,0,2.65,0.09,0,0,21.87,0.06,0,0,0.45,24.19,0,2.66,0
"10",20191110,1000,0,3.07,0.1,0,0,25.31,0.07,0,0,0.46,24.31,0,11.97,0
"11",20191110,1100,0,2.55,0.08,0,0,21.06,0.06,0,0,0.46,24.31,0,5.32,0
"12",20191110,1200,0,2.62,0.09,0,0,21.6,0.06,0,0,0.45,24.25,0,2.66,0
"13",20191110,1300,0,2.82,0.09,0,0,23.3,0.06,0,0,0.46,24.19,0,7.98,0
"14",20191110,1400,0,3,0.1,0,0,24.71,0.07,0,0,0.47,24.06,90,7.98,0
"15",20191110,1500,0,2.73,0.09,0,0,22.51,0.06,0,0,0.47,23.88,0,13.3,0
"16",20191110,1600,0,3.22,0.11,0,0,26.6,0.07,0,0,0.47,23.88,0,15.96,0
"17",20191110,1700,0,3.36,0.11,0,0,27.74,0.08,0,0,0.46,23.81,0,6.65,0
"18",20191110,1800,0,3,0.1,0,0,24.75,0.07,0,0,0.47,23.88,0,7.98,0
"19",20191110,1900,0,3.11,0.1,0,0,25.7,0.07,0,0,0.46,23.62,0,5.32,0
"20",20191110,2000,0,2.76,0.09,0,0,22.74,0.06,0,0,0.45,23.75,0,10.64,0
"21",20191110,2100,0,2.96,0.1,0,0,24.39,0.07,0,0,0.45,23.75,0,3.99,0
"22",20191110,2200,0,2.84,0.09,0,0,23.44,0.06,0,0,0.46,23.88,0,9.31,0
"23",20191110,2300,0,2.96,0.1,0,0,24.38,0.07,0,0,0.45,23.88,0,3.99,0
"24",20191110,2400,0,2.97,0.1,0,0,24.5,0.07,0,0,0.46,23.94,0,10.64,0
"25",20191110,2500,0,2.9,0.1,0,0,23.96,0.07,0,0,0.47,24,0,14.63,0
"26",20191110,2600,0,2.65,0.09,0,0,21.88,0.06,0,0,0.47,24.06,0,10.64,0
"27",20191110,2700,0,2.87,0.1,0,0,23.7,0.07,0,0,0.46,24.25,0,10.64,0
"28",20191110,2800,0,2.57,0.09,0,0,21.22,0.06,0,0,0.47,24.31,0,15.96,0
"29",20191110,2900,0,2.71,0.09,0,0,22.35,0.06,0,0,0.46,24.5,0,17.29,0
"30",20191110,3000,0,3.21,0.11,0,0,26.52,0.07,0,0,0.45,24.5,90,21.28,0
"31",20191110,3100,0,2.67,0.09,0,0,22.06,0.06,0,0,0.46,24.19,0,14.63,0
"32",20191110,3200,0,2.95,0.1,0,0,24.37,0.07,0,0,0.46,24.19,0,9.31,0
"33",20191110,3300,0,3.05,0.1,0,0,25.17,0.07,0,0,0.46,24.25,0,9.31,0
"34",20191110,3400,0,2.65,0.09,0,0,21.89,0.06,0,0,0.48,24.06,0,5.32,0
"35",20191110,3500,0,2.86,0.1,0,0,23.57,0.06,0,0,0.47,24.12,0,5.32,0
"36",20191110,3600,0,2.62,0.09,0,0,21.6,0.06,0,0,0.45,24.06,0,2.66,0
"37",20191110,3700,0,2.71,0.09,0,0,22.32,0.06,0,0,0.47,23.81,45,5.32,0
"38",20191110,3800,0,3.24,0.11,0,0,26.77,0.07,0,0,0.44,23.81,0,6.65,0
"39",20191110,3900,0,2.98,0.1,0,0,24.56,0.07,0,0,0.43,23.88,0,7.98,0
"40",20191110,4000,0,2.71,0.09,0,0,22.35,0.06,0,0,0.43,24.06,0,10.64,0
"41",20191110,4100,0,2.79,0.09,0,0,23.03,0.06,0,0,0.44,24.06,0,13.3,0
"42",20191110,4200,0,2.76,0.09,0,0,22.78,0.06,0,0,0.46,24.12,0,15.96,0
"43",20191110,4300,0,2.75,0.09,0,0,22.72,0.06,0,0,0.46,24.12,0,9.31,0
"44",20191110,4400,0,3.23,0.11,0,0,26.63,0.07,0,0,0.46,24.06,0,3.99,0
"45",20191110,4500,0,2.77,0.09,0,0,22.84,0.06,0,0,0.46,24,45,5.32,0
"46",20191110,4600,0,2.93,0.1,0,0,24.14,0.07,0,0,0.47,24,0,5.32,0
"47",20191110,4700,0,3.14,0.1,0,0,25.93,0.07,0,0,0.47,24,45,2.66,0
"48",20191110,4800,0,2.97,0.1,0,0,24.51,0.07,0,0,0.47,24.12,0,15.96,0
"49",20191110,4900,0,3.18,0.11,0,0,26.23,0.07,0,0,0.48,24.12,0,6.65,0
"50",20191110,5000,0,2.86,0.1,0,0,23.6,0.06,0,0,0.47,24.12,0,7.98,0
"51",20191110,5100,0,2.89,0.1,0,0,23.86,0.07,0,0,0.46,24.06,0,3.99,0
"52",20191110,5200,0,2.93,0.1,0,0,24.14,0.07,0,0,0.45,23.94,0,7.98,0
"53",20191110,5300,0,2.89,0.1,0,0,23.86,0.07,0,0,0.45,23.88,0,2.66,0
"54",20191110,5400,0,2.98,0.1,0,0,24.58,0.07,0,0,0.44,24,0,2.66,0
"55",20191110,5500,0,3.06,0.1,0,0,25.22,0.07,0,0,0.46,24.06,0,22.61,0
"56",20191110,5600,0,3.28,0.11,0,0,27.08,0.07,0,0,0.46,23.94,0,10.64,0
"57",20191110,5700,0,2.73,0.09,0,0,22.53,0.06,0,0,0.47,24.12,45,10.64,0
"58",20191110,5800,0,2.92,0.1,0,0,24.11,0.07,0,0,0.46,24.06,0,17.29,0
"59",20191110,5900,0,2.93,0.1,0,0,24.19,0.07,0,0,0.45,24.12,0,18.62,0
"60",20191110,10000,0,2.91,0.1,0,0,24.04,0.07,0,0,0.47,24.12,335,7.98,0
"61",20191110,10100,0,3.11,0.1,0,0,25.66,0.07,0,0,0.47,24.31,0,7.98,0
"62",20191110,10200,0,2.86,0.1,0,0,23.58,0.06,0,0,0.47,24.06,335,7.98,0
"63",20191110,10300,0,3.1,0.1,0,0,25.54,0.07,0,0,0.48,24,0,5.32,0
"64",20191110,10400,0,3.25,0.11,0,0,26.84,0.07,0,0,0.47,24.19,0,10.64,0
"65",20191110,10500,0,3.28,0.11,0,0,27.03,0.07,0,0,0.47,24.12,45,3.99,0
"66",20191110,10600,0,3.36,0.11,0,0,27.68,0.08,0,0,0.47,24.06,0,10.64,0
"67",20191110,10700,0,2.94,0.1,0,0,24.24,0.07,0,0,0.44,24.12,0,13.3,0
"68",20191110,10800,0,3.33,0.11,0,0,27.5,0.08,0,0,0.44,24.25,0,10.64,0
"69",20191110,10900,0,3.34,0.11,0,0,27.53,0.08,0,0,0.45,24.31,0,23.94,0
"70",20191110,11000,0,2.81,0.09,0,0,23.14,0.06,0,0,0.45,24.19,0,10.64,0
"71",20191110,11100,0,3.44,0.11,0,0,28.35,0.08,0,0,0.47,24,0,3.99,0
"72",20191110,11200,0,3.27,0.11,0,0,27.01,0.07,0,0,0.46,24.12,0,10.64,0
"73",20191110,11300,0,3.18,0.11,0,0,26.21,0.07,0,0,0.48,24.12,90,11.97,0
"74",20191110,11400,0,3.11,0.1,0,0,25.64,0.07,0,0,0.48,24.19,0,7.98,0
"75",20191110,11500,0,3.11,0.1,0,0,25.67,0.07,0,0,0.48,24.06,0,11.97,0
"76",20191110,11600,0,3.25,0.11,0,0,26.79,0.07,0,0,0.48,24.19,0,9.31,0
"77",20191110,11700,0,3.2,0.11,0,0,26.36,0.07,0,0,0.45,24.12,0,15.96,0
"78",20191110,11800,0,3.77,0.13,0,0,31.09,0.09,0,0,0.46,24,0,7.98,0
"79",20191110,11900,0,3.66,0.12,0,0,30.21,0.08,0,0,0.47,23.75,0,3.99,0
