"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","massaPM4","massaPM10","numPM1","numPM2","numPM4","numPM10","tamanho_medio","temp","vento_dir","vento_vel","rainfall"
"1",20200316,100,0,1.12,0.04,0,0,9.27,0.03,0,0,0.5,25.19,135,15.96,0
"2",20200316,200,0,0.91,0.03,0,0,7.5,0.02,0,0,0.51,25.38,0,29.26,0
"3",20200316,300,0,0.98,0.03,0,0,8.08,0.02,0,0,0.51,25.31,45,11.97,0
"4",20200316,400,0,1,0.03,0,0,8.28,0.02,0,0,0.51,25.31,45,21.28,0
"5",20200316,500,0,0.75,0.02,0,0,6.17,0.02,0,0,0.5,25.31,135,15.96,0
"6",20200316,600,0,0.76,0.03,0,0,6.27,0.02,0,0,0.5,25,45,13.3,0
"7",20200316,700,0,0.74,0.02,0,0,6.13,0.02,0,0,0.49,25.06,135,10.64,0
"8",20200316,800,0,0.69,0.02,0,0,5.73,0.02,0,0,0.49,24.94,90,2.66,0
"9",20200316,900,0,0.86,0.03,0,0,7.06,0.02,0,0,0.49,25.06,90,2.66,0
"10",20200316,1000,0,0.86,0.03,0,0,7.11,0.02,0,0,0.48,25.12,90,6.65,0
"11",20200316,1100,0,0.85,0.03,0,0,6.99,0.02,0,0,0.49,25,180,3.99,0
"12",20200316,1200,0,0.9,0.03,0,0,7.41,0.02,0,0,0.49,25,135,1.33,0
"13",20200316,1300,0,0.87,0.03,0,0,7.16,0.02,0,0,0.49,24.62,135,6.65,0
"14",20200316,1400,0,0.86,0.03,0,0,7.08,0.02,0,0,0.48,24.5,90,15.96,0
"15",20200316,1500,0,0.75,0.02,0,0,6.19,0.02,0,0,0.48,24.38,45,14.63,0
"16",20200316,1600,0,0.91,0.03,0,0,7.47,0.02,0,0,0.48,24.19,135,7.98,0
"17",20200316,1700,0,0.76,0.03,0,0,6.24,0.02,0,0,0.48,24.31,90,14.63,0
"18",20200316,1800,0,0.82,0.03,0,0,6.73,0.02,0,0,0.48,24.25,225,5.32,0
"19",20200316,1900,0,0.71,0.02,0,0,5.86,0.02,0,0,0.48,24.38,90,11.97,0
"20",20200316,2000,0,1.2,0.04,0,0,9.93,0.03,0,0,0.48,24.31,0,9.31,0
"21",20200316,2100,0,0.99,0.03,0,0,8.14,0.02,0,0,0.48,24.44,45,14.63,0
"22",20200316,2200,0,0.86,0.03,0,0,7.08,0.02,0,0,0.48,24.5,0,9.31,0
"23",20200316,2300,0,0.83,0.03,0,0,6.85,0.02,0,0,0.48,24.44,45,5.32,0
"24",20200316,2400,0,0.96,0.03,0,0,7.89,0.02,0,0,0.48,24.38,45,9.31,0
"25",20200316,2500,0,0.78,0.03,0,0,6.4,0.02,0,0,0.47,24.38,135,6.65,0
"26",20200316,2600,0,1.11,0.04,0,0,9.16,0.03,0,0,0.48,24.31,90,6.65,0
"27",20200316,2700,0,0.75,0.02,0,0,6.16,0.02,0,0,0.46,24.44,135,10.64,0
"28",20200316,2800,0,0.66,0.02,0,0,5.43,0.01,0,0,0.47,24.31,180,10.64,0
"29",20200316,2900,0,0.81,0.03,0,0,6.65,0.02,0,0,0.47,24.38,0,7.98,0
"30",20200316,3000,0,0.55,0.02,0,0,4.53,0.01,0,0,0.46,24.31,90,9.31,0
"31",20200316,3100,0,0.84,0.03,0,0,6.92,0.02,0,0,0.47,24.06,135,5.32,0
"32",20200316,3200,0,0.69,0.02,0,0,5.7,0.02,0,0,0.47,24.06,0,9.31,0
"33",20200316,3300,0,0.79,0.03,0,0,6.48,0.02,0,0,0.47,24.12,90,29.26,0
"34",20200316,3400,0,0.92,0.03,0,0,7.56,0.02,0,0,0.48,24.06,135,30.59,0
"35",20200316,3500,0,0.66,0.02,0,0,5.47,0.02,0,0,0.48,24.19,45,17.29,0
"36",20200316,3600,0,0.82,0.03,0,0,6.73,0.02,0,0,0.49,24.19,0,11.97,0
"37",20200316,3700,0,0.73,0.02,0,0,5.99,0.02,0,0,0.49,24,0,9.31,0
"38",20200316,3800,0,0.74,0.02,0,0,6.13,0.02,0,0,0.51,24.12,135,26.6,0
"39",20200316,3900,0,0.82,0.03,0,0,6.74,0.02,0,0,0.5,24.12,45,22.61,0
"40",20200316,4000,0,0.59,0.02,0,0,4.87,0.01,0,0,0.49,24,90,29.26,0
"41",20200316,4100,0,0.65,0.02,0,0,5.35,0.01,0,0,0.49,24,180,7.98,0
"42",20200316,4200,0,0.45,0.02,0,0,3.75,0.01,0,0,0.48,23.88,90,23.94,0
"43",20200316,4300,0,0.59,0.02,0,0,4.84,0.01,0,0,0.48,24,90,11.97,0
"44",20200316,4400,0,0.7,0.02,0,0,5.78,0.02,0,0,0.48,24,0,23.94,0
"45",20200316,4500,0,0.43,0.01,0,0,3.53,0.01,0,0,0.48,23.94,135,10.64,0
"46",20200316,4600,0,0.49,0.02,0,0,4.07,0.01,0,0,0.48,23.94,90,19.95,0
"47",20200316,4700,0,0.72,0.02,0,0,5.95,0.02,0,0,0.48,23.56,90,14.63,0
"48",20200316,4800,0,0.71,0.02,0,0,5.84,0.02,0,0,0.48,23.75,0,13.3,0
"49",20200316,4900,0,0.6,0.02,0,0,4.98,0.01,0,0,0.48,23.75,45,13.3,0
"50",20200316,5000,0,0.54,0.02,0,0,4.43,0.01,0,0,0.49,23.69,90,15.96,0
"51",20200316,5100,0,0.65,0.02,0,0,5.33,0.01,0,0,0.48,23.75,90,6.65,0
"52",20200316,5200,0,0.76,0.03,0,0,6.3,0.02,0,0,0.48,23.62,45,18.62,0
"53",20200316,5300,0,0.68,0.02,0,0,5.58,0.02,0,0,0.48,23.88,0,27.93,0
"54",20200316,5400,0,0.64,0.02,0,0,5.31,0.01,0,0,0.48,23.75,45,13.3,0
"55",20200316,5500,0,0.76,0.03,0,0,6.26,0.02,0,0,0.49,23.81,90,13.3,0
"56",20200316,5600,0,0.68,0.02,0,0,5.62,0.02,0,0,0.5,23.56,45,14.63,0
"57",20200316,5700,0,0.63,0.02,0,0,5.19,0.01,0,0,0.49,23.81,90,22.61,0
"58",20200316,5800,0,0.74,0.02,0,0,6.13,0.02,0,0,0.49,23.75,0,27.93,0
"59",20200316,5900,0,0.53,0.02,0,0,4.41,0.01,0,0,0.49,23.75,90,9.31,0
"60",20200316,10000,0,0.57,0.02,0,0,4.71,0.01,0,0,0.49,23.81,90,5.32,0
"61",20200316,10100,0,0.54,0.02,0,0,4.46,0.01,0,0,0.49,23.88,0,9.31,0
"62",20200316,10200,0,0.31,0.01,0,0,2.52,0.01,0,0,0.49,23.88,45,22.61,0
"63",20200316,10300,0,0.7,0.02,0,0,5.8,0.02,0,0,0.48,23.88,90,11.97,0
"64",20200316,10400,0,0.5,0.02,0,0,4.14,0.01,0,0,0.47,23.88,0,21.28,0
"65",20200316,10500,0,0.59,0.02,0,0,4.91,0.01,0,0,0.47,23.94,45,22.61,0
"66",20200316,10600,0,0.74,0.02,0,0,6.07,0.02,0,0,0.47,23.81,90,9.31,0
"67",20200316,10700,0,0.65,0.02,0,0,5.37,0.01,0,0,0.47,23.88,90,22.61,0
"68",20200316,10800,0,0.61,0.02,0,0,5.05,0.01,0,0,0.47,23.81,90,18.62,0
"69",20200316,10900,0,0.43,0.01,0,0,3.55,0.01,0,0,0.47,23.75,135,10.64,0
"70",20200316,11000,0,0.78,0.03,0,0,6.47,0.02,0,0,0.47,23.81,0,27.93,0
"71",20200316,11100,0,0.62,0.02,0,0,5.11,0.01,0,0,0.46,23.94,45,18.62,0
"72",20200316,11200,0,0.6,0.02,0,0,4.91,0.01,0,0,0.46,23.94,45,14.63,0
"73",20200316,11300,0,0.66,0.02,0,0,5.44,0.01,0,0,0.46,23.88,0,17.29,0
"74",20200316,11400,0,0.66,0.02,0,0,5.4,0.01,0,0,0.45,23.88,135,13.3,0
"75",20200316,11500,0,0.56,0.02,0,0,4.58,0.01,0,0,0.45,23.94,0,22.61,0
"76",20200316,11600,0,0.63,0.02,0,0,5.18,0.01,0,0,0.46,23.88,45,10.64,0
"77",20200316,11700,0,0.76,0.03,0,0,6.24,0.02,0,0,0.46,23.75,180,9.31,0
"78",20200316,11800,0,0.55,0.02,0,0,4.52,0.01,0,0,0.46,23.88,0,33.25,0
"79",20200316,11900,0,0.73,0.02,0,0,6.02,0.02,0,0,0.47,23.88,45,29.26,0
"80",20200316,12000,0,0.63,0.02,0,0,5.16,0.01,0,0,0.46,23.81,0,33.25,0
"81",20200316,12100,0,0.87,0.03,0,0,7.21,0.02,0,0,0.46,23.88,45,14.63,0
"82",20200316,12200,0,0.63,0.02,0,0,5.21,0.01,0,0,0.46,23.56,0,22.61,0
"83",20200316,12300,0,0.6,0.02,0,0,4.96,0.01,0,0,0.47,23.75,45,19.95,0
"84",20200316,12400,0,0.7,0.02,0,0,5.79,0.02,0,0,0.46,23.5,45,11.97,0
"85",20200316,12500,0,0.67,0.02,0,0,5.54,0.02,0,0,0.47,23.69,45,29.26,0
"86",20200316,12600,0,0.74,0.02,0,0,6.12,0.02,0,0,0.47,23.69,45,23.94,0
"87",20200316,12700,0,0.55,0.02,0,0,4.58,0.01,0,0,0.46,23.69,45,47.88,0
"88",20200316,12800,0,0.59,0.02,0,0,4.87,0.01,0,0,0.46,23.75,0,31.92,0
"89",20200316,12900,0,0.79,0.03,0,0,6.54,0.02,0,0,0.46,23.69,0,15.96,0
"90",20200316,13000,0,0.75,0.02,0,0,6.19,0.02,0,0,0.46,23.75,0,17.29,0
"91",20200316,13200,0,0.68,0.02,0,0,5.65,0.02,0,0,0.45,23.81,0,35.91,0
