"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","massaPM4","massaPM10","numPM1","numPM2","numPM4","numPM10","tamanho_medio","temp","vento_dir","vento_vel","rainfall"
"1",20191007,100,0,3.04,0.1,0,0,25.07,0.07,0,0,0.44,17.38,135,7.98,0
"2",20191007,200,0,2.59,0.09,0,0,21.33,0.06,0,0,0.43,17.44,90,3.99,0
"3",20191007,300,0.6,3.04,0.1,0,0,25.05,0.07,0,0,0.43,17.44,90,7.98,0
"4",20191007,400,0,3.08,0.1,0,0,25.42,0.07,0,0,0.41,17.31,135,1.33,0
"5",20191007,500,0,3.28,0.11,0,0,27.05,0.07,0,0,0.41,17.38,135,2.66,0
"6",20191007,600,0,3.16,0.11,0,0,26.1,0.07,0,0,0.41,17.31,135,5.32,0
"7",20191007,700,0,3.36,0.11,0,0,27.72,0.08,0,0,0.42,17.44,135,6.65,0
"8",20191007,800,0,3.13,0.1,0,0,25.79,0.07,0,0,0.43,17.31,90,10.64,0
"9",20191007,900,0,3.02,0.1,0,0,24.88,0.07,0,0,0.43,17.25,135,3.99,0
"10",20191007,1000,0,3.4,0.11,0,0,28.09,0.08,0,0,0.42,17.19,135,2.66,0
"11",20191007,1100,0,3.12,0.1,0,0,25.7,0.07,0,0,0.42,17.38,90,9.31,0
"12",20191007,1200,0,3.18,0.11,0,0,26.26,0.07,0,0,0.43,17.44,135,5.32,0
"13",20191007,1300,0,3.05,0.1,0,0,25.13,0.07,0,0,0.42,17.38,90,7.98,0
"14",20191007,1400,0,3.16,0.11,0,0,26.11,0.07,0,0,0.42,17.31,135,1.33,0
"15",20191007,1500,0,3.11,0.1,0,0,25.62,0.07,0,0,0.42,17.25,135,2.66,0
"16",20191007,1600,0,3.2,0.11,0,0,26.37,0.07,0,0,0.45,17.19,90,7.98,0
"17",20191007,1700,0,3.12,0.1,0,0,25.77,0.07,0,0,0.44,17.31,90,0,0
"18",20191007,1800,0,2.98,0.1,0,0,24.55,0.07,0,0,0.45,17.31,90,7.98,0
"19",20191007,1900,0,3.31,0.11,0,0,27.31,0.08,0,0,0.45,17.38,90,11.97,0
"20",20191007,2000,0,2.73,0.09,0,0,22.49,0.06,0,0,0.44,17.44,135,5.32,0
"21",20191007,2100,0,3.44,0.11,0,0,28.38,0.08,0,0,0.45,17.25,90,13.3,0
