"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","massaPM4","massaPM10","numPM1","numPM2","numPM4","numPM10","tamanho_medio","temp","vento_dir","vento_vel","rainfall"
"1",20200331,100,0,1.11,0.04,0,0,9.18,0.03,0,0,0.45,22.62,90,6.65,0
"2",20200331,200,0,1.41,0.05,0,0,11.64,0.03,0,0,0.45,22.56,90,2.66,0
"3",20200331,300,0,1.23,0.04,0,0,10.16,0.03,0,0,0.45,22.44,90,5.32,0
"4",20200331,400,0,1.13,0.04,0,0,9.32,0.03,0,0,0.44,22.56,90,1.33,0
"5",20200331,500,0,1.25,0.04,0,0,10.31,0.03,0,0,0.45,22.5,90,0,0
"6",20200331,600,0,1.39,0.05,0,0,11.46,0.03,0,0,0.44,22.44,90,2.66,0
"7",20200331,700,0,1.51,0.05,0,0,12.45,0.03,0,0,0.43,22.56,180,0,0
"8",20200331,800,0,1.09,0.04,0,0,9,0.02,0,0,0.43,22.56,135,6.65,0
"9",20200331,900,0,1.14,0.04,0,0,9.42,0.03,0,0,0.43,22.62,135,6.65,0
"10",20200331,1000,0,1.19,0.04,0,0,9.8,0.03,0,0,0.42,22.44,135,9.31,0
"11",20200331,1100,0,1.28,0.04,0,0,10.58,0.03,0,0,0.43,22.69,45,15.96,0
"12",20200331,1200,0,1.25,0.04,0,0,10.34,0.03,0,0,0.42,22.75,90,3.99,0
"13",20200331,1300,0,1.37,0.05,0,0,11.33,0.03,0,0,0.44,22.62,90,6.65,0
"14",20200331,1400,0,1.28,0.04,0,0,10.58,0.03,0,0,0.45,22.5,135,7.98,0
"15",20200331,1500,0,1.3,0.04,0,0,10.75,0.03,0,0,0.45,22.69,135,3.99,0
"16",20200331,1600,0,1.44,0.05,0,0,11.92,0.03,0,0,0.45,22.38,135,6.65,0
"17",20200331,1700,0,0.86,0.03,0,0,7.07,0.02,0,0,0.45,22.44,180,5.32,0
"18",20200331,1800,0,1.58,0.05,0,0,13.07,0.04,0,0,0.46,22.56,135,6.65,0
"19",20200331,1900,0,1.18,0.04,0,0,9.73,0.03,0,0,0.45,22.44,135,3.99,0
"20",20200331,2000,0,1.37,0.05,0,0,11.27,0.03,0,0,0.45,22.5,135,6.65,0
"21",20200331,2100,0,1,0.03,0,0,8.22,0.02,0,0,0.44,22.31,135,3.99,0
"22",20200331,2200,0,1.39,0.05,0,0,11.45,0.03,0,0,0.44,22.25,135,3.99,0
"23",20200331,2300,0,1.45,0.05,0,0,11.97,0.03,0,0,0.43,22.25,135,2.66,0
"24",20200331,2400,0,1.44,0.05,0,0,11.91,0.03,0,0,0.42,22.31,135,9.31,0
"25",20200331,2500,0,1.18,0.04,0,0,9.75,0.03,0,0,0.42,22.25,135,2.66,0
"26",20200331,2600,0,1.3,0.04,0,0,10.69,0.03,0,0,0.43,22.12,135,1.33,0
"27",20200331,2700,0,1.19,0.04,0,0,9.85,0.03,0,0,0.43,22.12,90,5.32,0
"28",20200331,2800,0,1.44,0.05,0,0,11.88,0.03,0,0,0.42,22,90,3.99,0
"29",20200331,2900,0,1.25,0.04,0,0,10.32,0.03,0,0,0.43,22.25,225,6.65,0
"30",20200331,3000,0,1.36,0.05,0,0,11.25,0.03,0,0,0.42,22.19,225,2.66,0
"31",20200331,3100,0,1.49,0.05,0,0,12.28,0.03,0,0,0.42,22.06,180,2.66,0
"32",20200331,3200,0,1.4,0.05,0,0,11.57,0.03,0,0,0.42,21.94,135,2.66,0
"33",20200331,3300,0,1.17,0.04,0,0,9.65,0.03,0,0,0.42,22,135,5.32,0
"34",20200331,3400,0,1.35,0.05,0,0,11.16,0.03,0,0,0.42,22.25,135,9.31,0
"35",20200331,3500,0,1.21,0.04,0,0,9.95,0.03,0,0,0.43,22.25,135,6.65,0
"36",20200331,3600,0,1.26,0.04,0,0,10.43,0.03,0,0,0.43,22.25,135,5.32,0
"37",20200331,3700,0,1.26,0.04,0,0,10.44,0.03,0,0,0.43,22.06,135,2.66,0
"38",20200331,3800,0,1.32,0.04,0,0,10.89,0.03,0,0,0.43,22.12,135,3.99,0
"39",20200331,3900,0,1.31,0.04,0,0,10.78,0.03,0,0,0.45,22.06,135,3.99,0
"40",20200331,4000,0,1.37,0.05,0,0,11.31,0.03,0,0,0.45,22.06,135,5.32,0
"41",20200331,4100,0,1.42,0.05,0,0,11.76,0.03,0,0,0.44,21.94,135,5.32,0
"42",20200331,4200,0,1.34,0.04,0,0,11.02,0.03,0,0,0.43,22.06,135,3.99,0
"43",20200331,4300,0,1,0.03,0,0,8.21,0.02,0,0,0.42,22,135,0,0
"44",20200331,4400,0,1.21,0.04,0,0,10.02,0.03,0,0,0.41,21.88,135,0,0
"45",20200331,4500,0,1.17,0.04,0,0,9.64,0.03,0,0,0.42,21.88,135,0,0
"46",20200331,4600,0,1.16,0.04,0,0,9.6,0.03,0,0,0.42,21.88,135,0,0
"47",20200331,4700,0,1.32,0.04,0,0,10.87,0.03,0,0,0.42,21.75,135,0,0
"48",20200331,4800,0,1.06,0.04,0,0,8.73,0.02,0,0,0.42,21.62,135,0,0
"49",20200331,4900,0,1.22,0.04,0,0,10.1,0.03,0,0,0.42,21.56,135,0,0
"50",20200331,5000,0,1.52,0.05,0,0,12.52,0.03,0,0,0.42,21.81,135,0,0
"51",20200331,5100,0,1.48,0.05,0,0,12.17,0.03,0,0,0.43,21.56,135,0,0
"52",20200331,5200,0,1.22,0.04,0,0,10.03,0.03,0,0,0.43,21.69,135,0,0
"53",20200331,5300,0,1.22,0.04,0,0,10.05,0.03,0,0,0.43,21.75,135,0,0
"54",20200331,5400,0,1.3,0.04,0,0,10.76,0.03,0,0,0.43,21.75,135,0,0
"55",20200331,5500,0,1.28,0.04,0,0,10.56,0.03,0,0,0.44,21.62,135,0,0
"56",20200331,5600,0,0.83,0.03,0,0,6.87,0.02,0,0,0.44,21.56,135,0,0
"57",20200331,5700,0,1.15,0.04,0,0,9.51,0.03,0,0,0.43,21.62,45,3.99,0
"58",20200331,5800,0,1.4,0.05,0,0,11.52,0.03,0,0,0.43,21.44,45,0,0
"59",20200331,5900,0,1.06,0.04,0,0,8.75,0.02,0,0,0.44,21.31,45,0,0
"60",20200331,10000,0,1.15,0.04,0,0,9.47,0.03,0,0,0.43,21.38,45,0,0
"61",20200331,10100,0,1.36,0.05,0,0,11.22,0.03,0,0,0.42,21.44,45,2.66,0
"62",20200331,10200,0,1.46,0.05,0,0,12.06,0.03,0,0,0.43,21.56,45,3.99,0
"63",20200331,10300,0,1.2,0.04,0,0,9.9,0.03,0,0,0.42,21.62,90,5.32,0
"64",20200331,10400,0,1.32,0.04,0,0,10.9,0.03,0,0,0.43,21.81,135,3.99,0
"65",20200331,10500,0,1.36,0.05,0,0,11.21,0.03,0,0,0.42,21.62,135,2.66,0
"66",20200331,10600,0,0.98,0.03,0,0,8.07,0.02,0,0,0.43,21.75,135,5.32,0
"67",20200331,10700,0,1.55,0.05,0,0,12.82,0.04,0,0,0.44,22.06,90,9.31,0
"68",20200331,10800,0,1.05,0.03,0,0,8.67,0.02,0,0,0.44,22,135,2.66,0
"69",20200331,10900,0,1.23,0.04,0,0,10.13,0.03,0,0,0.44,21.88,135,2.66,0
"70",20200331,11000,0,1.65,0.05,0,0,13.61,0.04,0,0,0.43,22,135,2.66,0
"71",20200331,11100,0,1.08,0.04,0,0,8.94,0.02,0,0,0.43,21.88,135,1.33,0
"72",20200331,11200,0,1.27,0.04,0,0,10.44,0.03,0,0,0.43,21.75,135,2.66,0
"73",20200331,11300,0,1.22,0.04,0,0,10.05,0.03,0,0,0.44,21.88,135,0,0
"74",20200331,11400,0,1.3,0.04,0,0,10.72,0.03,0,0,0.45,21.88,135,0,0
"75",20200331,11500,0,1.47,0.05,0,0,12.11,0.03,0,0,0.44,21.94,135,0,0
"76",20200331,11600,0,1.24,0.04,0,0,10.21,0.03,0,0,0.44,21.69,135,0,0
"77",20200331,11700,0,1.18,0.04,0,0,9.74,0.03,0,0,0.45,21.62,135,0,0
"78",20200331,11800,0,1.16,0.04,0,0,9.57,0.03,0,0,0.45,21.44,135,0,0
"79",20200331,11900,0,1.49,0.05,0,0,12.33,0.03,0,0,0.46,21.44,135,0,0
"80",20200331,12000,0,1.27,0.04,0,0,10.51,0.03,0,0,0.45,21.44,135,0,0
"81",20200331,12100,0,1.13,0.04,0,0,9.36,0.03,0,0,0.44,21.31,135,0,0
"82",20200331,12200,0,1.52,0.05,0,0,12.57,0.03,0,0,0.43,21.31,135,0,0
"83",20200331,12300,0,1.65,0.05,0,0,13.6,0.04,0,0,0.44,21.31,135,0,0
"84",20200331,12400,0,1.17,0.04,0,0,9.63,0.03,0,0,0.43,21.31,135,0,0
"85",20200331,12500,0,1.31,0.04,0,0,10.81,0.03,0,0,0.43,21.19,135,1.33,0
"86",20200331,12600,0,1.09,0.04,0,0,8.99,0.02,0,0,0.44,21.25,225,2.66,0
"87",20200331,12700,0,1.38,0.05,0,0,11.4,0.03,0,0,0.45,21.25,225,0,0
"88",20200331,12800,0,1.46,0.05,0,0,12.02,0.03,0,0,0.44,21.38,225,0,0
"89",20200331,12900,0,1.13,0.04,0,0,9.36,0.03,0,0,0.45,21.31,270,1.33,0
"90",20200331,13000,0,1.35,0.05,0,0,11.17,0.03,0,0,0.45,21.56,45,5.32,0
"91",20200331,13100,0,1.18,0.04,0,0,9.7,0.03,0,0,0.44,21.31,45,2.66,0
"92",20200331,13200,0,1.4,0.05,0,0,11.55,0.03,0,0,0.43,21.44,45,0,0
"93",20200331,13300,0,1.32,0.04,0,0,10.89,0.03,0,0,0.43,21.31,45,0,0
"94",20200331,13400,0,0.95,0.03,0,0,7.87,0.02,0,0,0.43,21.12,45,0,0
"95",20200331,13500,0,1.21,0.04,0,0,10.02,0.03,0,0,0.44,21.12,45,0,0
"96",20200331,13600,0,1.4,0.05,0,0,11.56,0.03,0,0,0.42,21.31,45,2.66,0
"97",20200331,13700,0,1.42,0.05,0,0,11.74,0.03,0,0,0.43,21.25,45,0,0
"98",20200331,13800,0,1.32,0.04,0,0,10.93,0.03,0,0,0.43,21.31,45,0,0
"99",20200331,13900,0,1.33,0.04,0,0,10.95,0.03,0,0,0.42,21.56,180,0,0
"100",20200331,14000,0,1.46,0.05,0,0,12.07,0.03,0,0,0.42,21.38,180,0,0
"101",20200331,14100,0,1.25,0.04,0,0,10.28,0.03,0,0,0.42,21.31,180,0,0
"102",20200331,14200,0,1.24,0.04,0,0,10.22,0.03,0,0,0.41,21.06,180,0,0
"103",20200331,14300,0,1.48,0.05,0,0,12.24,0.03,0,0,0.42,20.94,180,0,0
"104",20200331,14400,0,1.31,0.04,0,0,10.81,0.03,0,0,0.42,20.94,180,0,0
"105",20200331,14500,0,1.23,0.04,0,0,10.17,0.03,0,0,0.43,21.38,45,11.97,0
"106",20200331,14600,0,1.54,0.05,0,0,12.69,0.03,0,0,0.43,21.31,135,3.99,0
"107",20200331,14700,0,1.63,0.05,0,0,13.47,0.04,0,0,0.43,21.12,135,3.99,0
"108",20200331,14800,0,1.27,0.04,0,0,10.46,0.03,0,0,0.42,21.31,135,3.99,0
"109",20200331,14900,0,1.28,0.04,0,0,10.57,0.03,0,0,0.41,21.5,135,0,0
"110",20200331,15000,0,1.56,0.05,0,0,12.9,0.04,0,0,0.42,21.56,135,0,0
"111",20200331,15100,0,1.66,0.06,0,0,13.74,0.04,0,0,0.42,21.19,135,0,0
"112",20200331,15200,0,1.02,0.03,0,0,8.42,0.02,0,0,0.42,21.31,135,0,0
"113",20200331,15300,0,1.44,0.05,0,0,11.88,0.03,0,0,0.42,21.25,135,0,0
"114",20200331,15400,0,1.35,0.04,0,0,11.11,0.03,0,0,0.42,21.25,135,0,0
"115",20200331,15500,0,1.28,0.04,0,0,10.57,0.03,0,0,0.43,21.25,135,2.66,0
"116",20200331,15600,0,1.25,0.04,0,0,10.35,0.03,0,0,0.42,21.38,135,1.33,0
"117",20200331,15700,0,1.28,0.04,0,0,10.6,0.03,0,0,0.42,21.06,135,0,0
"118",20200331,15800,0,1.26,0.04,0,0,10.4,0.03,0,0,0.42,21.12,180,2.66,0
"119",20200331,15900,0,1.59,0.05,0,0,13.1,0.04,0,0,0.41,21.25,135,2.66,0
"120",20200331,20000,0,1.21,0.04,0,0,10.01,0.03,0,0,0.4,21.44,0,3.99,0
"121",20200331,20100,0,1.38,0.05,0,0,11.35,0.03,0,0,0.39,21.62,135,5.32,0
"122",20200331,20200,0,1.43,0.05,0,0,11.8,0.03,0,0,0.39,21.56,135,2.66,0
"123",20200331,20300,0,1.32,0.04,0,0,10.93,0.03,0,0,0.4,21.25,45,6.65,0
"124",20200331,20400,0,1.43,0.05,0,0,11.78,0.03,0,0,0.4,21.44,135,2.66,0
"125",20200331,20500,0,1.24,0.04,0,0,10.19,0.03,0,0,0.4,21.31,135,3.99,0
"126",20200331,20600,0,1.22,0.04,0,0,10.1,0.03,0,0,0.4,21.44,135,0,0
"127",20200331,20700,0,1.23,0.04,0,0,10.13,0.03,0,0,0.41,21.31,135,0,0
"128",20200331,20800,0,1.55,0.05,0,0,12.82,0.04,0,0,0.41,21.12,135,0,0
"129",20200331,20900,0,1.56,0.05,0,0,12.88,0.04,0,0,0.42,21.19,135,0,0
"130",20200331,21000,0,1.18,0.04,0,0,9.76,0.03,0,0,0.43,21.25,135,0,0
"131",20200331,21100,0,1.52,0.05,0,0,12.56,0.03,0,0,0.42,21.25,135,0,0
"132",20200331,21200,0,1.18,0.04,0,0,9.71,0.03,0,0,0.42,21.19,135,0,0
"133",20200331,21300,0,1.21,0.04,0,0,9.97,0.03,0,0,0.42,21.12,135,0,0
"134",20200331,21400,0,1.45,0.05,0,0,11.96,0.03,0,0,0.43,21,135,0,0
"135",20200331,21500,0,1.38,0.05,0,0,11.41,0.03,0,0,0.43,20.94,135,0,0
"136",20200331,21600,0,1.44,0.05,0,0,11.87,0.03,0,0,0.44,20.88,135,0,0
"137",20200331,21700,0,1.23,0.04,0,0,10.15,0.03,0,0,0.44,20.81,135,0,0
"138",20200331,21800,0,1.71,0.06,0,0,14.12,0.04,0,0,0.44,20.62,135,0,0
"139",20200331,21900,0,1.45,0.05,0,0,11.97,0.03,0,0,0.44,20.94,135,0,0
"140",20200331,22000,0,1.35,0.04,0,0,11.13,0.03,0,0,0.44,20.69,135,0,0
"141",20200331,22100,0,1.36,0.05,0,0,11.2,0.03,0,0,0.44,20.69,135,0,0
"142",20200331,22200,0,1.15,0.04,0,0,9.51,0.03,0,0,0.44,20.69,135,0,0
"143",20200331,22300,0,1.4,0.05,0,0,11.53,0.03,0,0,0.44,20.62,135,0,0
"144",20200331,22400,0,1.53,0.05,0,0,12.65,0.03,0,0,0.44,20.69,135,0,0
"145",20200331,22500,0,1.48,0.05,0,0,12.18,0.03,0,0,0.44,20.62,135,0,0
"146",20200331,22600,0,1.3,0.04,0,0,10.74,0.03,0,0,0.44,20.44,135,0,0
"147",20200331,22700,0,1.3,0.04,0,0,10.76,0.03,0,0,0.43,20.19,135,0,0
"148",20200331,22800,0,1.17,0.04,0,0,9.63,0.03,0,0,0.44,20.31,135,0,0
"149",20200331,22900,0,1.23,0.04,0,0,10.17,0.03,0,0,0.44,20.38,135,0,0
"150",20200331,23000,0,1.58,0.05,0,0,13.04,0.04,0,0,0.44,20.31,135,0,0
"151",20200331,23100,0,1.21,0.04,0,0,9.99,0.03,0,0,0.44,20.56,135,0,0
"152",20200331,23200,0,1.52,0.05,0,0,12.55,0.03,0,0,0.45,20.69,135,0,0
"153",20200331,23300,0,0.78,0.03,0,0,6.41,0.02,0,0,0.43,20.69,135,0,0
"154",20200331,23400,0,1.35,0.05,0,0,11.17,0.03,0,0,0.44,20.62,180,0,0
"155",20200331,23500,0,1.63,0.05,0,0,13.41,0.04,0,0,0.44,20.88,180,1.33,0
"156",20200331,23600,0,1.86,0.06,0,0,15.36,0.04,0,0,0.45,20.75,180,0,0
"157",20200331,23700,0,1.49,0.05,0,0,12.31,0.03,0,0,0.44,21.06,180,0,0
"158",20200331,23800,0,1.89,0.06,0,0,15.56,0.04,0,0,0.44,21.06,180,0,0
"159",20200331,23900,0,1.58,0.05,0,0,13.06,0.04,0,0,0.44,21.25,180,2.66,0
"160",20200331,24000,0,1.8,0.06,0,0,14.82,0.04,0,0,0.43,21,180,0,0
"161",20200331,24100,0,1.61,0.05,0,0,13.3,0.04,0,0,0.44,20.88,180,5.32,0
"162",20200331,24200,0,1.55,0.05,0,0,12.78,0.04,0,0,0.44,20.81,180,2.66,0
"163",20200331,24300,0,1.24,0.04,0,0,10.26,0.03,0,0,0.45,21,180,0,0
"164",20200331,24400,0,1.41,0.05,0,0,11.62,0.03,0,0,0.45,20.94,180,0,0
"165",20200331,24500,0,1.55,0.05,0,0,12.81,0.04,0,0,0.45,20.94,180,1.33,0
