dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200323,054300,6,0.09,0.08,218,456.5,6
20200323,054400,12,0.1,0.08,218,476.8,6
20200323,054500,15,0.11,0.1,218.1,457.2,7
20200323,054600,24,0.13,0.11,218.3,475.4,9
20200323,054700,27,0.15,0.11,218.3,485.3,7
20200323,054800,33,0.17,0.12,218.1,485.8,9
20200323,054900,39,0.2,0.14,218.3,485.1,9
20200323,055000,45,0.23,0.15,218.3,490.6,10
20200323,055100,50,0.25,0.16,218.2,500.7,10
20200323,055200,57,0.28,0.17,218.4,505.2,12
20200323,055300,63,0.3,0.18,218.7,497.2,13
20200323,055400,69,0.33,0.19,218.6,505.4,12
20200323,055500,75,0.36,0.21,218.4,500.2,13
20200323,055600,81,0.38,0.22,218.6,504.8,13
20200323,055700,87,0.41,0.23,218.6,504.9,15
20200323,055800,93,0.44,0.24,218.6,505.2,16
20200323,055900,99,0.46,0.25,218.5,503.2,16
20200323,060000,105,0.49,0.26,218.8,513.6,16
20200323,060100,111,0.52,0.27,218.9,515.3,18
20200323,060200,118,0.55,0.28,218.8,519.3,19
20200323,060300,131,0.61,0.3,218.5,525.1,19
20200323,060400,141,0.66,0.32,218.8,537.3,22
20200323,060500,150,0.7,0.33,218.6,536.3,28
20200323,060600,156,0.73,0.34,218.7,540.3,31
20200323,060700,165,0.78,0.35,218.5,552.3,33
20200323,060800,189,0.87,0.41,218.7,529.1,36
20200323,060900,189,0.88,0.4,218.8,536.8,39
20200323,061000,191,0.89,0.4,218.7,540.7,42
20200323,061100,204,0.94,0.41,218.5,555.3,44
20200323,061200,213,0.99,0.43,218.4,551.2,45
20200323,061300,240,1.11,0.48,218.6,552.3,48
20200323,061400,281,1.3,0.57,218.7,532.1,51
20200323,061500,318,1.47,0.6,218.8,577.3,54
20200323,061600,339,1.55,0.63,218.9,577.3,56
20200323,061700,354,1.63,0.65,218.7,577.7,59
20200323,061800,372,1.71,0.69,218.7,581.9,62
20200323,061900,409,1.89,0.82,218.7,541.4,66
20200323,062000,465,2.13,0.92,218.5,532.6,68
20200323,062100,519,2.39,0.93,218.6,580.4,73
20200323,062200,552,2.54,0.99,218.5,587.2,76
20200323,062300,585,2.69,1.05,219,586.3,80
20200323,062400,618,2.85,1.11,219,585.9,82
20200323,062500,652,2.99,1.15,219.1,584.7,85
20200323,062600,688,3.16,1.21,218.6,583.6,91
20200323,062700,714,3.27,1.26,218.8,588.3,92
20200323,062800,736,3.38,1.3,218.6,583,97
20200323,062900,762,3.48,1.34,218.8,583.5,100
20200323,063000,783,3.59,1.35,218.5,583.6,105
20200323,063100,804,3.69,1.42,218.8,586.3,108
20200323,063200,826,3.79,1.45,218.8,586.5,111
20200323,063300,849,3.9,1.48,218.8,584.2,117
20200323,063400,869,3.99,1.53,218.8,587.9,120
20200323,063500,984,4.51,1.88,218.9,540.2,124
20200323,063600,1024,4.69,1.96,218.9,539.8,127
20200323,063700,1062,4.86,2.03,218.9,536,132
20200323,063800,1122,5.13,2.11,219.2,548.4,135
20200323,063900,1161,5.3,2.18,219.4,547.5,140
20200323,064000,1197,5.48,2.23,219.4,548.4,144
20200323,064100,1236,5.65,2.32,219.2,549.6,149
20200323,064200,1278,5.82,2.39,219.6,545.6,155
20200323,064300,1320,6.02,2.39,219.5,563.4,155
20200323,064400,1366,6.23,2.49,219.5,561.4,162
20200323,064500,1393,6.36,2.53,219.6,564,167
20200323,064600,1436,6.52,2.68,219.5,543.9,168
20200323,064700,1485,6.78,2.72,219.5,560.1,175
20200323,064800,1533,7,2.77,219.3,562.5,179
20200323,064900,1590,7.25,2.85,219.7,576.4,184
20200323,065000,1638,7.46,2.92,219.8,568.9,188
20200323,065100,1686,7.68,3.02,219.8,568.6,191
20200323,065200,1728,7.88,3.09,219.5,571.8,199
20200323,065300,1768,8.07,3.14,219.7,571,202
20200323,065400,1809,8.26,3.21,219.7,572.1,205
20200323,065500,1860,8.47,3.35,219.6,566.3,210
20200323,065600,1914,8.73,3.33,219.8,582.3,216
20200323,065700,1935,8.81,3.47,219.6,572.7,220
20200323,065800,2016,9.19,3.56,219.6,579.9,223
20200323,065900,2055,9.37,3.6,219.5,576.9,228
20200323,070000,2094,9.53,3.65,219.6,585.1,234
20200323,070100,2142,9.75,3.72,219.9,580.4,239
20200323,070200,2187,9.96,3.82,219.6,579.8,243
20200323,070300,2232,10.18,3.92,219.5,580,248
20200323,070400,2274,10.34,3.99,219.8,580.2,252
20200323,070500,2316,10.55,3.84,219.7,582.4,257
20200323,070600,2367,10.77,4.1,219.9,581.6,261
20200323,070700,2400,10.91,4.23,220.1,573.2,266
20200323,070800,2454,11.15,4.32,220.1,576.1,270
20200323,070900,2495,11.34,4.43,220.1,571.9,275
20200323,071000,2541,11.56,4.48,219.8,580,281
20200323,071100,2583,11.76,4.56,219.9,578.9,284
20200323,071200,2636,11.98,4.59,220,586,290
20200323,071300,2683,12.21,4.65,220,585.4,295
20200323,071400,2742,12.47,4.73,219.8,582.5,299
20200323,071500,2793,12.68,4.89,220.2,580.8,304
20200323,071600,2830,12.87,4.96,220.1,582.5,307
20200323,071700,2874,13.06,5.05,220.1,582.2,313
20200323,071800,2934,13.33,5.16,219.8,573.3,319
20200323,071900,2970,13.54,5.23,219.9,577.7,324
20200323,072000,3015,13.69,5.29,219.9,574.1,328
20200323,072100,3063,13.94,5.37,219.9,574.7,333
20200323,072200,3108,14.14,5.49,219.9,576,337
20200323,072300,3149,14.31,5.52,220.1,576.1,342
20200323,072400,3192,14.51,5.65,220.1,574.1,347
20200323,072500,3234,14.71,5.68,219.8,577.7,353
20200323,072600,3279,14.91,5.78,220,573,357
20200323,072700,3324,15.12,5.91,220,571.8,362
20200323,072800,3372,15.31,5.95,220.3,571.7,368
20200323,072900,3417,15.52,6.06,220.2,575.2,372
20200323,073000,3456,15.69,6.1,220.3,570.4,376
20200323,073100,3501,15.89,6.23,220.5,569,382
20200323,073200,3542,16.13,6.31,220.2,569.9,386
20200323,073300,3590,16.33,6.4,220.1,572.7,391
20200323,073400,3635,16.47,6.47,220.2,565.8,397
20200323,073500,3668,16.69,6.57,220.3,569.1,400
20200323,073600,3675,16.65,6.25,220.3,582,404
20200323,073700,3754,17.02,6.7,220.5,565.5,411
20200323,073800,3798,17.22,6.8,220.6,570.5,417
20200323,073900,3831,17.36,6.8,220.7,566.7,417
20200323,074000,3876,17.57,6.87,220.6,568.1,426
20200323,074100,3915,17.76,7.03,220.8,566.8,430
20200323,074200,3948,17.94,7.13,220.8,565.1,433
20200323,074300,3999,18.11,7.18,220.8,562.3,438
20200323,074400,4038,18.32,7.3,220.5,563,443
20200323,074500,4080,18.48,7.36,220.7,561.3,447
20200323,074600,4134,18.74,7.4,220.6,565.6,453
20200323,074700,4179,18.93,7.5,220.8,565,458
20200323,074800,4215,19.09,7.57,220.6,560.6,462
20200323,074900,4248,19.23,7.55,221,569.9,467
20200323,075000,4302,19.48,7.77,221,564.3,471
20200323,075100,4345,19.68,7.8,220.7,562.9,476
20200323,075200,4386,19.88,7.92,220.6,563.5,481
20200323,075300,4431,20.04,7.94,221.1,564.8,485
20200323,075400,4473,20.23,8.07,221,560.4,490
