dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200331,054500,9,0.09,0.08,218.4,471.2,7
20200331,054600,15,0.11,0.09,218.5,482.4,6
20200331,054700,18,0.12,0.1,218.1,465.2,7
20200331,054800,24,0.13,0.11,218.2,478.1,7
20200331,054900,29,0.16,0.12,218.1,483.2,9
20200331,055000,33,0.18,0.13,218.1,469,9
20200331,055100,39,0.2,0.14,218,490.3,7
20200331,055200,45,0.22,0.15,218.3,483.7,12
20200331,055300,51,0.25,0.16,218.2,489.3,10
20200331,055400,57,0.28,0.18,218.2,486.5,13
20200331,055500,63,0.3,0.19,218.1,485.1,13
20200331,055600,69,0.33,0.2,218.2,497,13
20200331,055700,75,0.36,0.21,218.2,506.1,15
20200331,055800,81,0.39,0.22,218,506.6,13
20200331,055900,88,0.41,0.23,218,500.6,15
20200331,060000,93,0.44,0.24,218.2,503,16
20200331,060100,99,0.47,0.26,218.2,505,16
20200331,060200,105,0.5,0.27,217.9,504.5,16
20200331,060300,114,0.53,0.28,218.3,511.5,18
20200331,060400,126,0.59,0.3,218.3,513,19
20200331,060500,138,0.64,0.32,218.3,520.6,21
20200331,060600,144,0.67,0.33,218.3,526.7,21
20200331,060700,147,0.7,0.34,218.2,528.1,22
20200331,060800,156,0.73,0.35,218.1,523.6,24
20200331,060900,162,0.75,0.36,218.1,524.6,24
20200331,061000,165,0.77,0.36,218.3,526,27
20200331,061100,168,0.78,0.37,218.3,526.9,28
20200331,061200,171,0.81,0.38,218.4,527,25
20200331,061300,180,0.84,0.39,218.1,536.9,27
20200331,061400,192,0.9,0.4,218.3,541.2,27
20200331,061500,204,0.96,0.42,218.3,557.2,27
20200331,061600,222,1.03,0.43,218.2,572,27
20200331,061700,234,1.09,0.44,217.8,585.8,27
20200331,061800,255,1.18,0.47,218.2,602.2,28
20200331,061900,339,1.59,0.68,218.3,548.6,33
20200331,062000,495,2.29,1.1,218.3,477.8,57
20200331,062100,543,2.49,1.15,218.5,488,76
20200331,062200,570,2.62,1.21,218.4,496.1,80
20200331,062300,609,2.8,1.28,218.5,504.6,83
