dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200327,054900,6,0.09,0.07,218.2,458.9,4
20200327,055000,15,0.11,0.1,218,453.3,6
20200327,055100,15,0.11,0.1,218.2,461.8,6
20200327,055200,23,0.13,0.11,218.2,469.7,7
20200327,055300,39,0.2,0.14,218.4,468,9
20200327,055400,40,0.21,0.15,218,478.4,9
20200327,055500,39,0.2,0.14,218.2,487,9
20200327,055600,47,0.23,0.15,218.2,481.7,10
20200327,055700,53,0.26,0.17,218.2,486.3,10
20200327,055800,66,0.31,0.19,218,491.2,12
20200327,055900,81,0.39,0.22,218.4,499,15
20200327,060000,90,0.42,0.24,218.4,495.9,15
20200327,060100,96,0.45,0.25,218.5,502.1,16
20200327,060200,90,0.42,0.23,218.4,503.9,16
20200327,060300,90,0.42,0.24,218.2,496.5,15
20200327,060400,87,0.41,0.23,218.2,497.5,15
20200327,060500,90,0.43,0.24,217.9,496.2,15
20200327,060600,105,0.49,0.27,218.3,500.6,18
20200327,060700,108,0.51,0.28,218.4,503.8,18
20200327,060800,114,0.53,0.28,218.6,503.7,18
20200327,060900,122,0.57,0.31,218.4,503.1,19
20200327,061000,138,0.64,0.32,218.7,499,19
20200327,061100,156,0.73,0.36,218.6,506.1,22
20200327,061200,174,0.81,0.39,218.6,517.7,24
20200327,061300,180,0.84,0.4,218.1,519.1,24
20200327,061400,188,0.87,0.42,218.4,509.7,25
20200327,061500,216,1,0.47,218.4,514.6,28
20200327,061600,249,1.16,0.54,218.5,519.9,33
20200327,061700,297,1.38,0.63,218.4,528.7,38
20200327,061800,360,1.66,0.73,218.7,529.3,45
20200327,061900,444,2.04,0.86,218.8,549.5,56
20200327,062000,609,2.79,1.12,219,569.7,85
20200327,062100,671,3.06,1.2,219,573.5,88
20200327,062200,634,2.9,1.17,219,563.7,80
20200327,062300,711,3.24,1.29,219.1,570.3,91
20200327,062400,666,3.06,1.25,219,559.6,83
20200327,062500,845,3.88,1.51,219,575.3,111
20200327,062600,897,4.1,1.61,219.3,576.1,118
20200327,062700,942,4.3,1.69,219.4,575.2,123
20200327,062800,975,4.45,1.73,219.4,577.6,126
20200327,062900,921,4.21,1.66,219.2,571.1,117
20200327,063000,800,3.65,1.47,219.3,563.1,98
20200327,063100,702,3.18,1.31,219.2,547.2,85
20200327,063200,690,3.16,1.32,219.1,540.6,82
20200327,063300,975,4.54,1.8,219.4,571.4,120
20200327,063400,1281,5.83,2.29,219.8,571.9,161
20200327,063500,1342,6.11,2.39,219.8,572.6,168
20200327,063600,1395,6.35,2.51,220,569.1,173
20200327,063700,1446,6.59,2.59,219.6,573.1,179
20200327,063800,1488,6.77,2.66,219.9,569.2,182
20200327,063900,1527,6.97,2.71,219.9,577.9,187
20200327,064000,1281,6.28,2.32,219.8,590.7,175
20200327,064100,1005,4.52,1.84,219,549.6,114
20200327,064200,822,3.76,1.55,218.9,543.5,97
20200327,064300,840,3.84,1.58,218.9,545.3,98
20200327,064400,856,3.92,1.63,218.8,545.8,101
20200327,064500,879,4.03,1.67,218.7,544.3,105
20200327,064600,903,4.13,1.68,218.9,549.4,105
20200327,064700,921,4.21,1.74,218.9,548.5,108
20200327,064800,933,4.29,1.74,218.9,552,108
20200327,064900,957,4.4,1.79,218.7,553.6,111
20200327,065000,992,4.55,1.86,218.8,548.4,114
20200327,065100,1023,4.68,1.9,218.9,554.7,117
20200327,065200,1038,4.75,1.93,218.9,550,120
20200327,065300,1059,4.86,1.98,218.6,553.8,121
20200327,065400,1266,5.78,2.3,219.1,571.4,138
20200327,065500,2202,10,3.92,220.2,572.2,249
20200327,065600,1335,5.95,2.31,219.1,564.1,158
20200327,065700,1122,5.15,2.09,218.7,549.7,129
20200327,065800,1152,5.28,2.14,218.8,557.5,132
20200327,065900,1542,6.99,2.78,219.3,557.7,178
20200327,070000,1654,7.45,2.95,219.2,560.6,190
20200327,070100,1806,8.25,3.26,219,562.8,207
20200327,070200,2331,10.9,4.29,220,577.9,258
20200327,070300,2864,13,5.06,220.4,577.3,319
20200327,070400,2898,13.15,5.04,220.6,581.9,324
20200327,070500,2943,13.35,5.15,220.4,578.3,328
20200327,070600,2964,13.46,5.19,220.5,578.3,330
20200327,070700,2985,13.55,5.23,220.4,577.9,333
20200327,070800,2991,13.61,5.26,219.9,581.4,337
20200327,070900,3012,13.69,5.34,220.1,572.9,339
20200327,071000,2842,12.93,5.01,219.8,571.3,325
20200327,071100,1602,7.24,2.9,218.5,556.8,185
20200327,071200,1086,5.02,2.07,217.7,546.1,129
20200327,071300,1332,6.13,2.51,218.5,548.4,152
20200327,071400,1311,6.01,2.48,218.4,548.4,149
20200327,071500,1393,6.37,2.52,218.5,553.4,168
20200327,071600,1071,4.93,1.99,217.8,550.2,126
20200327,071700,972,4.46,1.78,217.9,549.6,121
20200327,071800,765,3.5,1.43,217.5,543.7,91
20200327,071900,693,3.17,1.3,217.3,544.2,83
20200327,072000,645,2.98,1.24,216.4,543,79
20200327,072100,615,2.85,1.19,216.7,542.6,74
20200327,072200,612,2.84,1.16,216.7,547.3,76
20200327,072300,723,3.34,1.33,216.9,549.8,89
20200327,072400,723,3.35,1.36,216.8,550.9,86
20200327,072500,1083,5.01,2.01,217.5,562.1,123
20200327,072600,885,4.32,1.8,217.5,557.1,101
20200327,072700,1536,6.56,2.47,217.9,567.6,178
