dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200425,055200,6,0.09,0.08,217.6,470.5,6
20200425,055300,12,0.1,0.09,217.6,456.3,6
20200425,055400,18,0.12,0.1,217.6,463.9,7
20200425,055500,24,0.14,0.12,217.6,456,7
20200425,055600,33,0.17,0.13,217.6,480.4,9
20200425,055700,39,0.21,0.14,217.6,489.7,10
20200425,055800,48,0.25,0.16,217.7,492.7,10
20200425,055900,57,0.28,0.17,217.6,493.3,12
20200425,060000,66,0.32,0.19,217.7,501.4,13
20200425,060100,72,0.35,0.21,217.7,497.1,13
20200425,060200,81,0.39,0.22,217.6,497.6,15
20200425,060300,90,0.43,0.23,217.6,503.1,18
20200425,060400,105,0.5,0.26,217.5,507.1,16
20200425,060500,123,0.59,0.29,217.5,521.7,19
20200425,060600,141,0.67,0.32,217.4,531.9,21
20200425,060700,156,0.74,0.33,217.3,548.5,22
20200425,060800,177,0.82,0.37,217.3,556.8,22
20200425,060900,213,1,0.43,217.5,567.7,22
20200425,061000,258,1.2,0.5,217.7,573.1,35
20200425,061100,287,1.32,0.58,217.8,545.1,48
20200425,061200,321,1.49,0.7,217.9,504.1,53
20200425,061300,351,1.62,0.76,217.9,496.7,56
20200425,061400,375,1.73,0.82,217.8,492,59
20200425,061500,405,1.87,0.87,217.7,499.8,63
20200425,061600,432,2,0.92,217.8,500.9,68
20200425,061700,456,2.1,0.96,217.5,506.6,71
20200425,061800,483,2.23,1.03,217.6,495,74
20200425,061900,510,2.35,1.07,217.7,501,79
20200425,062000,540,2.49,1.13,217.6,502.4,82
20200425,062100,573,2.64,1.2,217.7,504.9,86
20200425,062200,609,2.81,1.22,218,523.2,91
20200425,062300,650,2.98,1.31,218.1,522.4,97
20200425,062400,688,3.18,1.4,218.1,514.7,101
20200425,062500,733,3.37,1.48,218.1,515.3,108
20200425,062600,777,3.56,1.55,218.2,518.2,114
20200425,062700,820,3.76,1.65,218.4,519.4,118
20200425,062800,860,3.95,1.73,218.4,516.3,124
20200425,062900,854,3.89,1.67,218.1,523.7,121
20200425,063000,915,4.21,1.82,218.1,522.5,129
20200425,063100,969,4.41,1.86,218.2,526.8,137
20200425,063200,801,3.6,1.51,217.9,527.4,115
20200425,063300,787,3.65,1.48,218,555.5,106
20200425,063400,1126,5.16,2.11,218.4,565.4,152
20200425,063500,1239,5.68,2.35,218.5,544.9,168
20200425,063600,1284,5.89,2.34,218.5,560.8,173
20200425,063700,1339,6.14,2.47,218.6,550.4,178
20200425,063800,1404,6.44,2.58,218.8,551.8,185
20200425,063900,1455,6.68,2.71,218.7,553.5,193
20200425,064000,1500,6.88,2.77,218.9,553.1,196
20200425,064100,1560,7.15,2.9,219,551.4,203
20200425,064200,1611,7.36,2.96,219,551.4,211
20200425,064300,1098,4.95,2.45,218.2,467.4,179
20200425,064400,792,3.65,1.5,218,545.7,98
20200425,064500,819,3.76,1.54,218.1,549.8,100
20200425,064600,1274,5.83,2.38,218.4,552.4,150
20200425,064700,1776,8.23,3.26,218.7,563.3,223
20200425,064800,1984,9.07,3.55,219,565.2,251
20200425,064900,1262,5.78,2.36,218.2,546.5,162
