dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200429,055400,9,0.09,0.08,219.6,472.9,6
20200429,055500,15,0.1,0.09,219.5,480.6,7
20200429,055600,15,0.11,0.1,219.6,446.1,7
20200429,055700,24,0.13,0.11,219.8,468.2,7
20200429,055800,30,0.15,0.12,219.6,486,9
20200429,055900,33,0.17,0.12,219.8,501,10
20200429,060000,39,0.2,0.14,219.7,501.3,9
20200429,060100,45,0.22,0.15,219.6,493.5,10
20200429,060200,51,0.25,0.16,219.3,494.3,12
20200429,060300,57,0.28,0.17,219.5,497.3,12
20200429,060400,66,0.32,0.19,219.2,505.8,13
20200429,060500,84,0.4,0.21,219.1,532.8,15
20200429,060600,105,0.5,0.24,218.9,544.9,18
20200429,060700,120,0.56,0.26,219,557,21
20200429,060800,132,0.62,0.3,218.7,529.2,28
20200429,060900,147,0.68,0.35,218.9,501,35
20200429,061000,156,0.74,0.37,218.8,504.7,36
20200429,061100,177,0.82,0.41,218.9,493.1,39
20200429,061200,198,0.92,0.44,218.8,503.8,42
20200429,061300,225,1.04,0.5,219.1,514.9,44
20200429,061400,249,1.15,0.53,219,519.3,48
20200429,061500,279,1.28,0.58,219.1,518.2,50
20200429,061600,303,1.4,0.65,219.1,516.8,54
20200429,061700,328,1.51,0.68,219.1,520.1,59
20200429,061800,346,1.59,0.74,219.1,511,59
20200429,061900,378,1.74,0.77,219,530.7,65
20200429,062000,405,1.86,0.81,218.7,526.7,66
20200429,062100,431,1.97,0.86,218.9,527.6,71
20200429,062200,457,2.1,0.92,219.1,528.7,74
20200429,062300,486,2.22,0.97,219.3,529.4,79
20200429,062400,513,2.34,1.02,219.3,526.6,82
20200429,062500,539,2.47,1.07,219.4,530.7,85
20200429,062600,565,2.59,1.12,219.3,533.4,88
20200429,062700,591,2.72,1.17,219.4,531.9,92
20200429,062800,627,2.87,1.22,219.5,535.8,97
20200429,062900,657,3.01,1.28,219.4,536.1,100
20200429,063000,684,3.13,1.34,219.4,531,103
20200429,063100,717,3.27,1.39,219.4,531.2,108
20200429,063200,756,3.47,1.45,219.4,544.7,111
20200429,063300,789,3.61,1.5,219.5,543.4,117
20200429,063400,666,3.65,1.57,219.4,549.8,120
20200429,063500,857,3.9,1.62,219.3,543.5,123
20200429,063600,888,4.06,1.68,219.4,544.1,127
20200429,063700,922,4.22,1.75,219.5,545.3,132
20200429,063800,969,4.42,1.77,219.5,558.2,135
20200429,063900,1000,4.57,1.85,219.5,561.5,141
20200429,064000,1038,4.74,1.9,219.5,559.2,144
20200429,064100,1074,4.9,1.98,219.5,559.6,149
20200429,064200,1077,5.04,2.02,219.5,561.3,152
20200429,064300,1141,5.21,2.06,219.6,563.9,158
20200429,064400,1190,5.43,2.12,219.7,575.4,161
20200429,064500,1230,5.61,2.22,219.7,570.9,165
20200429,064600,1266,5.78,2.26,219.6,572.9,168
20200429,064700,1302,5.94,2.33,219.6,573.4,173
20200429,064800,1332,6.07,2.36,219.8,576.4,179
20200429,064900,1362,6.21,2.43,219.9,575.2,182
20200429,065000,1386,6.34,2.42,219.7,580.3,187
20200429,065100,1446,6.6,2.57,219.5,581.7,191
20200429,065200,1495,6.82,2.7,219.6,572.1,194
20200429,065300,1536,7,2.73,219.7,572.5,200
20200429,065400,1578,7.19,2.76,219.8,583.3,203
20200429,065500,1608,7.35,2.86,219.6,578,208
20200429,065600,1653,7.54,2.94,219.6,575.1,213
20200429,065700,1698,7.73,2.99,219.6,584.2,217
20200429,065800,1740,7.93,3.06,219.8,580.1,222
20200429,065900,1770,8.06,3.11,220,582.5,226
20200429,070000,1815,8.25,3.15,220,581.2,231
20200429,070100,1857,8.43,3.25,220.1,581.3,235
20200429,070200,1896,8.63,3.32,220.1,578.2,240
20200429,070300,1935,8.79,3.36,220.2,580.6,243
20200429,070400,1974,8.97,3.48,220.1,576.2,249
20200429,070500,2001,9.07,3.61,220.1,561.2,252
20200429,070600,2055,9.36,3.57,220,579.1,258
20200429,070700,2100,9.56,3.7,220.1,577.3,263
20200429,070800,2136,9.71,3.74,220.2,576.1,267
20200429,070900,2169,9.86,3.8,219.9,580.9,272
20200429,071000,2212,10.06,3.87,219.9,576.4,275
20200429,071100,2262,10.27,3.98,219.8,580.9,281
20200429,071200,2308,10.52,4.1,219.8,571.6,286
20200429,071300,2355,10.69,4.16,220.3,576,290
20200429,071400,2394,10.87,4.25,220.4,575.8,295
20200429,071500,2436,11.03,4.33,220.7,575.5,299
20200429,071600,2475,11.22,4.38,220.8,572.5,302
20200429,071700,2514,11.4,4.44,220.6,571.4,309
20200429,071800,2556,11.58,4.51,220.8,570.2,313
20200429,071900,2589,11.76,4.63,220.7,569.6,318
20200429,072000,2628,11.94,4.68,220.7,569.3,321
20200429,072100,2673,12.13,4.77,220.6,568.9,325
20200429,072200,2715,12.32,4.84,220.6,572.9,330
20200429,072300,2758,12.48,4.95,220.8,564.4,334
20200429,072400,2802,12.7,5,220.8,571.5,339
20200429,072500,2853,12.92,5.01,220.8,574.4,344
20200429,072600,2901,13.16,5.17,220.9,571.4,348
20200429,072700,2943,13.32,5.25,221.2,567.4,353
20200429,072800,2992,13.54,5.36,220.9,567.3,357
20200429,072900,3036,13.78,5.4,220.8,568.5,362
20200429,073000,3084,13.94,5.51,220.9,565.8,366
20200429,073100,3118,14.1,5.58,221.1,565.8,371
