dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200319,054400,18,0.12,0.1,215.5,471.3,7
20200319,054500,27,0.15,0.11,216,493.6,9
20200319,054600,36,0.18,0.13,215.9,478.9,7
20200319,054700,46,0.23,0.15,216,480,10
20200319,054800,57,0.28,0.17,216.2,500.1,12
20200319,054900,66,0.33,0.19,216.2,494.5,13
20200319,055000,78,0.37,0.21,216,494.7,15
20200319,055100,90,0.44,0.23,213.1,502.4,16
20200319,055200,102,0.49,0.25,213.3,505,16
20200319,055300,114,0.54,0.28,213.5,508.7,18
20200319,055400,123,0.58,0.29,213.4,505.2,16
20200319,055500,132,0.63,0.31,213.2,505.2,21
20200319,055600,138,0.67,0.32,213.2,515.7,21
20200319,055700,147,0.7,0.33,213.2,516.7,22
20200319,055800,156,0.75,0.35,213.2,517.3,22
20200319,055900,165,0.79,0.36,213,520.3,25
20200319,060000,174,0.84,0.38,213.2,528.5,24
20200319,060100,186,0.88,0.39,213.1,529.3,25
20200319,060200,198,0.94,0.41,213,542.6,28
20200319,060300,222,1.05,0.45,212.8,544.8,31
20200319,060400,246,1.17,0.49,212.9,557.4,35
20200319,060500,264,1.25,0.53,212.9,550.6,35
20200319,060600,291,1.37,0.57,213,551.9,36
20200319,060700,327,1.55,0.62,212.9,562.3,39
20200319,060800,364,1.73,0.69,213.2,565.2,45
20200319,060900,392,1.84,0.73,213.2,565.7,47
20200319,061000,397,1.86,0.74,213.2,567.2,47
20200319,061100,423,2,0.8,212.9,563.6,50
20200319,061200,465,2.2,0.86,213.2,571.5,54
20200319,061300,521,2.47,0.95,213.2,573.7,62
20200319,061400,558,2.64,1.02,213.4,578.3,66
20200319,061500,588,2.76,1.06,213.4,574.1,71
20200319,061600,615,2.89,1.12,213.5,575.9,74
20200319,061700,645,3.03,1.16,213.4,575,77
20200319,061800,675,3.17,1.21,213.3,577.9,80
20200319,061900,708,3.32,1.27,213.5,578.3,85
20200319,062000,735,3.45,1.32,213.4,578.1,89
20200319,062100,741,3.49,1.35,213.1,564,92
20200319,062200,765,3.6,1.4,212.9,567.5,94
20200319,062300,783,3.68,1.42,213.3,573.2,98
20200319,062400,735,3.46,1.51,213.2,532,101
20200319,062500,807,3.79,1.6,213.3,518.9,105
20200319,062600,792,3.72,1.55,212.9,528.4,101
20200319,062700,775,3.64,1.57,213.2,510.5,103
