dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20200330,000900,0,0.66,5.45,0.02,0.01,0.47,22.23,10.05,70,0,0,0,0,0,0,0,0,0,0,0,0
20200330,001900,0,0.74,6.14,0.02,0.02,0.48,22.05,7.71,94.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,002900,0,0.73,6,0.02,0.02,0.47,21.84,6.52,94.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,003900,0,0.67,5.5,0.02,0.02,0.46,21.76,6.92,135,0,0,0,0,0,0,0,0,0,0,0,0
20200330,004900,0,0.67,5.5,0.02,0.01,0.47,21.73,9.31,76.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,005900,0,0.73,6.04,0.02,0.02,0.48,21.58,7.32,121.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,010900,0,0.64,5.32,0.02,0.01,0.47,21.62,8.64,85.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,011900,0,0.71,5.82,0.02,0.02,0.48,21.41,9.44,103.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,012900,0,0.76,6.26,0.03,0.02,0.47,21.36,12.37,99,0,0,0,0,0,0,0,0,0,0,0,0
20200330,013900,0,0.83,6.88,0.03,0.02,0.47,21.15,11.84,90,0,0,0,0,0,0,0,0,0,0,0,0
20200330,014900,0,0.78,6.47,0.03,0.02,0.48,21.06,11.04,72,0,0,0,0,0,0,0,0,0,0,0,0
20200330,015900,0,0.79,6.5,0.03,0.02,0.47,21.02,9.58,63,0,0,0,0,0,0,0,0,0,0,0,0
20200330,020900,0,0.66,5.41,0.02,0.01,0.45,21.07,9.04,99,0,0,0,0,0,0,0,0,0,0,0,0
20200330,021900,0,0.7,5.78,0.02,0.02,0.46,21.04,10.77,18,0,0,0,0,0,0,0,0,0,0,0,0
20200330,022900,0,0.63,5.16,0.02,0.01,0.46,21.15,7.85,49.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,023900,0,0.6,4.93,0.02,0.01,0.44,21.02,5.32,175,0,0,0,0,0,0,0,0,0,0,0,0
20200330,024900,0,0.62,5.13,0.02,0.01,0.45,21.02,9.31,117,0,0,0,0,0,0,0,0,0,0,0,0
20200330,025900,0,0.54,4.42,0.02,0.01,0.45,20.99,10.37,121.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,030900,0,0.74,6.09,0.03,0.02,0.45,20.71,13.7,72,0,0,0,0,0,0,0,0,0,0,0,0
20200330,031900,0,0.78,6.47,0.03,0.02,0.44,20.59,15.69,101,0,0,0,0,0,0,0,0,0,0,0,0
20200330,032900,0,0.88,7.29,0.03,0.02,0.46,20.46,11.44,121.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,033900,0,0.82,6.75,0.03,0.02,0.46,20.48,13.17,94.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,034900,0,0.79,6.55,0.03,0.02,0.48,20.38,11.44,108,0,0,0,0,0,0,0,0,0,0,0,0
20200330,035900,0,0.81,6.65,0.03,0.02,0.47,20.34,14.9,94.5,0,0,0,0,0,0,0,0,0,0,0,0
20200330,040900,0,0.75,6.16,0.03,0.02,0.44,20.33,11.17,72,0,0,0,0,0,0,0,0,0,0,0,0
20200330,041900,0,0.74,6.11,0.02,0.02,0.46,20.31,12.24,90,0,0,0,0,0,0,0,0,0,0,0,0
