dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20191119,000900,0,5.15,42.49,0.17,0.12,0.46,25.34,15.96,85,0,0,0.1,214.6,0,40.76,0,0,0,0,0,0
20191119,001900,0,4.84,39.89,0.16,0.11,0.47,25.19,9.98,58.5,0,0,0.1,214.6,0,40.56,0,0,0,0,0,0
20191119,002900,0,4.77,39.37,0.16,0.11,0.45,25.13,12.1,94.5,0,0,0.1,214.6,0,41.22,0,0,0,0,0,0
20191119,003900,0,4.59,37.84,0.15,0.1,0.45,24.82,11.97,90,0,0,0.1,214.6,0,42,0,0,0,0,0,0
20191119,004900,0,4.42,36.48,0.15,0.1,0.44,24.62,8.51,76.5,0,0,0.1,214.6,0,41.64,0,0,0,0,0,0
20191119,005900,0,4.3,35.48,0.14,0.1,0.45,24.67,8.25,76.5,0,0,0.1,214.6,0,41.7,0,0,0,0,0,0
20191119,010900,0,4.01,33.08,0.14,0.09,0.47,24.66,12.37,63,0,0,0,0,0,0,0,0,0,0,0,0
20191119,011900,0,3.97,32.78,0.13,0.09,0.44,24.5,10.64,99,0,0,0,0,0,0,0,0,0,0,0,0
20191119,012900,0,4.03,33.24,0.14,0.09,0.46,24.55,10.24,72,0,0,0,0,0,0,0,0,0,0,0,0
20191119,013900,0,4.29,35.44,0.14,0.1,0.47,24.34,14.1,85.5,0,0,0,0,0,0,0,0,0,0,0,0
20191119,014900,0,4.72,38.96,0.16,0.11,0.46,24.14,10.77,92,0,0,0,0,0,0,0,0,0,0,0,0
20191119,015900,0,5.63,46.46,0.19,0.13,0.45,24.14,13.96,63,0,0,0,0,0,0,0,0,0,0,0,0.51
20191119,020900,0,5.86,48.32,0.2,0.13,0.46,23.86,12.5,36,0,0,0,0,0,0,0,0,0,0,0,0
20191119,021900,0,4.99,41.14,0.17,0.11,0.47,23.83,13.57,54,0,0,0,0,0,0,0,0,0,0,0,0
20191119,022900,0,4.52,37.31,0.15,0.1,0.46,23.84,12.1,67.5,0,0,0,0,0,0,0,0,0,0,0,0
20191119,023900,0,4.37,36.03,0.15,0.1,0.47,23.81,9.84,58.5,0,0,0,0,0,0,0,0,0,0,0,0
20191119,024900,0,4.32,35.64,0.14,0.1,0.49,23.99,13.7,40.5,0,0,0,0,0,0,0,0,0,0,0,0.12
20191119,025900,0,4.46,36.8,0.15,0.1,0.47,24.22,12.77,49.5,0,0,0,0,0,0,0,0,0,0,0,0.12
20191119,030900,0,4.3,35.51,0.14,0.1,0.48,24.09,12.24,40.5,0,0,0,0,0,0,0,0,0,0,0,0
20191119,031900,0,4.27,35.25,0.14,0.1,0.47,24.08,12.77,72,0,0,0,0,0,0,0,0,0,0,0,0
20191119,032900,0,4.23,34.91,0.14,0.1,0.47,23.88,9.98,31.5,0,0,0,0,0,0,0,0,0,0,0,0
20191119,033900,0,3.96,32.63,0.13,0.09,0.46,23.9,10.11,4.5,0,0,0,0,0,0,0,0,0,0,0,0.12
20191119,034900,0,3.82,31.54,0.13,0.09,0.47,24.01,6.78,9,0,0,0,0,0,0,0,0,0,0,0,0
20191119,035900,0,3.88,32.05,0.13,0.09,0.45,23.88,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0
20191119,040900,0,3.84,31.68,0.13,0.09,0.46,23.6,7.58,13.5,0,0,0,0,0,0,0,0,0,0,0,0
20191119,041900,0,3.82,31.49,0.13,0.09,0.46,23.25,5.59,13.5,0,0,0,0,0,0,0,0,0,0,0,0
20191119,042900,0,3.6,29.73,0.12,0.08,0.46,23.06,4.26,36,0,0,0,0,0,0,0,0,0,0,0,0
20191119,043900,0,3.59,29.64,0.12,0.08,0.46,23.18,5.32,27,0,0,0,0,0,0,0,0,0,0,0,0
20191119,044900,0,3.96,32.64,0.13,0.09,0.46,23.14,7.71,4.5,0,0,0,0,0,0,0,0,0,0,0,0.31
