dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20200223,000900,0,2.22,18.27,0.13,0.11,0.54,19.65,4.43,175,0,0,0.1,216.1,0,42.3,0.04,0.01,0.01,0,0,0
20200223,001900,0,2.22,18.26,0.13,0.11,0.55,19.48,3.99,180,0,0,0.1,216.1,0,42.42,0.04,0.01,0.01,0,0,0
20200223,002900,0,2.16,17.64,0.19,0.17,0.55,19.41,3.99,175.5,0,0,0.1,216.1,0,42.32,0.09,0.02,0.01,0,0,0
20200223,003900,0,2.12,17.24,0.22,0.21,0.57,19.45,7.58,175.5,0,0,0.1,216.1,0,41.85,0.12,0.02,0.02,0,0,0
20200223,004900,0,2.01,16.35,0.23,0.22,0.56,19.37,11.84,171,0,0,0.1,216.1,0,41.59,0.12,0.02,0.02,0,0,0
20200223,005900,0.11,2.11,17.04,0.29,0.28,0.58,19.13,8.25,189,0,0,0.1,216.1,0,42.09,0.17,0.03,0.02,0,0,0
20200223,010900,0,2.33,19.02,0.24,0.22,0.56,18.97,8.51,175.5,0,0,0,0,0,0,0.12,0.02,0.02,0,0,0
20200223,011900,0,2.4,19.65,0.18,0.16,0.55,18.61,8.51,180,0,0,0,0,0,0,0.08,0.01,0.01,0,0,0
20200223,012900,0,2.74,22.27,0.32,0.3,0.55,18.85,8.64,184.5,0,0,0,0,0,0,0.17,0.03,0.03,0.01,0,0
20200223,013900,0,2.9,23.86,0.16,0.13,0.53,18.66,9.71,166.5,0,0,0,0,0,0,0.05,0.01,0.01,0,0,0
20200223,014900,0,2.77,22.87,0.1,0.07,0.52,18.56,10.77,171,0,0,0,0,0,0,0,0,0,0,0,0
20200223,015900,0,2.59,21.32,0.11,0.08,0.52,18.46,9.84,171,0,0,0,0,0,0,0.02,0,0,0,0,0
20200223,020900,0,2.49,20.24,0.26,0.25,0.55,18.3,6.52,175.5,0,0,0,0,0,0,0.14,0.03,0.02,0,0,0
20200223,021900,0,2.28,18.64,0.2,0.18,0.55,18.26,6.38,162,0,0,0,0,0,0,0.09,0.02,0.01,0,0,0
20200223,022900,0,2.5,20.58,0.14,0.11,0.53,18.1,7.45,162,0,0,0,0,0,0,0.04,0.01,0.01,0,0,0
20200223,023900,0,2.71,22.12,0.25,0.24,0.55,18.34,8.64,148.5,0,0,0,0,0,0,0.12,0.02,0.02,0,0,0
20200223,024900,0,3.06,25.24,0.11,0.07,0.52,18.59,9.18,144,0,0,0,0,0,0,0,0,0,0,0,0
20200223,025900,0,3.31,27.18,0.17,0.14,0.55,18.51,10.91,144,0,0,0,0,0,0,0.05,0.01,0.01,0,0,0
20200223,030900,0,3.24,26.72,0.11,0.07,0.51,18.29,9.04,153,0,0,0,0,0,0,0,0,0,0,0,0
20200223,031900,0,3.46,28.5,0.14,0.1,0.53,18.06,6.78,144,0,0,0,0,0,0,0.02,0,0,0,0,0
20200223,032900,0,3.55,29.25,0.14,0.1,0.52,18.02,6.25,157.5,0,0,0,0,0,0,0.01,0,0,0,0,0
20200223,033900,0,3.57,29.48,0.12,0.08,0.51,17.74,4.12,180,0,0,0,0,0,0,0,0,0,0,0,0
20200223,034900,0,3.76,31,0.16,0.12,0.52,17.54,1.46,180,0,0,0,0,0,0,0.02,0,0,0,0,0
20200223,035900,0,3.81,31.43,0.13,0.09,0.52,17.34,0.4,171,0,0,0,0,0,0,0,0,0,0,0,0
20200223,040900,0,3.96,32.68,0.13,0.09,0.52,17.54,4.39,144,0,0,0,0,0,0,0,0,0,0,0,0
20200223,041900,0,3.81,31.42,0.13,0.09,0.53,17.38,2.39,175.5,0,0,0,0,0,0,0,0,0,0,0,0
20200223,042900,0,4.03,33.23,0.14,0.09,0.53,17.1,5.19,144,0,0,0,0,0,0,0,0,0,0,0,0
20200223,043900,0,4.28,35.28,0.14,0.1,0.51,16.63,5.85,135,0,0,0,0,0,0,0,0,0,0,0,0
20200223,044900,0,4.44,36.59,0.15,0.1,0.51,16.51,6.12,135,0,0,0,0,0,0,0,0,0,0,0,0
20200223,045900,0,4.47,36.91,0.15,0.1,0.52,16.48,7.32,130.5,0,0,0,0,0,0,0,0,0,0,0,0
20200223,050900,0,4.4,36.28,0.15,0.1,0.5,16.65,6.65,144,0,0,0,0,0,0,0,0,0,0,0,0
20200223,051900,0,4.59,37.87,0.16,0.12,0.52,16.56,8.78,135,0,0,0,0,0,0,0.01,0,0,0,0,0
20200223,052900,0,4.55,37.52,0.15,0.1,0.5,16.56,6.65,153,0,0,0,0,0,0,0,0,0,0,0,0
20200223,053900,6,5.1,42.03,0.17,0.12,0.52,16.55,6.65,135,7.67,36.39,0.11,219.07,0.08,456.47,0,0,0,0,0,0
20200223,054900,10,4.49,36.99,0.16,0.11,0.53,17.31,4.79,162,44.8,73.21,0.23,219.62,0.15,488.98,0.01,0,0,0,0,0
20200223,055900,25.5,4.16,34.28,0.15,0.1,0.51,17.52,5.05,139.5,185.3,213.25,0.86,219.69,0.4,527.7,0.01,0,0,0,0,0
20200223,060900,45.8,4.48,36.97,0.16,0.11,0.52,17.88,9.97,135,379.5,406.36,1.74,218.9,0.74,548.22,0,0,0,0,0,0
20200223,061900,51,4.5,37.08,0.15,0.1,0.52,17.99,14.1,121.5,434.2,458.59,1.99,219.53,0.83,550.51,0,0,0,0,0,0
20200223,062900,47.2,4.44,36.57,0.17,0.12,0.53,17.94,16.76,121.5,386.8,417.54,1.79,219.21,0.76,547.18,0.01,0,0,0,0,0
20200223,063900,88.1,4.23,34.88,0.15,0.1,0.53,18.18,15.3,135,779.7,808.44,3.58,218.29,1.44,561.62,0,0,0,0,0,0
20200223,064900,126.8,3.89,32.06,0.13,0.09,0.51,18.91,15.69,121.5,1143.7,1175.15,5.22,219.36,2.08,565.73,0,0,0,0,0,0
20200223,065900,108.9,3.55,29.26,0.12,0.08,0.52,19.11,20.61,126,958.2,983.39,4.38,219.09,1.76,558.42,0,0,0,0,0,0
20200223,070900,121.7,3.38,27.93,0.11,0.08,0.5,19.32,17.69,121.5,1084.1,1113.84,5,217.5,1.97,564.06,0,0,0,0,0,0
20200223,071900,253.2,3.33,27.47,0.11,0.07,0.51,21.07,9.84,135,2369.3,2394.55,10.73,220.38,4.16,574.29,0,0,0,0,0,0
20200223,072900,246.8,2.98,24.58,0.1,0.07,0.51,22.54,9.97,148.5,2312.4,2327.63,10.48,220.1,4.11,564.13,0,0,0,0,0,0
20200223,073900,149.3,3.18,26.25,0.12,0.09,0.52,21.32,16.36,112.5,1348.7,1379.88,6.19,217.93,2.47,558.34,0.01,0,0,0,0,0
20200223,074900,147.6,2.91,23.96,0.12,0.09,0.53,21.32,22.61,112.5,1332.5,1365.18,6.1,218.45,2.43,562.02,0.02,0,0,0,0,0
20200223,075900,176.9,2.83,23.32,0.1,0.07,0.53,21.69,14.5,130.5,1605.9,1639.39,7.34,218.94,2.9,565.16,0,0,0,0,0,0
20200223,080900,222.8,3.12,25.67,0.15,0.12,0.54,22.38,17.42,117,2050.1,2085.09,9.39,218.56,3.7,563.84,0.03,0.01,0,0,0,0
20200223,081900,256.2,3.34,27.56,0.13,0.1,0.52,23.14,7.05,139.5,2333,2395.12,10.63,219.56,4.26,562.03,0.02,0,0,0,0,0
20200223,082900,335.9,2.44,20.1,0.08,0.06,0.51,24.47,13.57,112.5,3091.8,3135.93,14.01,220.72,5.59,561.39,0,0,0,0,0,0
20200223,083900,385.1,2.5,20.5,0.15,0.12,0.54,24.66,18.09,117,3543.7,3593.72,16.09,220.24,6.41,560.26,0.05,0.01,0.01,0,0,0
20200223,084900,408.3,2.79,22.74,0.29,0.27,0.56,25.63,17.16,126,3716.2,3762.75,16.85,220.56,6.76,556.41,0.15,0.03,0.02,0,0,0
20200223,085900,498.7,1.99,16.24,0.17,0.16,0.56,26.65,18.09,72,4517.9,4551.05,20.31,221.78,8.25,551.84,0.08,0.01,0.01,0,0,0
20200223,090900,474.8,1.97,16.22,0.1,0.09,0.54,26.9,17.42,85.5,4270.7,4212.54,19.06,220.8,7.66,549.64,0.03,0,0,0,0,0
20200223,091900,512.9,1.92,15.8,0.11,0.1,0.54,27.7,14.9,101,4589,4580.28,20.59,220.43,8.35,548.11,0.04,0.01,0,0,0,0
20200223,092900,456.3,2.01,16.6,0.07,0.05,0.51,27.44,22.74,54,4073.4,4084.3,18.33,220.86,7.48,545.42,0,0,0,0,0,0
20200223,093900,454,2.17,17.92,0.07,0.05,0.49,27.66,15.56,99,4040.4,4100.25,18.35,220.35,7.51,546.11,0,0,0,0,0,0
20200223,094900,522.3,2.43,20.09,0.08,0.06,0.49,27.59,17.82,110.25,4601.6,4668.74,20.85,220.67,8.52,547.85,0,0,0,0,0,0
20200223,095900,630.6,2.4,19.82,0.08,0.05,0.47,28.34,24.21,72,5384.5,5434.76,24.17,222.03,9.94,544.67,0,0,0,0,0,0
