dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20200214,000900,0,1.91,15.8,0.06,0.04,0.44,22.51,1.63,35,0,0,0.1,211.7,0,39.97,0,0,0,0,0,0
20200214,001900,0,2.15,17.78,0.07,0.05,0.44,21.87,2.13,216,0,0,0.1,211.7,0,41.56,0,0,0,0,0,0
20200214,002900,0,2.11,17.4,0.07,0.05,0.44,21.95,1.33,171,0,0,0.1,211.7,0,40.85,0,0,0,0,0,0
20200214,003900,0,1.91,15.74,0.06,0.04,0.45,22.29,4.39,130.5,0,0,0.1,211.7,0,39.8,0,0,0,0,0,0
20200214,004900,0,2.03,16.78,0.07,0.04,0.45,22.35,4.66,135,0,0,0.1,211.7,0,40.09,0,0,0,0,0,0
20200214,005900,0,1.99,16.44,0.07,0.05,0.47,22.4,7.05,144,0,0,0.06,7092098155642655e28,0,40.23,0,0,0,0,0,0
20200214,010900,0,1.97,16.25,0.07,0.04,0.46,22.47,7.18,117,0,0,0,2026313758755044e29,0,40.29,0,0,0,0,0,0
20200214,011900,0,2.05,16.93,0.07,0.04,0.46,22.54,10.37,72,0,0,0,2026313758755044e29,0,39.25,0,0,0,0,0,0
20200214,012900,0,2.03,16.76,0.07,0.05,0.43,22.53,9.31,103.5,0,0,0,2026313758755044e29,0,39.49,0,0,0,0,0,0
20200214,013900,0,2.01,16.61,0.07,0.05,0.44,22.71,9.58,121.5,0,0,0,2026313758755044e29,0,40.02,0,0,0,0,0,0
20200214,014900,0,2.02,16.69,0.07,0.05,0.46,22.46,9.71,117,0,0,0,2026313758755044e29,0,40.68,0,0,0,0,0,0
20200214,015900,0,1.96,16.2,0.06,0.04,0.46,22.31,6.38,126,0,0,0,2026313758755044e29,0,40.26,0,0,0,0,0,0
20200214,020900,0,2.06,16.95,0.07,0.05,0.47,22.36,9.18,99,0,0,0,2026313758755044e29,0,39.72,0,0,0,0,0,0
20200214,021900,0,1.96,16.16,0.06,0.04,0.46,22.3,9.58,112.5,0,0,0,2026313758755044e29,0,40.53,0,0,0,0,0,0
20200214,022900,0,1.98,16.31,0.07,0.04,0.46,22.37,5.98,121.5,0,0,0,2026313758755044e29,0,40.73,0,0,0,0,0,0
20200214,023900,0,1.95,16.12,0.06,0.04,0.47,22.42,10.51,108,0,0,0,2026313758755044e29,0,39.99,0,0,0,0,0,0
20200214,024900,0,1.96,16.14,0.06,0.05,0.47,22.37,9.71,108,0,0,0,2026313758755044e29,0,39.69,0,0,0,0,0,0
