dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20191009,000900,0,2.61,21.58,0.09,0.06,0.46,20.57,6.06,95,0,0,0,0,0,0,0,0,0,0,0,0
20191009,001900,0,2.69,22.18,0.09,0.06,0.47,20.68,9.84,94.5,0,0,0,0,0,0,0,0,0,0,0,0.06
20191009,002900,0,2.94,24.23,0.1,0.06,0.48,20.52,8.25,90,0,0,0,0,0,0,0,0,0,0,0,0
20191009,003900,0,2.59,21.38,0.09,0.06,0.44,20.28,5.72,99,0,0,0,0,0,0,0,0,0,0,0,0.26
20191009,004900,0,2.53,20.85,0.08,0.06,0.46,20.35,5.72,126,0,0,0,0,0,0,0,0,0,0,0,0.06
20191009,005900,0,2.5,20.67,0.08,0.06,0.47,20.27,5.59,117,0,0,0,0,0,0,0,0,0,0,0,0
20191009,010900,0,2.28,18.83,0.08,0.05,0.46,20.36,7.18,94.5,0,0,0,0,0,0,0,0,0,0,0,0.26
20191009,011900,0,2.39,19.7,0.08,0.06,0.46,20.25,5.05,103.5,0,0,0,0,0,0,0,0,0,0,0,0
20191009,012900,0,2.24,18.48,0.07,0.05,0.46,20.06,6.65,90,0,0,0,0,0,0,0,0,0,0,0,0.26
20191009,013900,0,2.44,20.12,0.08,0.05,0.47,19.89,5.05,108,0,0,0,0,0,0,0,0,0,0,0,0.12
20191009,014900,0,2.5,20.58,0.08,0.06,0.44,20.1,7.71,99,0,0,0,0,0,0,0,0,0,0,0,0
20191009,015900,0,2.45,20.22,0.08,0.06,0.44,20.07,8.11,94.5,0,0,0,0,0,0,0,0,0,0,0,0
20191009,020900,0,2.51,20.74,0.08,0.06,0.46,19.94,8.38,103.5,0,0,0,0,0,0,0,0,0,0,0,0
20191009,021900,0,2.43,20.02,0.08,0.06,0.47,19.97,5.19,108,0,0,0,0,0,0,0,0,0,0,0,0
20191009,022900,0,2.72,22.46,0.09,0.06,0.45,19.86,3.19,126,0,0,0,0,0,0,0,0,0,0,0,0
20191009,023900,0,2.87,23.69,0.1,0.07,0.45,19.76,8.78,103.5,0,0,0,0,0,0,0,0,0,0,0,0
20191009,024900,0,2.69,22.16,0.09,0.06,0.47,19.59,6.25,108,0,0,0,0,0,0,0,0,0,0,0,0.32
20191009,025900,0,2.74,22.58,0.09,0.06,0.46,19.64,5.59,103.5,0,0,0,0,0,0,0,0,0,0,0,0.06
20191009,030900,0,2.88,23.73,0.09,0.06,0.46,19.59,3.19,130.5,0,0,0,0,0,0,0,0,0,0,0,0
20191009,031900,0,3.13,25.8,0.1,0.07,0.47,19.5,2.79,126,0,0,0,0,0,0,0,0,0,0,0,0.24
20191009,032900,0,4.29,35.35,0.14,0.1,0.46,19.17,0.93,126,0,0,0,0,0,0,0,0,0,0,0,0
20191009,033900,0,5.18,42.7,0.17,0.12,0.48,19.19,3.33,130.5,0,0,0,0,0,0,0,0,0,0,0,0
20191009,034900,0,6.44,53.09,0.21,0.15,0.46,19.35,4.66,112.5,0,0,0,0,0,0,0,0,0,0,0,0.06
20191009,035900,0,7.38,60.92,0.25,0.17,0.48,19.32,7.85,103.5,0,0,0,0,0,0,0,0,0,0,0,0.46
20191009,040900,0,6.57,54.18,0.22,0.15,0.47,19.23,7.18,108,0,0,0,0,0,0,0,0,0,0,0,0.06
20191009,041900,0,5.79,47.82,0.19,0.13,0.48,19.2,8.38,94.5,0,0,0,0,0,0,0,0,0,0,0,0.12
20191009,042900,0,5.36,44.22,0.18,0.12,0.48,19.16,6.12,99,0,0,0,0,0,0,0,0,0,0,0,0.12
20191009,043900,0,4.11,33.87,0.14,0.09,0.46,19.21,6.38,90,0,0,0,0,0,0,0,0,0,0,0,0
20191009,044900,0,3.77,31.13,0.13,0.09,0.48,19.05,5.45,90,0,0,0,0,0,0,0,0,0,0,0,0
20191009,045900,0,3.98,32.85,0.13,0.09,0.47,18.95,1.86,90,0,0,0,0,0,0,0,0,0,0,0,0.46
20191009,050900,0,4.12,33.98,0.14,0.09,0.46,18.89,0.53,90,0,0,0,0,0,0,0,0,0,0,0,0
20191009,051900,6,4.13,34.03,0.14,0.1,0.44,19.05,3.99,67.5,12,41.31,0.1,219.6,0.09,459,0,0,0,0,0,0.38
20191009,052900,11.5,4.26,35.17,0.14,0.1,0.46,19.07,4.26,58.5,67.4,95.87,0.33,218.65,0.19,499.58,0,0,0,0,0,4.64
20191009,053900,25.2,4.18,34.52,0.14,0.09,0.46,19.48,4.92,81,203.2,228.32,0.93,218.46,0.43,531.07,0,0,0,0,0,23.4
20191009,054900,43.2,4.63,38.24,0.15,0.1,0.45,19.77,5.05,72,381.2,407.64,1.76,217.75,0.74,546.66,0,0,0,0,0,38.67
20191009,055900,60.4,4.76,39.28,0.16,0.11,0.45,20.1,6.92,90,542.7,564.14,2.49,217.27,1.01,556.86,0,0,0,0,0,62.67
20191009,060900,102.8,5.14,42.43,0.17,0.12,0.45,21.23,8.78,90,873.9,887.11,3.94,218.32,1.54,574.54,0,0,0,0,0,111.06
20191009,061900,121,5.41,44.62,0.18,0.12,0.46,21.81,9.58,85.5,1051.7,1081.98,4.85,217.71,1.9,569.67,0,0,0,0,0,126.52
20191009,062900,121,5.8,47.83,0.19,0.13,0.45,21.52,9.18,76.5,1082.6,1122.36,5.02,216.28,1.98,565.44,0,0,0,0,0,115.82
20191009,063900,160.4,6.07,50.11,0.2,0.14,0.44,22.43,10.51,63,1426.6,1440.45,6.52,217.54,2.55,563.39,0,0,0,0,0,160.83
20191009,064900,204.3,6.05,49.94,0.2,0.14,0.44,23.17,8.64,67.5,1872.5,1897.98,8.5,219.04,3.28,574.74,0,0,0,0,0,198.11
20191009,065900,193,5.97,49.22,0.2,0.14,0.45,23.72,7.18,90,1798.7,1833.12,8.24,217.91,3.2,567.85,0,0,0,0,0,199.9
20191009,070900,343,5.71,47.16,0.19,0.13,0.43,24.77,13.96,63,3210.7,3255.84,14.66,218.37,5.66,572.88,0,0,0,0,0,363.51
20191009,071900,398.1,5.82,48,0.19,0.13,0.44,25.5,17.42,63,3661.4,3685.18,16.7,218.81,6.48,566.77,0,0,0,0,0,412.5
20191009,072900,503.8,5.57,46,0.19,0.13,0.43,26.45,16.62,63,4605.05,4683.89,20.92,220.57,8.31,563.66,0,0,0,0,0,479.52
20191009,073900,460.1,5.12,42.24,0.17,0.12,0.44,26.33,17.96,58.5,4255.6,4346.55,19.39,218.55,7.75,560.29,0,0,0,0,0,495.59
20191009,074900,487.4,4.76,39.28,0.16,0.11,0.44,26.93,17.42,72,4407.9,4409.77,20.35,215.75,7.89,557.53,0,0,0,0,0,464.85
20191009,075900,406,4.4,36.28,0.15,0.1,0.44,26.29,18.62,81,3776.8,3831.55,17.5,214.96,6.81,561.9,0,0,0,0,0,432.72
20191009,080900,260,4.18,34.5,0.14,0.09,0.43,26.04,18.35,85.5,2504.7,2576.28,11.76,214.32,4.63,555.47,0,0,0,0,0,282.99
