dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20191024,000900,0,1.97,16.22,0.07,0.04,0.45,22.9,12.56,75,0,0,0,0,0,0,0,0,0,0,0,0
20191024,001900,0,2.1,17.3,0.07,0.05,0.44,22.87,18.35,40.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,002900,0,2.16,17.79,0.07,0.05,0.45,22.68,13.3,49.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,003900,0,2.04,16.86,0.07,0.05,0.45,22.65,14.63,45,0,0,0,0,0,0,0,0,0,0,0,0
20191024,004900,0,1.98,16.35,0.07,0.04,0.44,22.66,15.03,49.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,005900,0,1.9,15.72,0.06,0.04,0.43,22.63,14.63,63,0,0,0,0,0,0,0,0,0,0,0,0
20191024,010900,0,2.08,17.2,0.07,0.05,0.44,22.45,11.3,76.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,011900,0,2.01,16.6,0.07,0.04,0.44,22.19,16.23,76.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,012900,0,2.1,17.33,0.07,0.05,0.43,21.96,15.29,72,0,0,0,0,0,0,0,0,0,0,0,0
20191024,013900,0,2.23,18.39,0.08,0.05,0.44,21.82,16.62,54,0,0,0,0,0,0,0,0,0,0,0,0
20191024,014900,0,2.2,18.12,0.07,0.05,0.43,21.62,13.3,49.5,0,0,0,0,0,0,0,0,0,0,0,0.12
20191024,015900,0,2.17,17.89,0.07,0.05,0.44,21.73,15.03,45,0,0,0,0,0,0,0,0,0,0,0,0
20191024,020900,0,2.24,18.47,0.08,0.05,0.44,21.79,14.23,76.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,021900,0,2.31,19.02,0.08,0.05,0.43,21.69,16.49,31.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,022900,0,2.33,19.24,0.08,0.05,0.45,21.59,16.76,49.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,023900,0,2.53,20.88,0.08,0.06,0.46,21.51,13.17,67.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,024900,0,2.73,22.5,0.09,0.06,0.43,21.29,12.9,40.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,025900,0,2.95,24.36,0.1,0.07,0.45,21.44,13.43,49.5,0,0,0,0,0,0,0,0,0,0,0,0
20191024,030900,0,2.94,24.27,0.1,0.07,0.44,21.36,10.84,42.75,0,0,0,0,0,0,0,0,0,0,0,0
20191024,031900,0,2.69,22.23,0.09,0.06,0.45,21.38,12.63,40.5,0,0,0,0,0,0,0,0,0,0,0,0.51
20191024,032900,0,2.63,21.71,0.09,0.06,0.45,21.51,12.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0.12
20191024,033900,0,2.56,21.08,0.08,0.06,0.44,21.62,11.17,18,0,0,0,0,0,0,0,0,0,0,0,0
20191024,034900,0,2.48,20.48,0.08,0.06,0.44,21.8,11.04,31.5,0,0,0,0,0,0,0,0,0,0,0,0.31
