dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20191123,000900,0,6.12,50.46,0.2,0.14,0.45,24.98,8.57,0,0,0,0.1,214.7,0,40.34,0,0,0,0,0.25,0
20191123,001900,0,5.96,49.17,0.2,0.13,0.46,24.93,13.83,51.5,0,0,0.1,214.7,0,38.08,0,0,0,0,0.5,0
20191123,002900,0,4.63,38.18,0.16,0.1,0.46,24.39,5.85,65,0,0,0.1,214.7,0,38.21,0,0,0,0,0.5,0
20191123,003900,0,4.17,34.36,0.14,0.09,0.46,24.23,5.72,143.5,0,0,0.1,214.7,0,38.96,0,0,0,0,0.5,0
20191123,004900,0,3.84,31.65,0.13,0.09,0.46,23.86,9.98,85,0,0,0.1,214.7,0,38.6,0,0,0,0,0.5,0
20191123,005900,0,3.88,31.98,0.13,0.09,0.44,23.6,9.44,60.5,0,0,0.1,214.7,0,39.8,0,0,0,0,0.5,0
20191123,010900,0,3.77,31.06,0.12,0.09,0.45,23.48,9.71,42.5,0,0,0,0,0,0,0,0,0,0,0.5,0
20191123,011900,0,3.57,29.48,0.12,0.08,0.45,23.26,4.39,222,0,0,0,0,0,0,0,0,0,0,0.5,0
20191123,012900,0,3.49,28.76,0.12,0.08,0.46,23.19,2.93,238.5,0,0,0,0,0,0,0,0,0,0,0.5,0
20191123,013900,0,3.56,29.36,0.12,0.08,0.47,22.94,1.33,242,0,0,0,0,0,0,0,0,0,0,0.75,0
20191123,014900,0,3.57,29.48,0.12,0.08,0.46,22.75,1.06,117,0,0,0,0,0,0,0,0,0,0,1,0
20191123,015900,0,3.49,28.77,0.12,0.08,0.45,22.77,2.13,175.5,0,0,0,0,0,0,0,0,0,0,1.25,0
20191123,020900,0,3.54,29.18,0.12,0.08,0.45,22.87,2.66,182,0,0,0,0,0,0,0,0,0,0,1.25,0
20191123,021900,0,3.63,29.93,0.12,0.08,0.45,22.72,3.59,119,0,0,0,0,0,0,0,0,0,0,1.25,0
20191123,022900,0,3.56,29.39,0.12,0.08,0.44,22.61,1.86,0,0,0,0,0,0,0,0,0,0,0,1.25,0
20191123,023900,0,3.69,30.45,0.12,0.08,0.45,22.64,2.79,36,0,0,0,0,0,0,0,0,0,0,1.25,0
20191123,024900,0,3.51,28.98,0.12,0.08,0.46,22.79,4.39,54,0,0,0,0,0,0,0,0,0,0,1.75,0
20191123,025900,0,3.33,27.42,0.11,0.08,0.46,22.46,0.53,302.5,0,0,0,0,0,0,0,0,0,0,2,0
