dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20200501,000900,0,2.87,23.72,0.09,0.06,0.45,22.31,12.92,109.29,0,0,0,0,0,0,0,0,0,0,0,0
20200501,001900,0,3.04,25.05,0.1,0.07,0.48,22.29,11.7,121.5,0,0,0,0,0,0,0,0,0,0,0,0
20200501,002900,0,2.81,23.2,0.09,0.06,0.49,22.19,13.03,108,0,0,0,0,0,0,0,0,0,0,0,0
20200501,003900,0,2.57,21.2,0.09,0.06,0.47,22.07,8.25,103.5,0,0,0,0,0,0,0,0,0,0,0,0
20200501,004900,0,2.64,21.78,0.09,0.06,0.46,21.71,6.78,126,0,0,0,0,0,0,0,0,0,0,0,0
20200501,005900,0,2.63,21.66,0.09,0.06,0.48,21.38,3.86,117,0,0,0,0,0,0,0,0,0,0,0,0
20200501,010900,0,2.94,24.29,0.1,0.07,0.46,21.49,8.91,108,0,0,0,0,0,0,0,0,0,0,0,0
20200501,011900,0,2.99,24.64,0.1,0.07,0.47,21.53,8.25,108,0,0,0,0,0,0,0,0,0,0,0,0
20200501,012900,0,3.22,26.57,0.11,0.08,0.49,21.46,7.98,135,0,0,0,0,0,0,0,0,0,0,0,0
20200501,013900,0,3.1,25.56,0.1,0.07,0.52,21.47,9.44,121.5,0,0,0,0,0,0,0,0,0,0,0,0
20200501,014900,0,3.01,24.82,0.1,0.07,0.49,21.53,7.85,108,0,0,0,0,0,0,0,0,0,0,0,0
20200501,015900,0,3.02,24.87,0.1,0.07,0.48,21.38,6.52,117,0,0,0,0,0,0,0,0,0,0,0,0
20200501,020900,0,3,24.77,0.1,0.07,0.48,21.31,6.92,148.5,0,0,0,0,0,0,0,0,0,0,0,0
20200501,021900,0,3.18,26.24,0.11,0.07,0.48,21.26,8.51,139.5,0,0,0,0,0,0,0,0,0,0,0,0
