dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_AC,P_DC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est
20200318,000900,0,3.71,30.59,0.12,0.08,0.49,22.75,0,175,0,0,0,2026313758755044e29,0,41.57,0,0,0,0,0,0
20200318,001900,0,3.72,30.64,0.12,0.08,0.5,22.64,0,175.5,0,0,0,2026313758755044e29,0,42.46,0,0,0,0,0,0
20200318,002900,0,3.58,29.5,0.12,0.08,0.49,22.54,0,180,0,0,0,2026313758755044e29,0,42.36,0,0,0,0,0,0
20200318,003900,0,3.55,29.28,0.12,0.08,0.47,22.36,0,180,0,0,0,2026313758755044e29,0,42.09,0,0,0,0,0,0
20200318,004900,0,3.14,25.91,0.1,0.07,0.49,22.37,0,171,0,0,0,2026313758755044e29,0,42.28,0,0,0,0,0,0
20200318,005900,0,3.12,25.73,0.1,0.07,0.5,22.49,0,171,0,0,0,2026313758755044e29,0,42.86,0,0,0,0,0,0
20200318,010900,0,3.6,29.68,0.12,0.08,0.48,22.54,0,175.5,0,0,0,2026313758755044e29,0,43.1,0,0,0,0,0,0
20200318,011900,0,3.63,29.92,0.12,0.08,0.49,22.31,0,175.5,0,0,0,2026313758755044e29,0,42.76,0,0,0,0,0,0
20200318,012900,0,4.22,34.78,0.14,0.1,0.47,22.48,0,180,0,0,0,2026313758755044e29,0,43,0,0,0,0,0,0
20200318,013900,0,4.12,34,0.14,0.09,0.49,22.27,0,180,0,0,0,2026313758755044e29,0,43.72,0,0,0,0,0,0
20200318,014900,0,3.48,28.75,0.12,0.08,0.47,22.16,0,180,0,0,0,2026313758755044e29,0,44.31,0,0,0,0,0,0
20200318,015900,0,2.75,22.66,0.09,0.06,0.48,22.09,0,175.5,0,0,0,2026313758755044e29,0,43.44,0,0,0,0,0,0
20200318,020900,0,2.86,23.64,0.1,0.06,0.49,22.28,0,180,0,0,0,2026313758755044e29,0,43.83,0,0,0,0,0,0
20200318,021900,0,2.94,24.23,0.1,0.07,0.5,22.29,0,175.5,0,0,0,2026313758755044e29,0,44.44,0,0,0,0,0,0
20200318,022900,0,2.84,23.42,0.09,0.06,0.48,21.95,0,175.5,0,0,0,2026313758755044e29,0,44.99,0,0,0,0,0,0
20200318,023900,0,3.42,28.18,0.11,0.08,0.49,21.68,0,175.5,0,0,0,2026313758755044e29,0,43.91,0,0,0,0,0,0
20200318,024900,0,3.52,29.09,0.12,0.08,0.52,21.74,0,175.5,0,0,0,2026313758755044e29,0,43.8,0,0,0,0,0,0
20200318,025900,0,3.22,26.59,0.11,0.08,0.49,21.94,0,175.5,0,0,0,2026313758755044e29,0,44.52,0,0,0,0,0,0
20200318,030900,0,2.75,22.66,0.09,0.06,0.48,21.98,0,180,0,0,0,2026313758755044e29,0,44.68,0,0,0,0,0,0
20200318,031900,0,2.52,20.82,0.08,0.06,0.51,22.23,0,180,0,0,0,2026313758755044e29,0,44.36,0,0,0,0,0,0
20200318,032900,0,2.33,19.21,0.08,0.05,0.49,22.32,0,180,0,0,0,2026313758755044e29,0,44.47,0,0,0,0,0,0
20200318,033900,0,2.24,18.48,0.07,0.05,0.5,22.04,0,180,0,0,0,2026313758755044e29,0,44.6,0,0,0,0,0,0
20200318,034900,0,2.41,19.88,0.08,0.06,0.48,21.8,0,171,0,0,0,2026313758755044e29,0,44.4,0,0,0,0,0,0
20200318,035900,0,2.23,18.41,0.07,0.05,0.47,21.71,0,175.5,0,0,0,2026313758755044e29,0,44.11,0,0,0,0,0,0
20200318,040900,0,2,16.47,0.07,0.04,0.47,21.66,0,180,0,0,0,2026313758755044e29,0,44.1,0,0,0,0,0,0
20200318,041900,0,1.94,16.01,0.06,0.04,0.46,21.84,0,180,0,0,0,2026313758755044e29,0,44.74,0,0,0,0,0,0
20200318,042900,0,1.99,16.4,0.07,0.04,0.47,21.58,0,175.5,0,0,0,2026313758755044e29,0,45.17,0,0,0,0,0,0
20200318,043900,0,2.19,18.12,0.07,0.05,0.48,21.46,0,175.5,0,0,0,2026313758755044e29,0,44.4,0,0,0,0,0,0
20200318,044900,0,2.31,19.09,0.08,0.05,0.48,21.59,0,180,0,0,0,2026313758755044e29,0,45.24,0,0,0,0,0,0
