data,hora,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel
22/10/2019,17:30,,0.97,0.03,0,0,8.04,0.02,0,0,0.53,0,315,0
22/10/2019,17:31,,1.19,0.04,0,0,9.79,0.03,0,0,0.54,0,315,0
22/10/2019,17:32,,0.9,0.04,0.01,0,7.43,0.03,0,0,0.54,0,315,0
22/10/2019,17:33,,1,0.13,0.07,0.01,8.09,0.12,0.01,0,0.54,0,315,0
22/10/2019,17:34,,0.98,0.03,0,0,8.05,0.02,0,0,0.53,0,315,0
22/10/2019,17:35,,0.72,0.08,0.04,0.01,5.9,0.07,0.01,0,0.54,0,315,0
22/10/2019,17:36,,0.74,0.02,0,0,6.14,0.02,0,0,0.53,0,315,0
22/10/2019,17:37,,0.8,0.03,0,0,6.64,0.02,0,0,0.53,0,315,0
22/10/2019,17:40,,1.11,0.17,0.1,0.02,8.96,0.17,0.02,0,0.54,0,315,0
22/10/2019,17:41,,1.42,0.23,0.14,0.02,11.46,0.23,0.03,0,0.54,0,315,0
22/10/2019,17:42,,1.27,0.21,0.13,0.02,10.18,0.21,0.02,0,0.54,0,315,0
22/10/2019,17:43,,0.98,0.17,0.11,0.02,7.83,0.17,0.02,0,0.54,0,315,0
22/10/2019,17:44,,0.81,0.13,0.08,0.01,6.56,0.13,0.01,0,0.55,0,315,0
22/10/2019,17:45,,0.93,0.17,0.1,0.02,7.46,0.17,0.02,0,0.54,21.12,315,0
22/10/2019,17:46,,1.33,0.27,0.17,0.03,10.6,0.27,0.03,0.01,0.54,0,315,0
22/10/2019,17:47,,1.15,0.06,0.01,0,9.45,0.04,0,0,0.53,0,315,0
22/10/2019,17:48,,1.37,0.23,0.14,0.02,10.99,0.23,0.03,0,0.54,0,315,0
22/10/2019,17:49,,1.43,0.3,0.19,0.03,11.4,0.31,0.03,0.01,0.55,0,315,0
22/10/2019,17:50,,1.52,0.34,0.22,0.03,12.11,0.34,0.04,0.01,0.55,0,315,0
22/10/2019,17:51,,1.49,0.35,0.22,0.04,11.85,0.35,0.04,0.01,0.56,0,315,0
22/10/2019,17:54,,3.85,2.27,1.62,0.26,28.5,2.38,0.29,0.05,0.76,20.81,315,0
22/10/2019,17:55,,3.36,2.07,1.48,0.24,24.73,2.17,0.27,0.04,0.75,0,315,0
22/10/2019,17:56,,4.22,2.87,2.06,0.33,30.71,3.02,0.37,0.06,0.78,0,315,0
22/10/2019,17:57,,3.48,2.3,1.65,0.26,25.38,2.42,0.3,0.05,0.76,0,315,0
22/10/2019,17:59,,2.96,1.64,1.17,0.19,22.1,1.72,0.21,0.03,0.71,20.94,315,0
22/10/2019,18:00,,2.83,1.23,0.86,0.14,21.64,1.28,0.15,0.03,0.65,-127,315,0
22/10/2019,18:01,,2.82,1.02,0.7,0.11,21.85,1.06,0.13,0.02,0.63,-127,315,0
22/10/2019,18:02,,3.28,0.92,0.61,0.1,25.81,0.94,0.11,0.02,0.59,-127,315,0
22/10/2019,18:03,,2.26,0.51,0.33,0.05,18.03,0.51,0.06,0.01,0.57,-127,315,0
22/10/2019,18:04,,3.22,0.11,0,0,26.58,0.07,0,0,0.53,20.81,315,0
22/10/2019,18:06,,3.87,0.13,0,0,31.95,0.09,0,0,0.51,20.75,315,0
22/10/2019,18:07,,3.86,0.13,0,0,31.88,0.09,0,0,0.5,-127,315,0
22/10/2019,18:08,,4.04,0.13,0,0,33.29,0.09,0,0,0.49,-127,315,0
22/10/2019,18:09,,4.03,0.13,0,0,33.27,0.09,0,0,0.5,-127,315,0
22/10/2019,18:10,,4.47,0.15,0,0,36.88,0.1,0,0,0.51,-127,315,0
22/10/2019,18:11,,3.45,0.11,0,0,28.45,0.08,0,0,0.48,-127,315,0
22/10/2019,18:12,,3.41,0.11,0,0,28.1,0.08,0,0,0.5,-127,315,0
22/10/2019,18:13,,3.51,0.12,0,0,28.99,0.08,0,0,0.51,-127,315,0
22/10/2019,18:14,,3.06,0.1,0,0,25.24,0.07,0,0,0.5,-127,315,0
22/10/2019,18:15,,3.2,0.11,0,0,26.4,0.07,0,0,0.51,-127,315,0
22/10/2019,18:16,,3,0.1,0,0,24.76,0.07,0,0,0.5,-127,315,0
22/10/2019,18:17,,2.29,0.08,0,0,18.92,0.05,0,0,0.51,-127,315,0
22/10/2019,18:18,,2.34,0.08,0,0,19.32,0.05,0,0,0.51,-127,315,0
22/10/2019,18:19,,2.02,0.07,0,0,16.67,0.05,0,0,0.5,-127,315,0
22/10/2019,18:20,,2.46,0.08,0,0,20.27,0.06,0,0,0.51,-127,315,0
22/10/2019,18:21,,1.94,0.06,0,0,15.97,0.04,0,0,0.52,-127,315,0
22/10/2019,18:22,,2.18,0.07,0,0,17.96,0.05,0,0,0.52,-127,315,0
22/10/2019,18:23,,1.88,0.06,0,0,15.53,0.04,0,0,0.52,-127,315,0
22/10/2019,18:24,,1.79,0.06,0,0,14.75,0.04,0,0,0.52,-127,315,0
22/10/2019,18:25,,2.72,0.09,0,0,22.46,0.06,0,0,0.52,-127,315,0
22/10/2019,18:26,,2.22,0.07,0,0,18.28,0.05,0,0,0.51,-127,315,0
22/10/2019,18:27,,2.55,0.08,0,0,21.03,0.06,0,0,0.51,-127,315,0
22/10/2019,18:28,,2.73,0.09,0,0,22.54,0.06,0,0,0.52,-127,315,0
22/10/2019,18:29,,2.53,0.08,0,0,20.87,0.06,0,0,0.5,-127,315,0
22/10/2019,18:30,,2.6,0.09,0,0,21.44,0.06,0,0,0.49,-127,315,0
22/10/2019,18:31,,2.52,0.08,0,0,20.83,0.06,0,0,0.5,-127,315,0
22/10/2019,18:32,,2.72,0.09,0,0,22.46,0.06,0,0,0.48,-127,315,0
22/10/2019,18:33,,3.03,0.1,0,0,25,0.07,0,0,0.49,-127,315,0
22/10/2019,18:34,,2.57,0.09,0,0,21.2,0.06,0,0,0.5,-127,315,0
22/10/2019,18:35,,2.87,0.1,0,0,23.65,0.06,0,0,0.5,-127,315,0
22/10/2019,18:36,,2.23,0.07,0,0,18.42,0.05,0,0,0.5,-127,315,0
22/10/2019,18:37,,2.25,0.07,0,0,18.59,0.05,0,0,0.5,-127,315,0
