dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191116,000000,0.07,0,0.09,215.3,0,0,45.83,0,8.52,70.26,0.28,0.19,0,0,0,0,0.48,18.36,0.07,170.08,0,-0.173137,-0.173137,0.827727,0.827727
20191116,010000,0.17,0,0,0,0,0,0,0,7.77,64.12,0.26,0.18,0,0,0,0,0.48,18.1,0,171.75,0,0,0,0,1
20191116,020000,0.07,0,0,0,0,0,0,0,5.11,42.16,0.17,0.12,0,0,0,0,0.46,17.42,0.04,168,0,-0.20944,-0.20944,0.792088,0.792088
20191116,030000,0.07,0,0,0,0,0,0,0,5.19,42.84,0.17,0.12,0,0,0,0,0.46,17.15,0.18,168.75,0,-0.19635,-0.19635,0.80491,0.80491
20191116,040000,0.08,8.6,0.18,219.94,32,0.12,492.69,60.46,4.52,37.26,0.15,0.1,0,0,0,0,0.47,17.03,0,172.5,0,0,0,0,1
20191116,050000,83.63,49.73,1.9,219.11,413.18,0.76,565.32,439.95,4.14,34.14,0.14,0.09,0,0,0,0,0.45,21.2,0.04,170.25,0,-0.17017,-0.17017,0.83065,0.83065
20191116,060000,313.96,246.88,10.19,219.59,2237.15,3.91,584.66,2275.25,3.11,25.69,0.1,0.07,0,0,0,0,0.45,26.69,2.62,153.75,0,-0.458149,-0.458149,0.557711,0.557711
20191116,070000,556.46,518,21.27,221.48,4711.48,8.52,561.77,4779.07,2.88,23.73,0.1,0.06,0,0,0,0,0.44,25.35,6.07,148.5,0,-0.549779,-0.549779,0.477501,0.477501
20191116,080000,771.1,756.42,29.48,222.62,6572,12.48,535.33,6672.83,2.92,24.06,0.1,0.07,0,0,0,0,0.43,28.27,6.41,130.5,0,-0.863938,-0.863938,0.239594,0.239594
20191116,090000,932,937.68,34.88,223.55,7798.9,15.45,513.66,7933,3.03,24.97,0.1,0.07,0,0,0,0,0.44,31.22,7.47,171,0,-0.15708,-0.15708,0.843566,0.843566
20191116,100000,1030.89,1049.8,37.05,223.12,8268.6,16.18,520.78,8420.83,2.85,23.54,0.09,0.06,0,0,0,0,0.44,30.73,6.56,153.5,0,-0.462512,-0.462512,0.553802,0.553802
20191116,110000,1063.7,1086.9,37.15,222.83,8280.07,15.83,533.09,8435.77,2.9,23.9,0.1,0.07,0,0,0,0,0.44,31.89,9.84,219,0,0.680678,0.680678,1.62932,1.62932
20191116,120000,1020.61,1043.27,37.02,222.52,8241.27,16.26,516.39,8392.47,2.99,24.67,0.1,0.07,0,0,0,0,0.43,31.92,10.8,207.93,0,0.48747,0.48747,1.468392,1.468392
20191116,130000,830.82,848.45,31.35,220.5,6960.68,13.79,512.59,7049.23,2.99,24.69,0.1,0.07,0,0,0,0,0.44,32.44,8.45,194.5,0,0.253073,0.253073,1.25038,1.25038
20191116,140000,752.51,756.2,28.64,218.94,6273.63,12.22,521.3,6370.74,2.86,23.61,0.09,0.06,0,0,0,0,0.44,33.2,11.66,211.5,0,0.549779,0.549779,1.522499,1.522499
20191116,150000,520.42,501.2,18.49,216.71,4024.97,7.9,512,4065.42,2.7,22.31,0.09,0.06,0,0,0,0,0.45,33.21,9.31,213.75,0,0.589049,0.589049,1.55557,1.55557
20191116,160000,256.69,211.75,4.56,213.16,972.93,1.99,519.43,996.63,2.89,23.81,0.1,0.06,0,0,0,0,0.44,32.52,5.74,208.5,0,0.497419,0.497419,1.4771590000000001,1.4771590000000001
20191116,170000,34.65,31.5,0.85,213.21,177.83,0.39,486.31,199.68,3.45,28.48,0.12,0.08,0,0,0,0,0.44,26.58,1.84,181.5,0,0.02618,0.02618,1.026177,1.026177
20191116,180000,0,0,0.09,212.1,0,0,148.25,0.13,5.64,46.54,0.19,0.13,0,0,0,0,0.47,25.45,0,195.75,0,0,0,0,1
20191116,190000,0,0,0.09,212.1,0,0,43.35,0,6.18,50.96,0.2,0.14,0,0,0,0,0.47,24.33,0,170.25,0,0,0,0,1
20191116,200000,0,0,0.09,212.1,0,0,43.98,0,6.61,54.56,0.22,0.15,0,0,0,0,0.47,22.26,0.02,193.5,0,0.235619,0.235619,1.233445,1.233445
20191116,210000,0.22,0,0.09,212.1,0,0,44.63,0,7.48,61.75,0.25,0.17,0,0,0,0,0.47,22.1,0.98,214.42,0,0.600742,0.600742,1.565255,1.565255
20191116,220000,0.06,0,0.09,212.1,0,0,45.43,0,7.99,65.93,0.27,0.18,0,0,0,0,0.47,20.96,0,159.75,0,0,0,0,1
20191116,230000,0.32,0,0.09,212.1,0,0,45.06,0,9.16,75.55,0.3,0.21,0,0,0,0,0.47,20.75,0,134.25,0,0,0,0,1
