dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191015,000100,0.34,0,0,0,0,0,0,0,5.53,45.65,0.18,0.13,0,0,0,0,0.44,22.64,0.9,175.18,0,-0.084125,-0.084125,0.915974,0.915974
20191015,010000,0.35,0,0,0,0,0,0,0,5.89,48.58,0.2,0.13,0,0,0,0,0.45,22.35,1.64,184.5,0,0.07854,0.07854,1.078459,1.078459
20191015,020000,0.13,0,0,0,0,0,0,0,5.81,47.95,0.19,0.13,0,0,0,0,0.44,22.23,0.84,181.5,0,0.02618,0.02618,1.026177,1.026177
20191015,030000,0.45,0,0,0,0,0,0,0,6.58,54.28,0.22,0.15,0,0,0,0,0.45,22.15,1.53,182.29,0,0.039968,0.039968,1.039957,1.039957
20191015,040000,0.28,0,0,0,0,0,0,0,7.95,65.59,0.26,0.18,0,0,0,0,0.44,22.18,0.89,169.5,0,-0.18326,-0.18326,0.817764,0.817764
20191015,050000,16.57,24.86,0.92,218.48,197.26,0.43,510.67,224.85,8.92,73.58,0.3,0.2,0,0,0,0,0.45,22.68,4.34,204,0,0.418879,0.418879,1.406737,1.406737
20191015,060000,90.86,86.35,3.81,218.47,830.88,1.56,547.21,858.75,8.64,71.3,0.29,0.2,0,0,0,0,0.45,22.86,8,219.75,0,0.693768,0.693768,1.639439,1.639439
20191015,070000,272.48,255.27,10.98,218.36,2401.58,4.33,563.49,2442.74,7.07,58.37,0.24,0.16,0,0,0,0,0.45,25.5,7.05,204.75,0,0.431969,0.431969,1.41866,1.41866
20191015,080000,698.29,713.48,28.7,219.7,6305.45,11.76,543.79,6396.37,6.6,54.46,0.22,0.15,0,0,0,0,0.44,29.55,9.22,178.47,0,-0.026704,-0.026704,0.9733,0.9733
20191015,090000,877.22,879.72,34.1,218.21,7465.94,13.94,542.46,7569.39,8.36,69,0.28,0.19,0,0,0,0,0.43,30.64,14.68,215,0,0.610865,0.610865,1.573576,1.573576
20191015,100000,981.21,995.72,36.07,218.66,7906.94,14.76,544.18,8032.4,8.37,69.06,0.28,0.19,0,0,0,0,0.43,31.31,12.4,194.49,0,0.252898,0.252898,1.250211,1.250211
20191015,110000,1017.01,1000.56,36.41,221.51,8070.19,15.34,535.38,8216.96,8.45,69.73,0.28,0.19,0,0,0,0,0.43,32.5,9.15,182.65,0,0.046251,0.046251,1.046235,1.046235
20191015,120000,960.97,978.36,36.24,220.71,7982.35,15.47,526.17,8146.68,7.35,60.67,0.25,0.17,0,0,0,0,0.43,33.2,11.52,199.83,0,0.346099,0.346099,1.339231,1.339231
20191015,130000,656.71,612.39,25.83,215.82,5594.95,10.81,525.49,5672.29,5.69,46.95,0.19,0.13,0,0,0,0,0.43,34.19,12.06,223.47,0,0.758695,0.758695,1.687975,1.687975
20191015,140000,425.65,275.8,18.01,214.46,3867.15,7.15,551.75,3941.47,6.37,52.55,0.21,0.14,0,0,0,0,0.43,30.3,6.98,169.5,0,-0.18326,-0.18326,0.817764,0.817764
20191015,150000,169.55,150.98,7.32,212.7,1556.25,2.85,553.8,1581.97,4.63,38.18,0.15,0.1,0,0,0,0,0.44,27.76,10.93,166.34,0,-0.238412,-0.238412,0.76384,0.76384
20191015,160000,62.73,66.89,3.07,215.14,659.12,1.22,557.67,683.67,6.66,54.91,0.22,0.15,0,0,0,0,0.45,22.5,10.85,117.63,0,-1.088562,-1.088562,0.114039,0.114039
20191015,170000,7.08,11.42,0.43,215.53,82.97,0.2,450.32,101.1,4.13,34.05,0.14,0.09,0,0,0,0,0.45,23.21,3.72,177,0,-0.05236,-0.05236,0.947664,0.947664
20191015,180000,0.38,0,0.09,216.3,0,0,44.97,0,4.39,36.21,0.15,0.1,0,0,0,0,0.45,22.69,4.17,176.25,0,-0.06545,-0.06545,0.934597,0.934597
20191015,190000,0.4,0,0.09,216.3,0,0,43.06,0,4.14,34.13,0.14,0.09,0,0,0,0,0.45,22.44,14.63,60,0,1.047198,-2.094395,1.866025,0.133975
20191015,200000,0.41,0,0.09,216.3,0,0,42.32,0,5.06,41.73,0.17,0.11,0,0,0,0,0.45,20.21,15.07,72.75,0,1.269727,-1.871866,1.95502,0.04498
20191015,210000,0.24,0,0.09,216.3,0,0,42.54,0,2.52,20.8,0.08,0.06,0,0,0,0,0.44,20.39,17.2,86.12,0,1.503078,-1.638515,1.997708,0.002292
20191015,220000,0.22,0,0.09,216.3,0,0,44.57,0,1.35,11.12,0.04,0.03,0,0,0,0,0.46,20.56,2.95,116.25,0,-1.112647,-1.112647,0.103127,0.103127
20191015,230000,0.48,0,0.09,216.3,0,0,46.07,0,1.09,8.97,0.04,0.02,0,0,0,0,0.46,20.59,0.42,145.5,0,-0.602139,-0.602139,0.433594,0.433594
