dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191117,000000,0.21,0,0.09,212.1,0,0,45.71,0,7.7,63.56,0.26,0.17,0,0,0,0,0.48,19.87,0,134.24,0
20191117,010000,0.18,0,0,0,0,0,0,0,9.86,81.31,0.33,0.22,0,0,0,0,0.48,19.25,0,132.75,0
20191117,020000,0.14,0,0,0,0,0,0,0,9.91,81.8,0.33,0.22,0,0,0,0,0.47,18.98,0.53,158.25,0
20191117,030000,0,0,0,0,0,0,0,0,6.98,57.59,0.23,0.16,0,0,0,0,0.47,18.51,0,156.75,0
20191117,040000,0.09,8.5,0.18,217.06,32,0.13,484.83,61.38,4.57,37.73,0.15,0.1,0,0,0,0,0.46,20.66,2.5,59.25,0
20191117,050000,77.48,50.15,1.81,216.93,389.5,0.76,546.1,417.75,3.52,29.07,0.12,0.08,0,0,0,0,0.45,23.94,7.34,63,0
20191117,060000,318.17,247.43,10.16,218.13,2213.72,3.95,572.29,2253.71,2.73,22.51,0.09,0.06,0,0,0,0,0.44,28.26,10.86,51,0
20191117,070000,559.52,516.17,21.15,219.11,4636.77,8.5,554.51,4707.09,2.65,21.89,0.09,0.06,0,0,0,0,0.44,25.25,15.23,50.25,0
20191117,080000,771.59,754.02,29.57,220.32,6516.37,12.42,533.02,6614.54,2.83,23.36,0.09,0.06,0,0,0,0,0.44,27.3,16.36,42.75,0
20191117,090000,934.57,935.97,35.12,221.5,7779.42,15.45,512.55,7913.02,2.94,24.22,0.1,0.07,0,0,0,0,0.43,32.55,12.3,68.25,0
20191117,100000,1029.42,1045.33,37.25,221.56,8249.35,16.46,510.68,8404.66,2.93,24.18,0.1,0.07,0,0,0,0,0.44,33.82,8.09,78,0
20191117,110000,982.81,1022.52,34.46,221.9,7706.13,14.87,521.63,7779.88,3.13,25.85,0.1,0.07,0,0,0,0,0.44,33.44,8.27,115.58,0
20191117,120000,1012.55,1044.76,35.44,220.04,7815.59,15.27,518.97,7953.88,2.95,24.31,0.1,0.07,0,0,0,0,0.43,33.96,9.04,81.19,0
20191117,130000,930.82,963.82,34.81,219.47,7641.82,15.55,500.16,7771.8,3.08,25.42,0.1,0.07,0,0,0,0,0.43,35.13,7.32,173.92,0
20191117,140000,752.64,760.92,28.2,219.75,6198.95,12.31,512.44,6307.99,3,24.77,0.1,0.07,0,0,0,0,0.43,35.81,8.84,197.58,0
20191117,150000,447.26,437.02,15.73,216.69,3417.2,6.8,508.08,3470.98,3.23,26.67,0.11,0.07,0,0,0,0,0.43,35.37,7.07,185.25,0
20191117,160000,217.58,193.03,4.48,213.65,957.7,1.95,511.01,981.29,3.04,25.07,0.1,0.07,0,0,0,0,0.43,34.21,5.05,200.5,0
20191117,170000,40.5,32.03,0.82,213.02,170.35,0.38,487.97,194.57,3.44,28.36,0.11,0.08,0,0,0,0,0.45,31.73,2.59,169.5,0
20191117,180000,0,0,0.09,212.1,0,0,140.33,0.13,5.97,49.25,0.2,0.14,0,0,0,0,0.45,28.33,2.37,126.75,0
20191117,190000,0,0,0.09,212.1,0,0,39.43,0,4.81,39.7,0.16,0.11,0,0,0,0,0.46,27.01,5.43,107.25,0
20191117,200000,0.22,0,0.09,212.1,0,0,39.25,0,3.76,31.02,0.12,0.09,0,0,0,0,0.46,26.34,7.91,90,0
20191117,210000,0.05,0,0.09,212.1,0,0,38.97,0,3.64,30.01,0.12,0.08,0,0,0,0,0.45,25.77,10.29,90,0
20191117,220000,0.1,0,0.09,212.1,0,0,38.34,0,3.53,29.16,0.12,0.08,0,0,0,0,0.46,25.23,14.98,78,0
20191117,230000,0.02,0,0.09,212.1,0,0,38.7,0,3.62,29.83,0.12,0.08,0,0,0,0,0.45,24.58,15.85,63,0
