dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191211,000000,0,0,0.15,205.28,0,0.03,44.76,0,7.85,64.73,0.26,0.18,0,0,0,0,0.47,22.62,0,135,0
20191211,010000,0,0,1.91,4.61,0,0,45.5,0,6.5,53.63,0.22,0.15,0,0,0,0,0.47,22.29,0,130.5,0
20191211,020000,0,0,1.91,4.61,0,0,46.38,0,3.58,29.55,0.12,0.08,0,0,0,0,0.46,23.1,0,218.9,0
20191211,030000,0,0,1.91,4.61,0,0,44.84,0,2.82,23.29,0.09,0.06,0,0,0,0,0.45,22.75,1.35,145.51,0
20191211,040000,0,0,1.91,4.61,0,0,193.22,0,2.84,23.42,0.09,0.06,0,0,0,0,0.45,21.98,0,199.32,0
20191211,050000,0,3.63,1.08,105.15,7.45,0.05,497.95,21.52,5.19,42.8,0.17,0.12,0,0,0,0,0.46,22.16,0.56,225.68,0
20191211,060000,0,14.87,0.43,219.79,90.33,0.24,488.82,119.77,5.44,44.88,0.18,0.12,0,0,0,0,0.47,21.93,0.93,192.58,0
20191211,070000,0,123.02,5.01,217.98,1089.5,2,556.2,1120.41,3.39,28,0.11,0.08,0,0,0,0,0.46,21.81,1.54,143.87,0
20191211,080000,0,209.53,8.99,213.44,1918.9,3.49,557.62,1950.63,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,090000,0,342.13,14.74,215.3,3176.53,5.74,563.48,3227.6,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,100000,0,395.68,16.87,214.39,3614.61,6.68,548.69,3667.99,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,110000,0,731.38,29.3,218.06,6425.13,12.15,535.64,6521.47,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,120000,0,803.98,30.48,218.19,6703.32,12.63,530.29,6705.27,0.68,5.58,0.02,0.01,0,0,0,0,0.45,33.42,14.88,184.41,0
20191211,130000,0,665.9,25.37,215.5,5518.48,10.4,532.24,5566.26,1.25,10.3,0.04,0.03,0,0,0,0,0.45,28.92,8.38,160.42,0
20191211,140000,0,544.83,22.18,214.27,4737.72,9.1,539.61,4937.9,2.16,17.8,0.07,0.05,0,0,0,0,0.46,27.29,6.51,167.98,0
20191211,150000,0,427.83,16.47,212.43,3510.12,6.95,517.2,3593.15,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,160000,0,149.52,5.49,210.87,1155.85,2.19,541.82,1183.43,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,170000,0,39.73,1.57,212.27,328.37,0.68,503.17,353.83,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,180000,0,1.65,0.11,212.09,6,0.03,266.58,15.72,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,190000,0,0,0.1,212.2,0,0,36.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,200000,0,0,0.1,212.2,0,0,38.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,210000,0,0,0.1,212.2,0,0,39.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,220000,0,0,0.1,212.2,0,0,39.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,230000,0,0,0.1,212.2,0,0,40.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191211,307800,0,0,0,0,0,0,0,0,0.75,6.17,0.02,0.02,0,0,0,0,0.45,30.34,20.62,45,0
20191211,314000,0,0,0,0,0,0,0,0,0.84,6.91,0.03,0.02,0,0,0,0,0.45,30.4,12.7,184.25,0
20191211,378500,0,0,0,0,0,0,0,0,0.56,4.62,0.02,0.01,0,0,0,0,0.45,30.62,13.3,45,0
