dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191114,000000,0.05,0,0.1,214.3,0,0,43.63,0,4.3,35.49,0.14,0.1,0,0,0,0,0.45,22.19,1.56,34.74,0
20191114,010000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.35,27.65,0.11,0.08,0,0,0,0,0.44,22.18,2.46,18.67,0
20191114,020000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89,23.85,0.1,0.06,0,0,0,0,0.45,21.83,1.46,196.42,0
20191114,030100,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.82,31.52,0.13,0.09,0,0,0,0,0.45,20.95,0.63,214.49,0
20191114,040000,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74,39.08,0.16,0.11,0,0,0,0,0.45,20.75,0.51,81.33,0
20191114,050000,18.67,30.29,1.01,218.57,218.84,0.47,516.08,247.06,4.14,34.18,0.14,0.09,0,0,0,0,0.45,21.06,0.47,21.27,0
20191114,060000,46.25,62.78,2.36,217.84,512.38,0.99,544.69,539.75,3.18,26.2,0.11,0.07,0,0,0,0,0.44,21.78,0,65,0
20191114,070000,46.02,62.58,2.36,216.46,508.98,0.98,544.68,535.33,2.72,22.44,0.09,0.06,0,0,0,0,0.45,21.36,1.2,136.08,0
20191114,080000,48.92,66.92,2.58,216.3,554.02,1.05,550.74,581.35,1.91,15.72,0.06,0.04,0,0,0,0,0.46,20.27,0.18,169.08,0
20191114,090000,47.65,61.97,2.34,217.11,505.8,0.97,546.49,532.67,3.28,27.05,0.11,0.07,0,0,0,0,0.47,19.95,0.27,178.83,0
20191114,100000,79.03,100.1,3.9,217.01,844.73,1.58,553.14,872.76,2.44,20.11,0.08,0.05,0,0,0,0,0.47,20.46,0,167.25,0
20191114,110000,158.74,191.43,7.73,219.02,1694.32,3.01,570.61,1727.1,1.39,11.45,0.05,0.03,0,0,0,0,0.43,21.03,0,174,0
20191114,120000,362.38,399.75,15.96,221.12,3525.08,6.34,565.17,3575.98,1.71,14.09,0.06,0.04,0,0,0,0,0.43,23,0,42.71,0
20191114,130000,252.48,286.55,11.62,219.17,2544.88,4.57,565.78,2585.22,1.69,13.97,0.06,0.04,0,0,0,0,0.44,24.13,0.11,116.25,0
20191114,140000,345.99,375.83,15.07,216.73,3266.92,5.97,555.65,3319.14,0.9,7.41,0.03,0.02,0,0,0,0,0.44,23.04,0,156.75,0
20191114,150000,195.37,210.27,8.55,216.19,1847.7,3.36,558.38,1878.53,0.43,3.59,0.01,0.01,0,0,0,0,0.45,23.99,6.49,189,0
20191114,160000,68.92,82.02,3.16,216.96,684.25,1.3,542.36,710.75,0.59,4.9,0.02,0.01,0,0,0,0,0.49,22.69,9.95,194.25,0
20191114,170000,4.42,10.67,0.31,217.39,59.17,0.16,476.44,81.3,0.64,5.25,0.02,0.01,0,0,0,0,0.48,21.66,3.75,187.5,0
20191114,180000,0.05,0,0.1,216.6,0,0,107.88,0,1.41,11.66,0.05,0.03,0,0,0,0,0.5,21.32,0,201,0
20191114,190000,0.08,0,0.1,216.6,0,0,45.36,0,1.37,11.33,0.05,0.03,0,0,0,0,0.47,21.28,0,126.75,0
20191114,200000,0.02,0,0.1,216.6,0,0,46.4,0,1.79,14.79,0.06,0.04,0,0,0,0,0.44,20.71,0,69.75,0
20191114,210000,0.28,0,0.1,216.6,0,0,46.98,0,1.85,15.25,0.06,0.04,0,0,0,0,0.44,20.44,0,163.5,0
20191114,220000,0.07,0,0.1,216.6,0,0,47.27,0,3.21,26.45,0.11,0.07,0,0,0,0,0.45,20.67,0,138,0
20191114,230000,0.17,0,0.1,216.6,0,0,47.41,0,5.22,43.03,0.17,0.12,0,0,0,0,0.47,20.44,0,138.75,0
