dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191121,000000,0,0,0.09,213.6,0,0,40.27,0,3.58,29.55,0.12,0.08,0,0,0,0,0.45,25.42,5.77,97.63,0
20191121,010000,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.21,34.76,0.14,0.09,0,0,0,0,0.45,24.14,3.04,130.25,0
20191121,020000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.83,39.85,0.16,0.11,0,0,0,0,0.46,21.39,0.13,152.25,0
20191121,030000,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.03,49.75,0.2,0.14,0,0,0,0,0.48,20.36,0.27,132.75,0
20191121,040000,0.16,8.9,0.19,216.5,36.8,0.13,483.97,64.2,7.56,62.36,0.25,0.17,0,0,0,0,0.47,19.84,0.07,131.25,0
20191121,050000,73.77,43.75,1.83,216.87,395.3,0.76,543.12,421.08,6.27,51.74,0.21,0.14,0,0,0,0,0.47,24.01,0.11,132.75,0
20191121,060000,286.37,204.67,9.28,217.79,2026.62,3.66,562.85,2057.15,4.53,37.36,0.15,0.1,0,0,0,0,0.45,31.14,3.13,140.42,0
20191121,070000,513.5,451.1,19.56,214.84,4197.78,7.82,545.12,4256.83,4.25,35.03,0.14,0.1,0,0,0,0,0.44,30.26,6.87,197.33,0
20191121,080000,729.81,687.97,28.12,214.63,6049.38,11.75,522.54,6137.05,4.21,34.77,0.14,0.1,0,0,0,0,0.44,31.08,8.6,145.5,0
20191121,090000,844.78,830.38,31.74,217.12,6918.98,13.87,507.63,7034.27,4.28,35.27,0.14,0.1,0,0,0,0,0.43,33.43,7.38,169.25,0
20191121,100000,948.73,949.13,34.52,216.83,7519.87,15.07,508.06,7657.9,4.09,33.76,0.14,0.09,0,0,0,0,0.44,34.57,8.27,165.17,0
20191121,110000,1093.8,1104.1,37.97,217.13,8247.33,16.15,519.3,8382.1,3.85,31.75,0.13,0.09,0,0,0,0,0.43,34.72,8.8,140.75,0
20191121,120000,822.56,845.44,30.34,215.35,6562.19,12.89,516.64,6697.13,3.87,31.91,0.13,0.09,0,0,0,0,0.43,35.17,8.81,187.12,0
20191121,130000,874.56,887.43,32.07,214.33,6910.08,13.24,530.33,7032.12,3.74,30.87,0.12,0.09,0,0,0,0,0.43,36.13,11.93,203.83,0
20191121,140000,264.29,268.23,10.75,210.42,2277.03,4.39,532.87,2310.74,6.29,51.88,0.21,0.14,0,0,0,0,0.45,29.32,10.31,78.75,0
20191121,150000,266.11,259.93,9.83,210.83,2068.57,4.03,525.21,2103.59,5.65,46.62,0.19,0.13,0,0,0,0,0.46,28.26,9.11,48,0
20191121,160000,164.03,145.68,4.32,208.44,898.03,1.76,525.27,923.1,4.9,40.43,0.16,0.11,0,0,0,0,0.44,30.56,5.5,92.25,0
20191121,170000,59.26,49.22,1.71,211.65,358.52,0.72,503.61,381.39,5.41,44.48,0.26,0.21,0.06,0.01,0.01,0,0.46,28.48,1.09,129.75,0
20191121,180000,0,0,0.09,210.9,0,0,139.82,0,7.66,63.21,0.26,0.17,0,0,0,0,0.46,25.33,0.86,133.5,0
20191121,190000,0,0,0.09,210.9,0,0,37.56,0,7.46,61.58,0.25,0.17,0,0,0,0,0.46,27.79,1.06,127.5,0
20191121,200000,0,0,0.09,210.9,0,0,36.66,0,5.86,48.37,0.2,0.13,0,0,0,0,0.45,27.49,4.75,127.14,0
