dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20200112,000000,0,0,0.08,686886019916964e28,0,0,39.21,0,3.62,29.86,0.12,0.08,0,0,0,0,0.48,23.37,4.58,198.31,0
20200112,010000,0,0,0,2026313758755044e29,0,0,37.86,0,2.77,22.81,0.09,0.06,0,0,0,0,0.47,22.9,9.4,173.9,0
20200112,020000,0,0,0,2026313758755044e29,0,0,39.47,0,1.16,9.6,0.04,0.03,0,0,0,0,0.48,22.14,1.76,151.02,0
20200112,030000,0,0,0,2026313758755044e29,0,0,40.88,0,1.49,12.31,0.05,0.03,0,0,0,0,0.47,22.08,0.09,170.08,0
20200112,040000,0,0,0,2026313758755044e29,0,0,61.64,0,1.94,16,0.07,0.04,0,0,0,0,0.46,22.23,0,173.25,0
20200112,050000,4.24,13.57,0.45,7092098155642655e28,93.5,0.22,493.57,111.19,1.94,16.02,0.06,0.04,0,0,0,0,0.47,22.48,0.09,150,0
20200112,060000,28.57,45.15,1.73,213.07,366.55,0.74,530.8,391.74,2.43,20.06,0.08,0.06,0,0,0,0,0.47,23.4,1.47,123.14,0
20200112,070000,65.23,86.72,3.51,213.67,747.03,1.42,543.22,774.41,2.97,24.47,0.1,0.07,0,0,0,0,0.47,24.32,6.36,72.03,0
20200112,080000,151.06,172.95,7.24,214.31,1550.03,2.85,554.16,1579.75,2.8,23.11,0.09,0.06,0,0,0,0,0.46,25.95,1.49,101.5,0
20200112,090000,265.05,300.98,12.58,215.43,2707.85,4.96,554.59,2750.7,2.79,23.03,0.09,0.06,0,0,0,0,0.45,28.13,1.84,83.58,0
20200112,100000,436.01,478.7,19.6,216.32,4241.25,8,538.3,4298.16,2.74,22.57,0.09,0.06,0,0,0,0,0.46,30.49,1.44,188.83,0
20200112,110000,827.02,839.55,31.69,220.12,6966.12,13.86,512.13,7095.91,1.97,16.23,0.07,0.05,0,0,0,0,0.45,29.26,8.98,194.83,0
20200112,120000,662.11,685.69,25.18,218.77,5514.92,10.58,528.13,5605.91,1.28,10.55,0.04,0.03,0,0,0,0,0.43,32.91,7.1,190.68,0
20200112,130000,967.76,935.22,34.22,221.11,7568.03,15.56,494.91,7699.51,1.55,12.8,0.05,0.03,0,0,0,0,0.44,34.43,12.55,180.92,0
20200112,140000,792.53,759.92,29.03,218.98,6358,12.75,507.48,6465.14,1.44,11.88,0.05,0.03,0,0,0,0,0.44,35.75,9.99,185.17,0
20200112,150000,596.1,552.23,21.35,216.85,4625.78,9.2,509.5,4696.65,1.12,9.24,0.04,0.03,0,0,0,0,0.44,36.07,11.14,209.58,0
20200112,160000,382.04,309.72,7.76,213.57,1660.33,3.61,487.91,1689.14,0.76,6.29,0.03,0.02,0,0,0,0,0.44,34.97,12.24,207.58,0
20200112,170000,136.14,95.45,2.95,212.9,627.78,1.2,539.05,649.9,0.83,6.83,0.03,0.02,0,0,0,0,0.46,32.44,8.89,201.5,0
20200112,180000,2.87,4,0.2,212.35,27.62,0.07,297.65,35.88,1.39,11.47,0.05,0.03,0,0,0,0,0.46,26.27,1.64,239.83,0
20200112,190000,0,0,0.09,212.3,0,0,40.06,0,2.7,22.29,0.09,0.06,0,0,0,0,0.47,27.33,1.42,255.33,0
20200112,200000,0,0,0.09,212.3,0,0,40.12,0,4.28,35.35,0.14,0.1,0,0,0,0,0.47,26.02,0,212.58,0
20200112,210000,0,0,0.09,212.3,0,0,38.99,0,6.99,57.65,0.23,0.16,0,0,0,0,0.48,25.87,5.01,166.5,0
20200112,220000,0,0,0.09,212.3,0,0,38.38,0,1.34,11.07,0.04,0.03,0,0,0,0,0.48,25.05,6.25,119.25,0
20200112,230000,0,0,0.09,212.3,0,0,38.01,0,1.08,8.87,0.04,0.02,0,0,0,0,0.47,24.25,12.84,163.26,0
