dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191012,000100,0.37,0,1.89,1.89,0,0,43.64,0,3.42,28.25,0.11,0.08,0,0,0,0,0.45,24.28,1.42,185.34,0
20191012,010000,0.14,0,1.89,1.89,0,0,44.63,0,3.46,28.52,0.12,0.08,0,0,0,0,0.46,22.99,0.27,243,0
20191012,020000,0.52,0,1.89,1.89,0,0,45.76,0,5.11,42.16,0.17,0.12,0,0,0,0,0.46,21.65,0.22,135,0
20191012,030000,0.07,0,1.89,1.89,0,0,45.52,0,4.87,40.2,0.16,0.11,0,0,0,0,0.46,22.74,1.22,135,0
20191012,040000,0.12,0,1.89,1.89,0,0,75.86,0,3.15,25.96,0.1,0.07,0,0,0,0,0.45,23.13,1.53,83.25,0
20191012,050000,33.26,25.6,1.36,160.31,183.68,0.38,528.54,204.25,3.31,27.29,0.11,0.08,0,0,0,0,0.45,24.78,6.83,49.5,0
20191012,060000,209.32,193.52,7.53,219.08,1653.5,3.06,544.06,1684,3.71,30.57,0.12,0.08,0,0,0,0,0.44,29.22,8.05,60.75,0
20191012,070000,455.66,466.8,18.58,220.4,4095.13,7.55,551.22,4153.16,3.5,28.88,0.12,0.08,0,0,0,0,0.44,32.56,10.82,63,0
20191012,080000,669.64,703.58,27.19,221.03,6036.83,11.48,531.53,6103.5,2.82,23.26,0.09,0.06,0,0,0,0,0.43,34.12,14.19,72,0
20191012,090000,856.52,899.66,33.86,221.54,7531.02,14.78,514.78,7608.57,2.75,22.7,0.09,0.06,0,0,0,0,0.43,34.43,14.96,122.25,0
20191012,100000,956.17,1005.63,36.61,222.47,8146.8,16.38,506.12,8291.37,2.76,22.81,0.09,0.06,0,0,0,0,0.44,35.21,12.97,111.75,0
20191012,110000,997.62,1041.45,37.05,223.18,8271.97,16.48,511.55,8425.8,2.94,24.24,0.1,0.07,0,0,0,0,0.44,35.77,11.75,124.5,0
20191012,120000,979.05,1014.57,36.46,222.53,8118.7,16.58,499.5,8276.6,3.15,25.99,0.1,0.07,0,0,0,0,0.43,36.38,11.7,126,0
20191012,130000,836.42,843.43,31.65,220.88,7003.02,14.09,504.99,7124.77,3.39,28,0.11,0.08,0,0,0,0,0.43,36.67,12.59,168.75,0
20191012,140000,705.6,374.98,27.27,219.75,6002.03,11.92,511.11,6091.79,3.4,28.09,0.11,0.08,0,0,0,0,0.43,37.17,10.95,146.25,0
20191012,150000,472.25,204.61,18.3,217.17,3976.53,7.84,512.69,4021.37,3.27,27,0.11,0.07,0,0,0,0,0.42,36.85,10.6,134.25,0
20191012,160000,196,172.8,7.48,214.54,1605.41,3.32,500.88,1642.86,3.54,29.21,0.12,0.08,0,0,0,0,0.44,33.23,12.19,111,0
20191012,170000,8.41,10.18,0.44,214.81,83.55,0.2,434.36,100.52,5.01,40.65,0.61,0.58,0.33,0.06,0.05,0.01,0.5,24.16,12.21,144.75,0
20191012,180000,0.16,0,0.1,214.8,0,0,45.29,0,4.79,39.51,0.16,0.11,0,0,0,0,0.47,23.25,5.59,190.5,0
20191012,190000,0.13,0,0.1,214.8,0,0,43.79,0,6.97,57.46,0.25,0.18,0.01,0,0,0,0.51,23.67,3.21,139.5,0
20191012,200000,0.27,0,0.1,214.8,0,0,45.27,0,8,65.97,0.27,0.18,0,0,0,0,0.47,22.81,1.09,143.25,0
20191012,210000,0.85,0,0.1,214.8,0,0,44.19,0,9,74.27,0.3,0.2,0,0,0,0,0.45,22.93,0.13,139.5,0
20191012,220000,0.19,0,0.1,214.8,0,0,45.11,0,8.68,71.62,0.29,0.2,0,0,0,0,0.46,22.15,0.58,120.75,0
20191012,230000,0.09,0,0.1,214.8,0,0,43.89,0,6.09,50.21,0.2,0.14,0,0,0,0,0.45,23.39,6.36,72.75,0
