dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191208,000000,NaN,0,0.09,213.9,0,0,44.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,010000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24,18.5,0.07,0.05,0,0,0,0,0.46,25.4,9.64,78.75,0
20191208,045200,NaN,9.25,0.24,218,45.75,0.16,487.6,77.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,050000,NaN,50.67,2.04,215.53,436.27,0.86,532.95,464.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,060000,NaN,169.83,7.44,215.43,1603.55,2.93,556.09,1637.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,070000,NaN,460.23,20.72,217.39,4503.73,8.27,553.9,4573.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,080000,NaN,657.07,27.32,221.57,6063.37,11.58,532.45,6159.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,090000,NaN,794.7,31.23,221.93,6953.47,13.56,519.96,7050.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,100000,0,783.4,28.7,221.22,6385.9,12.39,521.55,6483.89,4.31,35.55,0.14,0.1,0,0,0,0,0.46,31.69,0,135,0
20191208,110000,0,559.65,20.53,218.85,4523.95,8.47,535.33,4587.7,4.62,38.13,0.15,0.11,0,0,0,0,0.44,-127,7.09,187.5,0.5
20191208,120000,0,578.3,22.46,219.04,4949.28,9.61,522.98,5007.28,2.11,17.39,0.07,0.05,0,0,0,0,0.47,23.99,7.12,65.59,0
20191208,130000,NaN,339.72,14,217.04,3034.57,5.76,537.45,3097.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,140000,NaN,529.13,20.99,217.94,4599,8.92,525,4671.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,150000,NaN,105.58,4.27,213.64,911.42,1.76,533.58,939.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,160000,NaN,93.15,3.79,213.38,806.37,1.54,538.43,833.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191208,170000,0,17.9,0.68,213.04,138.4,0.32,482.49,161.15,5.58,45.99,0.18,0.13,0,0,0,0,0.46,-127,4.47,196.14,1
20191208,180000,0,0,0.1,212.4,0,0,171.44,0,6.52,53.82,0.22,0.15,0,0,0,0,0.43,-127,3,144.15,3
20191208,190000,0,0,0.1,212.4,0,0,39.07,0,4.7,38.8,0.16,0.11,0,0,0,0,0.44,-127,0.02,132,0.5
20191208,200000,0,0,0.1,212.4,0,0,39.5,0,5.03,41.51,0.17,0.11,0,0,0,0,0.43,-127,1.24,114.75,1.5
20191208,210000,0,0,0.1,212.4,0,0,40.59,0,5.82,48.05,0.19,0.13,0,0,0,0,0.43,-127,0.05,113.64,2
20191208,220000,0,0,0.1,212.4,0,0,39.52,0,4.97,40.99,0.17,0.11,0,0,0,0,0.43,-127,0.02,137.25,1.25
20191208,230000,0,0,0.1,212.4,0,0,38.88,0,2.86,23.57,0.1,0.07,0,0,0,0,0.44,-127,4.39,68.25,3.75
