dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191225,000000,0,0,0.09,213.5,0,0,41.26,0,2.75,22.7,0.09,0.06,0,0,0,0,0.45,23.93,21.28,63.31,0
20191225,010000,0,0,0,0,0,0,0,0,1.74,14.35,0.06,0.04,0,0,0,0,0.45,23.45,21.17,51.75,0
20191225,020000,0,0,0,0,0,0,0,0,1.27,10.5,0.04,0.03,0,0,0,0,0.43,23.21,19.57,66,0
20191225,030000,0,0,0,0,0,0,0,0,1.14,9.38,0.04,0.03,0,0,0,0,0.44,22.97,18.53,72.46,0
20191225,040000,0,6,0.1,216.37,11,0.09,458.97,39.79,1.01,8.34,0.03,0.02,0,0,0,0,0.43,22.74,17.38,65.25,0
20191225,050000,0,25.32,0.97,216.82,207.4,0.44,521.16,234.55,0.76,6.28,0.03,0.02,0,0,0,0,0.43,25.34,19.86,51,0
20191225,060000,0,175.08,8.27,217.93,1805.3,3.28,561.93,1837.94,0.61,5.05,0.02,0.01,0,0,0,0,0.42,30.42,17.67,56.25,0
20191225,070000,0,375.58,16.67,219.27,3658.1,6.75,547.37,3702.78,0.65,5.34,0.02,0.01,0,0,0,0,0.43,29.21,20.42,47.25,0
20191225,080000,0,642.62,26.52,220.58,5849.18,11.29,528.08,5950.37,0.62,5.09,0.02,0.01,0,0,0,0,0.45,34.13,20.59,60.33,0
20191225,090000,0,701.45,27.33,220.1,6010.45,11.64,526.86,6181.3,0.86,7.08,0.03,0.02,0,0,0,0,0.43,31.46,21.32,73.42,0
20191225,100000,0,642.05,22.81,217.7,5020.37,9.42,532.16,5093.64,1.04,8.55,0.03,0.02,0,0,0,0,0.42,33.76,16.43,121.1,0
20191225,110000,0,645.73,22.32,216.87,4883.53,8.83,540.74,4869.85,1.45,12.01,0.05,0.03,0,0,0,0,0.43,32.84,15.25,118.75,0
20191225,120000,0,377.2,15.42,217.84,3355.69,6.41,532.04,3402.19,1.5,12.36,0.05,0.03,0,0,0,0,0.42,32.47,10.73,163.71,0
20191225,130000,0,340.2,13.88,218.37,3043.83,5.69,542.86,3090.91,3.91,32.23,0.13,0.09,0,0,0,0,0.44,27.8,11.15,123,0
20191225,140000,0,449.2,17.98,219.14,3962.47,7.4,543.14,3995.44,1.86,15.37,0.06,0.04,0,0,0,0,0.43,32.17,15.31,76.27,0
20191225,150000,0,41.17,1.61,215.67,346,0.73,507.5,370.18,1.46,12.02,0.08,0.07,0.02,0,0,0,0.48,26.55,35.8,61.08,0
20191225,160000,0,8.9,0.2,216.86,38.87,0.14,478.02,67.04,1.46,12.02,0.07,0.05,0.01,0,0,0,0.5,21.37,29.78,189.55,0
