dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191108,000000,0.04,0,0.09,216.6,0,0,45.87,0,4.47,36.92,0.15,0.1,0,0,0,0,0.47,20.87,0,183.81,0
20191108,010000,0,0,0,0,0,0,0,0,4.44,36.67,0.15,0.1,0,0,0,0,0.45,21.04,0.24,93.75,0
20191108,020000,0.02,0,0,0,0,0,0,0,5.25,43.32,0.18,0.12,0,0,0,0,0.45,21.19,6.96,3.75,0
20191108,030000,0.19,0,0,0,0,0,0,0,6,49.47,0.2,0.14,0,0,0,0,0.45,21.21,3.04,108.31,0
20191108,040000,0,0,0,0,0,0,0,0,7.57,62.46,0.25,0.17,0,0,0,0,0.46,21,0.55,140.25,0
20191108,050000,10.05,21,0.65,218.02,137.69,0.32,498.09,165.88,7.81,64.4,0.26,0.18,0,0,0,0,0.46,21.09,5.7,180.75,0
20191108,060000,97.49,115.35,4.5,217.8,978.52,1.82,551.24,1008.61,7.07,58.36,0.24,0.16,0,0,0,0,0.47,22.19,4.32,209.25,0
20191108,070000,296.44,311.75,12.67,218.29,2757.87,5.02,559.36,2819.18,5.22,43.08,0.17,0.12,0,0,0,0,0.46,24.08,4.23,180,0
20191108,080000,451.74,460.9,18.66,216.58,4049.15,7.54,545.26,4113.26,5.3,43.72,0.18,0.12,0,0,0,0,0.45,26.03,6,177.71,0
20191108,090000,237.27,263.28,10.78,216.38,2331.32,4.32,548.66,2379.01,5.64,46.49,0.19,0.13,0,0,0,0,0.44,22.99,6.47,98.14,0
20191108,100000,702.94,735.73,28.28,220.12,6233.85,11.83,538.32,6342.53,4.37,36.07,0.15,0.1,0,0,0,0,0.44,25.87,8.62,112.75,0
20191108,110000,538,578.37,22.51,218.37,4926.73,9.31,538.98,5008.81,3.62,29.89,0.12,0.08,0,0,0,0,0.43,26.61,7.6,98.58,0
20191108,120000,660.96,683.25,25.86,219.92,5698.92,10.72,539.05,5785.61,2.94,24.22,0.1,0.07,0,0,0,0,0.44,29.72,10.57,145.93,0
20191108,130000,464.47,489.62,19.32,217.43,4215.2,7.93,535.88,4254.11,3.08,25.45,0.1,0.07,0,0,0,0,0.44,26.02,9.81,129.83,0
20191108,140000,583.79,605.37,23.4,217.41,5114.12,9.75,531.67,5183.69,2.87,23.65,0.1,0.06,0,0,0,0,0.44,29.91,7.8,148.17,0
20191108,150000,254.78,261.03,10.23,215.04,2210.38,4.23,531.86,2246.36,2.61,21.5,0.09,0.06,0,0,0,0,0.43,29.52,6.11,192.8,0
20191108,160000,78.47,94.67,3.79,213.44,806.42,1.55,533.62,830.75,2.9,23.91,0.1,0.07,0,0,0,0,0.44,27.88,4.83,233.58,0
20191108,170000,8.19,16.1,0.59,215.24,119.3,0.27,476.37,135.98,2.81,23.15,0.09,0.06,0,0,0,0,0.44,26.41,0.66,199.5,0
20191108,180000,0,0,0.1,215.7,0,0,101.45,0,3.34,27.52,0.11,0.08,0,0,0,0,0.45,24.53,0.16,133.5,0
20191108,190000,0,0,0.1,215.7,0,0,42.9,0,4.5,37.13,0.16,0.11,0,0,0,0,0.47,23.84,2.14,35.85,0
20191108,200000,0.05,0,0.1,215.7,0,0,42.46,0,4.16,34.29,0.14,0.09,0,0,0,0,0.45,23.49,6.96,41.58,0
20191108,210000,0,0,0.1,215.7,0,0,42.74,0,4.59,37.88,0.15,0.1,0,0,0,0,0.45,22.71,5.08,80.25,0
20191108,220000,0.13,0,0.1,215.7,0,0,42.39,0,4.83,39.81,0.16,0.11,0,0,0,0,0.46,22.27,7.1,67.88,0
20191108,230000,0.08,0,0.1,215.7,0,0,43.1,0,3.43,28.32,0.11,0.08,0,0,0,0,0.46,22.32,7.14,106.5,0
