dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191222,000000,0,0,0.1,217.2,0,0,44.72,0,2.61,21.51,0.09,0.06,0,0,0,0,0.46,19.79,0,212.8,0
20191222,010000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.71,22.33,0.09,0.06,0,0,0,0,0.46,19.63,0,216.75,0
20191222,020000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.57,21.22,0.09,0.06,0,0,0,0,0.47,19.42,0,53.39,0
20191222,030000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9,23.95,0.1,0.07,0,0,0,0,0.46,19.46,0,180.75,0
20191222,040000,0,6,0.1,216.6,9,0.09,410.5,36.95,3,24.73,0.1,0.07,0,0,0,0,0.46,19.77,0,179.25,0
20191222,050000,0,32.53,1.18,217.22,253.02,0.53,517.64,281.45,3.23,26.63,0.11,0.07,0,0,0,0,0.46,18.1,0,177.75,0
20191222,060000,0,79.12,3.15,216.89,681.48,1.28,549.38,709.26,2.33,19.23,0.08,0.05,0,0,0,0,0.46,20.97,0,170.25,0
20191222,070000,0,139.62,5.74,217,1246.23,2.28,560.38,1275.83,2.09,17.22,0.07,0.05,0,0,0,0,0.45,18.14,0,173.79,0
20191222,080000,0,194.27,8.16,216.77,1772.9,3.19,564.18,1806.34,1.93,15.93,0.06,0.04,0,0,0,0,0.44,21.59,0,174.24,0
20191222,090000,0,409.87,17.12,219.46,3757.75,6.95,550.36,3823.46,1.75,14.48,0.06,0.04,0,0,0,0,0.44,25.64,0,82.5,0
20191222,100000,0,505.07,20.57,220.78,4543.88,8.57,538.72,4614.58,1.42,11.72,0.05,0.03,0,0,0,0,0.43,27.51,0,108,0
20191222,110000,0,383.5,15.48,218.5,3398.57,6.46,536.92,3444.17,1.11,9.19,0.04,0.02,0,0,0,0,0.43,27.89,1.35,120.75,0
20191222,120000,0,126.27,5.23,216.61,1133,2.13,544.85,1164.43,1.68,13.84,0.06,0.04,0,0,0,0,0.44,24.71,7.57,121.64,0
20191222,130000,0,342.72,14.15,219.22,3101.23,5.59,564.93,3148.67,1.52,12.52,0.05,0.04,0,0,0,0,0.46,24.13,10.34,80.88,0
20191222,140000,0,370.6,15.26,218.98,3345.5,6.16,550.69,3388.82,1.24,10.23,0.04,0.03,0,0,0,0,0.46,27.16,7.91,96.44,0
20191222,150000,0,400.07,15.94,219.44,3500.33,6.62,537.62,3555.14,1.06,8.74,0.03,0.02,0,0,0,0,0.45,25.65,8.95,135.34,0
20191222,160000,0,233.43,7.05,216.81,1532.03,2.97,529.72,1563.67,0.46,3.84,0.02,0.01,0,0,0,0,0.44,27.78,11.13,151.42,0
20191222,170000,0,25.18,0.89,215.41,188.67,0.42,505.56,214.01,0.52,4.25,0.02,0.01,0,0,0,0,0.46,24.05,8.07,130.08,0
20191222,180000,0,1.83,0.1,214.13,5.03,0.03,273.01,14.14,0.48,3.98,0.02,0.01,0,0,0,0,0.48,22.87,9.8,148.83,0
20191222,190000,0,0,0.09,214.1,0,0,41.04,0,0.71,5.85,0.02,0.02,0,0,0,0,0.46,22.05,4.37,103.5,0
20191222,200000,0,0,0.09,214.1,0,0,42.05,0,1.31,10.78,0.04,0.03,0,0,0,0,0.46,21.25,0.66,190.5,0
20191222,210000,0,0,0.09,214.1,0,0,43.13,0,1.26,10.37,0.04,0.03,0,0,0,0,0.46,20.53,0,114,0
20191222,220000,0,0,0.09,214.1,0,0,44.02,0,2.33,19.24,0.08,0.05,0,0,0,0,0.48,20.02,0,109.5,0
20191222,230000,0,0,0.09,214.1,0,0,44.31,0,7.06,58.26,0.24,0.16,0,0,0,0,0.49,19.75,0,114,0
