dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191221,000000,0,0,0.1,214.3,0,0,41.2,0,2.95,24.37,0.1,0.07,0,0,0,0,0.46,24.01,4.47,156.64,0
20191221,010000,0,0,0,0,0,0,0,0,3.23,26.61,0.11,0.07,0,0,0,0,0.46,22.75,0,149.49,0
20191221,020000,0,0,0,0,0,0,0,0,4.92,40.56,0.16,0.11,0,0,0,0,0.48,21.71,0.13,150.75,0
20191221,030000,0,0,0,0,0,0,0,0,2.96,24.41,0.1,0.07,0,0,0,0,0.46,23.15,0.81,128.9,0
20191221,040000,0,4.67,0.09,217.68,5.67,0.08,456.87,36.52,5.31,43.7,0.23,0.17,0.04,0.01,0.01,0,0.49,23.18,0.14,99.07,0
20191221,050000,0,35.67,1.36,217.98,293.38,0.61,521.91,321.3,2.94,24.29,0.1,0.07,0,0,0,0,0.45,24.39,5.5,101.92,0
20191221,060000,0,174.48,8.04,218.24,1749.57,3.17,561.08,1787.69,3.76,31.05,0.13,0.09,0,0,0,0,0.43,28.74,13.03,143.5,0
20191221,070000,0,344.73,14.94,216.84,3253.3,5.97,549.36,3285,2.77,22.81,0.09,0.06,0,0,0,0,0.44,28.68,18.95,132.58,0
20191221,080000,0,367.57,15.63,215.96,3385.82,6.2,550.95,3414.34,4.08,33.64,0.14,0.09,0,0,0,0,0.46,27.3,18.96,136.78,0
20191221,090000,0,370.07,15.73,215.76,3392.78,6.17,558.88,3446.28,4.85,40,0.16,0.11,0,0,0,0,0.46,26.49,16.05,114.33,0
20191221,100000,0,255.07,10.75,214.86,2310.17,4.18,560.36,2343.68,3.7,30.54,0.12,0.08,0,0,0,0,0.46,26.78,20.68,175.42,0
20191221,110000,0,502.65,21.01,217.94,4578.8,8.55,548,4666.91,2.59,21.33,0.09,0.06,0,0,0,0,0.46,28.34,22.59,159.25,0
20191221,120000,0,111.32,4.54,215.68,984.57,1.86,517.3,1014.16,1.64,13.44,0.09,0.07,0.03,0,0,0,0.48,22.22,25.95,161.27,0
20191221,130000,0,25.75,0.9,216.8,193.17,0.42,522.75,219.63,1.35,10.97,0.13,0.13,0.07,0.01,0.01,0,0.53,17.88,6.01,120,0
20191221,140000,0,165.45,6.99,219.2,1535.42,2.73,568.12,1567.71,1.09,8.96,0.04,0.03,0,0,0,0,0.48,18.66,0.54,120.51,0
20191221,150000,0,163.77,6.86,218.6,1495.9,2.7,567.47,1531.62,0.83,6.82,0.03,0.02,0,0,0,0,0.49,20.23,0.13,79.5,0
20191221,160000,0,135.58,5.57,217.63,1208.63,2.18,568.73,1239.79,1.38,11.38,0.05,0.03,0,0,0,0,0.47,21.54,0,99.15,0
20191221,170000,0,51.32,1.94,217.63,420.02,0.83,522.34,446.54,3.2,26.36,0.11,0.07,0,0,0,0,0.48,21.65,0,184.5,0
20191221,180000,0,0.92,0.1,217.29,1.72,0.02,249.06,6.94,2.79,22.98,0.09,0.06,0,0,0,0,0.47,20.89,1.33,98.25,0
20191221,190000,0,0,0.1,217.2,0,0,43.13,0,1.56,12.88,0.05,0.03,0,0,0,0,0.48,20.76,0.84,46.5,0
20191221,200000,0,0,0.1,217.2,0,0,43.88,0,2.3,18.94,0.08,0.05,0,0,0,0,0.48,20.57,0,95.34,0
20191221,210000,0,0,0.1,217.2,0,0,44.97,0,3.23,26.67,0.11,0.07,0,0,0,0,0.48,20.33,0,156,0
20191221,220000,0,0,0.1,217.2,0,0,46.53,0,4.4,36.26,0.15,0.1,0,0,0,0,0.48,20.44,0,138.81,0
20191221,230000,0,0,0.1,217.2,0,0,44.67,0,4.33,35.73,0.14,0.1,0,0,0,0,0.47,17.68,0.16,170.85,0
