dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191016,000100,0.4,0,0,0,0,0,0,0,1.29,10.68,0.04,0.03,0,0,0,0,0.47,20.32,0,178.42,0,0,0,0,1
20191016,010000,0.38,0,0,0,0,0,0,0,1.87,15.42,0.06,0.04,0,0,0,0,0.46,20.91,1.13,149.25,0,-0.536689,-0.536689,0.488707,0.488707
20191016,020000,0.43,0,0,0,0,0,0,0,4.57,37.73,0.15,0.1,0,0,0,0,0.44,21.44,2.88,158.25,0,-0.379609,-0.379609,0.629443,0.629443
20191016,030000,0.16,0,0,0,0,0,0,0,6.32,52.15,0.21,0.14,0,0,0,0,0.44,21.5,4.83,147.75,0,-0.562869,-0.562869,0.466385,0.466385
20191016,040000,0.06,0,0,0,0,0,0,0,5.87,48.39,0.2,0.13,0,0,0,0,0.44,21.8,8.25,113.25,0,-1.165007,-1.165007,0.081209,0.081209
20191016,050000,7.17,14.76,0.48,217.9,101.49,0.26,494.91,129.3,3.81,31.45,0.13,0.09,0,0,0,0,0.44,22,10.62,110.25,0,-1.217367,-1.217367,0.061809,0.061809
20191016,060000,30.51,35.65,1.41,217.07,303.57,0.62,527.54,329.19,3.29,27.17,0.11,0.07,0,0,0,0,0.44,21.93,15.14,105.75,0,-1.295907,-1.295907,0.037545,0.037545
20191016,070000,41.61,48.95,2.08,214.97,444.93,0.87,537.71,470.27,2.47,20.39,0.08,0.06,0,0,0,0,0.43,21.91,9.29,113.25,0,-1.165007,-1.165007,0.081209,0.081209
20191016,080000,100.28,100.27,4.71,213.05,998.63,1.84,557.33,1028.14,2.29,18.9,0.08,0.05,0,0,0,0,0.44,22.2,9.55,110.25,0,-1.217367,-1.217367,0.061809,0.061809
20191016,090000,273.01,268.93,12.46,215.41,2684.08,4.81,566.26,2723.41,2.92,24.09,0.1,0.07,0,0,0,0,0.45,23.85,10.66,107.25,0,-1.269727,-1.269727,0.04498,0.04498
20191016,100000,571,511.19,22.94,217.01,4978.77,9.14,553.65,5054.7,3.92,32.35,0.13,0.09,0,0,0,0,0.44,27.68,12.4,102.97,0,-1.344427,-1.344427,0.025512,0.025512
20191016,110000,750.65,702.14,28.97,220.1,6355.7,11.96,546.29,6548.41,3.71,30.64,0.12,0.08,0,0,0,0,0.43,30.11,15.38,92.43,0,-1.528385,-1.528385,8.99e-4,8.99e-4
20191016,120000,1034.08,1014.12,34.45,221.12,7625.2,14.21,544.86,7758.62,3.52,29.08,0.12,0.08,0,0,0,0,0.43,31.77,14.79,77.25,0,1.348267,-1.793326,1.975342,0.024658
20191016,130000,536.11,452.98,20.74,217.63,4503.54,8.54,538.01,4586.94,3.85,31.79,0.13,0.09,0,0,0,0,0.43,32.07,8.66,106.02,0,-1.291195,-1.291195,0.038835,0.038835
20191016,140000,619.8,354.42,25.63,219.74,5636.83,10.94,523.07,5726.21,3.9,32.2,0.13,0.09,0,0,0,0,0.43,33.06,8.51,109.5,0,-1.230457,-1.230457,0.057359,0.057359
20191016,150000,434.34,173.82,17.11,217.09,3704.68,7.22,521.16,3767.2,3.49,28.76,0.12,0.08,0,0,0,0,0.44,32.98,9.31,103.58,0,-1.333781,-1.333781,0.027957,0.027957
20191016,160400,199.6,171.37,7.64,214.8,1643.37,3.27,516.63,1676.11,2.3,18.97,0.08,0.05,0,0,0,0,0.45,30.5,8.2,178.16,0,-0.032114,-0.032114,0.967891,0.967891
20191016,170000,7.75,13.17,0.66,214.91,132.21,0.29,472.35,149.05,2.81,23.21,0.09,0.06,0,0,0,0,0.44,27.14,4.38,152.39,0,-0.481885,-0.481885,0.536549,0.536549
20191016,180000,0.09,0,0.1,214.8,0,0,151.27,0,3.69,30.41,0.12,0.08,0,0,0,0,0.45,25.57,2.31,157.5,0,-0.392699,-0.392699,0.617317,0.617317
20191016,190000,0.22,0,0,0,0,0,0,0,3.7,30.52,0.12,0.08,0,0,0,0,0.45,24.63,0.73,159.75,0,-0.353429,-0.353429,0.653883,0.653883
20191016,200000,0.05,0,0,0,0,0,0,0,3.23,26.67,0.11,0.07,0,0,0,0,0.44,25.24,2.08,141.75,0,-0.667588,-0.667588,0.380906,0.380906
20191016,210000,0.36,0,0,0,0,0,0,0,3.31,27.33,0.11,0.08,0,0,0,0,0.45,25.49,2.35,147.75,0,-0.562869,-0.562869,0.466385,0.466385
20191016,220000,0.07,0,0,0,0,0,0,0,2.95,24.35,0.1,0.07,0,0,0,0,0.45,25.71,2.73,157.5,0,-0.392699,-0.392699,0.617317,0.617317
20191016,230000,0.14,0,0,0,0,0,0,0,2.83,23.38,0.09,0.06,0,0,0,0,0.45,24.99,1.35,138,0,-0.733038,-0.733038,0.330869,0.330869
