dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191106,000000,0,0,0.08,209,0,0,36.98,0,7.73,63.8,0.26,0.18,0,0,0,0,0.46,22.74,16.95,56.64,0,0.988554,-2.153038,1.835232,0.164768
20191106,010000,0,0,0,0,0,0,0,0,6.57,54.16,0.22,0.15,0,0,0,0,0.45,22.64,12.86,45.75,0,0.798488,-2.343105,1.716302,0.283698
20191106,020000,0.02,0,0,0,0,0,0,0,7.85,64.73,0.26,0.18,0,0,0,0,0.45,22.84,17.47,36.47,0,0.636522,-2.505071,1.594402,0.405598
20191106,030000,0,0,0,0,0,0,0,0,8.2,67.62,0.27,0.19,0,0,0,0,0.45,23.09,18.71,25.93,0,0.452564,-2.689029,1.437273,0.562727
20191106,040000,0.05,0,0,0,0,0,0,0,7.67,63.24,0.25,0.17,0,0,0,0,0.45,23.28,8.07,109.5,0,-1.230457,-1.230457,0.057359,0.057359
20191106,050000,12.47,27.71,0.94,215.2,198.96,0.43,514.53,225.63,7.88,65.05,0.26,0.18,0,0,0,0,0.45,23.47,5.88,47.12,0,0.822399,-2.319194,1.73278,0.26722
20191106,060000,85.22,106.07,4.12,215.24,887.82,1.67,542.96,912.02,7.6,62.66,0.25,0.17,0,0,0,0,0.45,23.93,14.95,21.29,0,0.371581,-2.770012,1.363089,0.636911
20191106,070000,194.19,219.75,8.96,212.94,1903.3,3.44,561.73,1934.73,8.32,68.62,0.28,0.19,0,0,0,0,0.45,24.95,20.81,14.25,0,0.248709,-2.892883,1.246153,0.753847
20191106,080000,386.17,413.66,17.07,213.37,3647.24,6.61,559.38,3692.4,9.25,76.32,0.31,0.21,0,0,0,0,0.44,27.1,17.67,12.67,0,0.221133,-2.920459,1.219335,0.780665
20191106,090000,706.98,744.17,28.95,216.73,6288.25,12.07,531.55,6392.82,9.42,77.68,0.31,0.21,0,0,0,0,0.43,30.54,14.43,58.67,0,1.023985,-2.117608,1.854187,0.145813
20191106,100000,671.31,707.9,27.42,216.08,5936.2,11.43,527.82,6018.87,10.27,84.74,0.34,0.23,0,0,0,0,0.43,31.77,12.24,63.9,0,1.115265,-2.026327,1.898028,0.101972
20191106,110000,532.8,567.95,22.2,216.71,4813.85,9.03,540.78,4879.7,11.46,94.58,0.38,0.26,0,0,0,0,0.44,31.38,13.95,71.86,0,1.254194,-1.887399,1.950299,0.049701
20191106,120000,330.8,372.3,14.76,216.07,3195.48,6.03,535.55,3231.59,11.04,91.11,0.37,0.25,0,0,0,0,0.45,30.37,12.87,58.47,0,1.020494,-2.121099,1.852366,0.147634
20191106,130000,442.6,479.9,18.87,215.25,4072.62,7.73,531.98,4117.42,10.25,84.56,0.34,0.23,0,0,0,0,0.44,30.99,12.9,36.92,0,0.644376,-2.497217,1.600699,0.399301
20191106,140000,416.24,451.88,17.7,214.16,3791.6,7.26,530.14,3845.76,9.12,75.23,0.3,0.21,0,0,0,0,0.44,31.62,10.22,70.58,0,1.231853,-1.909739,1.943107,0.056893
20191106,150000,418.1,414.43,15.4,211.51,3260.78,6.51,506.36,3308.36,8.03,66.24,0.27,0.18,0,0,0,0,0.44,31.94,6.99,115.76,0,-1.1212,-1.1212,0.099378,0.099378
20191106,160000,195.24,176.18,5.02,211.72,1059.57,2.26,490.75,1089.15,8.24,67.99,0.27,0.19,0,0,0,0,0.44,31.98,5.01,132.5,0,-0.829031,-0.829031,0.262723,0.262723
20191106,170000,20.54,22.62,0.7,214.07,141.7,0.32,465.43,160.35,9.17,75.65,0.31,0.21,0,0,0,0,0.44,29.94,2.05,186.86,0,0.11973,0.11973,1.119444,1.119444
20191106,180000,0,0,0.1,213.5,0,0,54.31,0,12.8,105.62,0.43,0.29,0,0,0,0,0.45,23.72,3.15,139.5,0,-0.706858,-0.706858,0.350552,0.350552
20191106,190000,0,0,0.1,213.5,0,0,39.07,0,10.79,88.81,0.49,0.39,0.1,0.02,0.02,0,0.47,24.17,11.35,206.08,0,0.455182,0.455182,1.439626,1.439626
20191106,200000,0,0,0.1,213.5,0,0,39.77,0,9.24,76.22,0.31,0.21,0,0,0,0,0.46,25.98,7.36,176.67,0,-0.058119,-0.058119,0.941913,0.941913
20191106,210000,0,0,0.1,213.5,0,0,40.6,0,7.77,64.12,0.26,0.18,0,0,0,0,0.47,23.36,4.64,130.68,0,-0.860796,-0.860796,0.241638,0.241638
20191106,220000,0,0,0.1,213.5,0,0,41.89,0,9.08,74.94,0.3,0.21,0,0,0,0,0.48,20.77,2.93,148.42,0,-0.551175,-0.551175,0.476311,0.476311
20191106,230000,0,0,0.1,213.5,0,0,42.52,0,8.72,71.95,0.29,0.2,0,0,0,0,0.46,20.36,0.43,90,0,-1.570796,-1.570796,0,0
