dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191126,000000,0,0,0.1,215.6,0,0,39.98,0,1.3,10.73,0.04,0.03,0,0,0,0,0.45,25.11,17.36,29.32,0
20191126,010000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.37,11.31,0.05,0.03,0,0,0,0,0.45,24.63,10.4,89.42,0.5
20191126,020000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.36,11.22,0.04,0.03,0,0,0,0,0.43,24.09,3.44,130.33,1
20191126,030000,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.67,13.78,0.06,0.04,0,0,0,0,0.44,24.14,10.03,53.39,1.5
20191126,040000,0.14,6,0.12,219.7,17.6,0.1,469.7,47.12,1.57,12.97,0.05,0.04,0,0,0,0,0.43,24.08,13.34,33,1
20191126,050000,38,45.75,1.74,217.45,374.15,0.76,523.12,401.7,1.53,12.6,0.05,0.04,0,0,0,0,0.45,24.56,17.2,15.75,2.25
20191126,060000,183.3,175.9,7.42,215.64,1602.15,2.96,549.48,1631.86,1.74,14.38,0.06,0.04,0,0,0,0,0.46,26.82,13.43,29.17,2.75
20191126,070000,363.21,328.5,14.39,213.1,3068.57,5.64,551.02,3107.71,1.39,11.46,0.05,0.03,0,0,0,0,0.45,28.65,19.06,27.67,2.75
20191126,080000,516.31,491.23,20.68,212.85,4416.48,8.36,538.2,4487.81,1.45,11.94,0.05,0.03,0,0,0,0,0.43,30.92,15.23,107.25,3.25
20191126,090000,438.83,437.83,18.33,210.81,3877.85,7.2,541.26,3913.3,1.68,13.83,0.06,0.04,0,0,0,0,0.44,30.87,16.79,109.83,3.25
20191126,100000,780.37,775.38,26.62,212.06,5716.48,10.36,542.58,5730.27,1.46,12.07,0.05,0.03,0,0,0,0,0.42,31.94,18.09,110.08,0
20191126,110000,273.82,295.12,12.14,211.38,2623.8,4.65,557.24,2598.62,1.86,15.35,0.06,0.04,0,0,0,0,0.46,23.47,14.25,65.51,0.25
20191126,120000,499.9,530.52,20.56,215.26,4437.8,8.06,558.07,4511.14,1.6,13.17,0.05,0.04,0,0,0,0,0.46,26.3,9.33,58.73,0
20191126,130000,276.26,304.63,12.8,214.5,2745.05,4.95,562.67,2783.09,1.24,10.27,0.04,0.03,0,0,0,0,0.45,25.71,20.04,25.5,0.5
20191126,140000,368.82,385.93,16.11,214.93,3455.7,6.29,558.1,3510.66,1.53,12.63,0.05,0.03,0,0,0,0,0.44,24.75,14.72,68.25,0.5
20191126,150000,201.11,212.97,8.96,213.05,1907.6,3.5,553.11,1939.57,1.51,12.46,0.05,0.03,0,0,0,0,0.44,26.94,17.02,37.83,2.25
20191126,160000,99.84,115.28,4.77,212.71,1011.7,1.91,542.98,1041.87,1.34,11.09,0.04,0.03,0,0,0,0,0.45,26.41,12.35,23.58,3.5
20191126,170000,14.42,24.78,0.87,214.97,182.08,0.41,495.94,208.2,1.73,14.25,0.06,0.04,0,0,0,0,0.43,23.25,10.01,26.69,8.25
20191126,180000,0.17,0.1,0.1,214.23,0,0.01,152.11,2.11,1.65,13.62,0.05,0.04,0,0,0,0,0.45,25.19,16.29,35.25,6.25
20191126,190000,0,0,0.1,214.2,0,0,38.88,0,1.44,11.88,0.05,0.03,0,0,0,0,0.44,24.88,13.9,26.25,10.75
20191126,200000,0.02,0,0.1,214.2,0,0,38.74,0,1.5,12.39,0.05,0.03,0,0,0,0,0.44,25.11,9.35,36,14.25
20191126,210000,0.02,0,0.1,214.2,0,0,38.52,0,1.5,12.4,0.05,0.03,0,0,0,0,0.44,24.21,9.24,26.25,19.5
20191126,220000,0.02,0,0.1,214.2,0,0,38.43,0,2.01,16.58,0.07,0.05,0,0,0,0,0.45,25.01,12.61,23.25,25.5
20191126,230000,0,0,0.1,214.2,0,0,38.74,0,2.18,17.97,0.07,0.05,0,0,0,0,0.45,25.11,15.87,21.33,34.75
