dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20200114,000000,0,0,0.09,214.2,0,0,43.69,0,4.18,34.45,0.14,0.09,0,0,0,0,0.46,21.47,0,213.56,0
20200114,010000,0,0,0,0,0,0,0,0,3.15,25.96,0.1,0.07,0,0,0,0,0.45,21.2,0,186.75,0
20200114,020000,0,0,0,0,0,0,0,0,2.63,21.74,0.09,0.06,0,0,0,0,0.46,21.65,0,89.25,0
20200114,030000,0,0,0,0,0,0,0,0,2.35,19.39,0.08,0.05,0,0,0,0,0.47,21.35,2.05,99.92,0
20200114,040000,0,0,0,0,0,0,0,0,1.67,13.82,0.06,0.04,0,0,0,0,0.45,21.84,9.66,114,0
20200114,050000,5.04,16.71,0.54,218.13,113.42,0.28,504.52,142.2,2.13,17.6,0.07,0.05,0,0,0,0,0.47,22.38,12.56,92.2,0
20200114,060000,167.26,107.03,4.94,218.42,1078.03,1.94,558.78,1106.81,1.84,15.22,0.06,0.04,0,0,0,0,0.48,26.29,14.81,90,0
20200114,070000,487.2,371.38,16.59,217.69,3611.88,6.64,554.16,3668.87,1.07,8.86,0.04,0.02,0,0,0,0,0.45,30.82,23.03,61.83,0
20200114,080000,688.92,603.23,25.36,217.25,5507.3,10.55,530.9,5595.02,0.9,7.46,0.03,0.02,0,0,0,0,0.44,33.05,20.55,65.58,0
20200114,090000,746.1,683.15,26.4,218.01,5811.63,11.31,518.7,5902.53,1.06,8.72,0.04,0.02,0,0,0,0,0.44,33.88,20.3,98.17,0
20200114,100000,936.77,877.62,32.5,219.19,7167.6,14.36,506.13,7281.47,0.97,8,0.03,0.02,0,0,0,0,0.44,34.31,19,132.5,0
20200114,110000,1033.95,986.35,33.79,219.53,7452.12,14.33,526.38,7588.34,0.98,8.09,0.03,0.02,0,0,0,0,0.43,33.96,20.27,151.02,0
20200114,120000,886.69,888.38,30.52,220.18,6778.53,12.92,527.65,6871.15,1.03,8.45,0.03,0.02,0,0,0,0,0.42,34.16,18.8,159.92,0
20200114,130000,987.83,956.67,35.32,218.83,7720.92,15.99,493.8,7889,0.96,7.88,0.03,0.02,0,0,0,0,0.43,34.43,15.18,177.08,0
20200114,140000,867.69,836.82,31.64,218.87,6913.15,14.02,502.87,7046.33,1.05,8.7,0.04,0.02,0,0,0,0,0.42,37.07,15.89,185.42,0
20200114,150000,651.98,598.42,22.96,216.94,4979.12,9.98,507.63,5073.07,1.11,9.15,0.04,0.02,0,0,0,0,0.43,37.45,14.96,164.08,0
20200114,160000,230.16,191.12,6.46,213.1,1374.6,2.7,529.47,1405.78,1.13,9.31,0.04,0.03,0,0,0,0,0.44,33.45,16.91,191.42,0
20200114,170000,62.23,53.4,1.98,214.02,421.58,0.84,529.36,445.92,3.55,29.3,0.12,0.08,0,0,0,0,0.48,27.58,11.65,196.95,0
20200114,180000,1.26,2.42,0.13,213.25,12.82,0.05,320.92,23.12,2.5,20.62,0.08,0.06,0,0,0,0,0.48,27.56,4.21,174,0
20200114,190000,0,0,0.09,212.9,0,0,40.31,0,3.48,28.73,0.12,0.08,0,0,0,0,0.46,25.75,0,176.25,0
20200114,200000,0,0,0.09,212.9,0,0,37.8,0,7.44,61.42,0.25,0.17,0,0,0,0,0.48,24.91,1.33,169.5,0
20200114,210000,0,0,0.09,212.9,0,0,36.72,0,3.98,32.85,0.13,0.09,0,0,0,0,0.48,24.94,7.98,132.71,0
20200114,220000,0,0,0.09,212.9,0,0,37.79,0,4.57,37.65,0.16,0.11,0.01,0,0,0,0.49,24.47,3.79,106.02,0
20200114,230000,0,0,0.09,212.9,0,0,38.9,0,3.16,26.1,0.1,0.07,0,0,0,0,0.48,24.55,4.94,92.25,0
