dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191102,000100,0,0,0,0,0,0,0,0,3.88,32.02,0.13,0.09,0,0,0,0,0.45,25.11,4.96,86.95,0
20191102,010000,0,0,0,0,0,0,0,0,2.93,24.13,0.1,0.07,0,0,0,0,0.45,23.93,1.11,148.5,0
20191102,020000,0.02,0,0,0,0,0,0,0,3.42,28.21,0.11,0.08,0,0,0,0,0.44,22.6,1.04,172.5,0
20191102,030000,0.02,0,0,0,0,0,0,0,3.82,31.55,0.13,0.09,0,0,0,0,0.45,22.05,2.48,129,0
20191102,040000,0.07,7,0.09,217,9,0.08,454.9,36.39,3.47,28.6,0.12,0.08,0,0,0,0,0.44,22.34,5.7,51.75,0
20191102,050000,59.99,41.58,1.36,216.33,292.52,0.62,496.02,320.2,3.28,27.07,0.11,0.07,0,0,0,0,0.45,25.7,1.6,44.83,0
20191102,060000,265.83,223.05,8.45,216.85,1832.47,3.52,530.6,1866.86,3.33,27.51,0.11,0.08,0,0,0,0,0.43,30.78,4.42,46.78,0
20191102,070000,496.51,483.88,18.01,218.24,3930.95,7.8,514.12,4000.04,3.9,32.17,0.13,0.09,0,0,0,0,0.43,33.18,7.94,19.83,0
20191102,080000,705.41,719,26.33,219.4,5781.15,11.72,501.12,5867.31,3.46,28.56,0.12,0.08,0,0,0,0,0.43,34.81,9.53,72.5,0
20191102,090000,862.65,901.43,31.69,220.66,6994.27,14.72,483.38,7113.15,3.32,27.42,0.11,0.08,0,0,0,0,0.41,36.52,8.4,107.67,0
20191102,100000,879.13,936.85,31.29,220.34,6911.9,14.24,494.64,7050.61,3.51,28.93,0.12,0.08,0,0,0,0,0.42,35.92,11.66,45.33,0
20191102,110000,987.21,1025.5,32.18,220.25,7124.25,14.4,500.59,7256.59,3.21,26.45,0.11,0.07,0,0,0,0,0.42,36.58,10.62,133.08,0
20191102,120000,952.65,1007.43,33.24,220.03,7303.82,15.42,484.35,7477.73,2.97,24.5,0.1,0.07,0,0,0,0,0.42,36.63,11.77,125.08,0
20191102,130000,734.57,789.42,25.7,217.46,5639.07,12.39,465.13,5747.11,2.89,23.84,0.1,0.07,0,0,0,0,0.42,36.03,9.47,118.67,0
20191102,140000,168.56,199.32,7.38,213.05,1574.95,3.16,505.19,1601.86,5.17,42.62,0.17,0.12,0,0,0,0,0.45,30.89,7.03,137.25,0
20191102,150000,233.43,239.12,8.71,213.91,1865.83,3.8,497.36,1903.88,4.09,33.71,0.14,0.09,0,0,0,0,0.44,32.41,7.4,139.5,0
20191102,160000,245.89,233.82,7.14,213.94,1528.97,3.14,499.03,1558.61,4.12,33.99,0.14,0.09,0,0,0,0,0.45,32.04,8.05,155.25,0
20191102,170000,34.3,54.35,1.66,213.26,349.13,0.76,466.57,373.38,4.06,33.47,0.13,0.09,0,0,0,0,0.43,30.18,5.25,27.75,0
20191102,180000,0,0,0.09,212.9,0,0,90.42,0,3.99,32.95,0.13,0.09,0,0,0,0,0.44,25.29,0.11,206.38,0
20191102,190000,0,0,0.09,212.9,0,0,40.68,0,6.28,51.79,0.21,0.14,0,0,0,0,0.45,25.09,0.29,176.95,0
20191102,200000,0,0,0.09,212.9,0,0,40.83,0,8.44,69.67,0.28,0.19,0,0,0,0,0.46,26.67,0,0,0
20191102,210000,0,0,0.09,212.9,0,0,40.8,0,12.85,106,0.43,0.29,0,0,0,0,0.46,25.79,0,33.75,0
20191102,220000,0.05,0,0.09,212.9,0,0,40.56,0,15.24,125.75,0.51,0.35,0,0,0,0,0.46,26.11,1.31,107.25,0
20191102,230000,0,0,0.08,213.8,0,0,39.13,0,8.37,69.03,0.28,0.19,0,0,0,0,0.45,24.62,7.05,40.5,0
