dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191203,000000,NaN,0,0.24,208.48,0,0,44.92,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,010000,NaN,0,4.61,1.93,0,0,46.08,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,020000,NaN,0,4.61,1.93,0,0,46.83,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,030000,NaN,0,4.61,1.93,0,0,46.67,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,040000,NaN,2.05,3.87,38.2,6.05,0.02,263.98,10.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,050000,NaN,47.25,1.62,218.79,353.47,0.69,538.02,378.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,060000,NaN,252.45,11.18,219.12,2448.87,4.38,570.76,2490.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,070000,NaN,424.08,18.41,217.68,4010.12,7.53,543.13,4090.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-Inf
20191203,080000,142.11,492.55,20.81,216.56,4524.77,8.53,541.11,4579.51,1.56,12.89,0.05,0.04,0,0,0,0,0.45,28.08,2.33,75,35.25
20191203,090000,0,853.57,33.76,217.25,7340.2,14.54,513.47,7460.26,4.7,35.3,2.48,2.6,1.75,0.32,0.28,0.05,0.81,23.76,0,262.5,0
20191203,100000,0,897.3,32.01,216.82,6964.42,13.18,532.13,7081.37,3.7,28.75,1.28,1.32,0.87,0.16,0.14,0.03,0.64,24,0,259.5,0
20191203,110000,0,458.52,16.24,215.3,3515.23,6.53,541.04,3578.43,3.72,28.54,1.53,1.59,1.07,0.19,0.17,0.03,0.67,24.6,0,270,0
20191203,120000,0,168.5,7.01,214.88,1506.87,2.76,555.22,1534.24,5.06,38.51,2.29,2.39,1.6,0.29,0.26,0.05,0.69,26.42,10.64,45,0
20191203,130000,0,181.57,7.64,214.31,1646.7,3,553.06,1667.16,5.75,44.42,2.19,2.27,1.51,0.27,0.24,0.05,0.7,24.14,0.13,78.75,0
20191203,140000,0,97.73,3.93,212.61,835.13,1.56,546.44,861.54,4.55,35.43,1.53,1.58,1.05,0.19,0.17,0.03,0.67,16.44,0,72.24,0
20191203,150000,98.47,200.98,8.2,213.89,1759.25,3.23,552.52,1783.11,5.77,47.62,0.19,0.13,0,0,0,0,0.46,26.3,0.54,119.55,0
20191203,160000,137.55,158.05,6.22,214.59,1335.18,2.43,551.66,1359.71,4.68,38.64,0.16,0.11,0,0,0,0,0.45,26.43,3.1,183.19,0
20191203,170000,3.85,16.9,0.52,215.5,110.05,0.27,491.89,135.85,5.59,46.09,0.19,0.13,0,0,0,0,0.47,25.04,1.29,272.83,0
20191203,180000,0,0.2,0.09,215.55,0.1,0.01,190.58,2.98,6.81,56.21,0.23,0.15,0,0,0,0,0.47,24.27,1.66,235.33,0
20191203,190000,0,0,0.09,215.5,0,0,41.37,0,8.02,66.16,0.27,0.18,0,0,0,0,0.47,23.75,3.86,104.08,0
20191203,200000,0,0,0.09,215.5,0,0,40.44,0,4.53,37.37,0.15,0.1,0,0,0,0,0.47,23.71,7.89,60.5,0
20191203,210000,0,0,0.09,215.5,0,0,40.5,0,2.28,18.8,0.08,0.05,0,0,0,0,0.46,23.24,7.15,108.31,0
20191203,220000,0,0,0.09,215.5,0,0,41.14,0,2.39,19.72,0.08,0.05,0,0,0,0,0.46,23.07,6.61,69,0
20191203,230000,0,0,0.09,215.5,0,0,42.43,0,2.49,20.58,0.08,0.06,0,0,0,0,0.45,23.11,4.81,120.92,0
