dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191110,001500,0,23.96,0,2.91,0.1,0,0,23.99,0.07,0,0,0.46,0,10.46,0,0.1,214.6,0,0,43.27,0
20191110,003000,0,24.09,0,2.88,0.1,0,0,23.76,0.06,0,0,0.45,9,9.4,0,0.1,214.6,0,0,42.55,0
20191110,004500,0,24.04,0,2.96,0.1,0,0,24.45,0.07,0,0,0.46,9,9.4,0,0.09,200.42,0,0,44.01,0
20191110,010000,0,24.14,0,3.15,0.1,0,0,26,0.07,0,0,0.46,53.67,9.84,0,0,1.93,0,0,43.98,0
20191110,011500,0,23.58,0,3.34,0.11,0,0,27.56,0.08,0,0,0.45,9,8.16,0,0,1.93,0,0,43.1,0
20191110,014500,0,23.3,0,3.32,0.11,0,0,27.38,0.07,0,0,0.46,123,1.68,0,0,1.93,0,0,45.66,0
20191110,020000,0,23.01,0,3.19,0.11,0,0,26.33,0.07,0,0,0.45,60,9.4,0,0,1.93,0,0,43.97,0
20191110,021500,0,22.76,0,2.89,0.09,0,0,23.83,0.07,0,0,0.46,72,9.04,0,0,1.93,0,0,43.93,0
20191110,023000,0,22.69,0,2.44,0.08,0,0,20.15,0.05,0,0,0.44,45,7.54,0,0,1.93,0,0,43.62,0
20191110,024500,0,22.78,0,1.96,0.07,0,0,16.15,0.04,0,0,0.45,36,12.24,0,0,1.93,0,0,42.98,0
20191110,031500,0,22.52,0,1.53,0.05,0,0,12.66,0.03,0,0,0.45,114,4.17,0,0,1.93,0,0,44.67,0
20191110,033000,0,22.45,0,1.43,0.05,0,0,11.77,0.03,0,0,0.44,75,3.81,0,0,1.93,0,0,43.31,0
20191110,034500,0,22.43,0,1.5,0.05,0,0,12.34,0.03,0,0,0.44,38.57,4.75,0,0,1.93,0,0,43.11,0
20191110,040000,0,22.4,0,1.47,0.05,0,0,12.14,0.03,0,0,0.43,9,5.67,0,0,1.93,0,0,43.15,0
20191110,041500,0,22.55,0,1.62,0.05,0,0,13.33,0.04,0,0,0.43,24,4.43,0,0,1.93,0,0,43.7,0
20191110,043000,0,22.66,0,1.46,0.05,0,0,12.02,0.03,0,0,0.45,45,5.41,0,0,1.93,0,0,163.35,0
20191110,044500,0.34,22.57,0,1.5,0.05,0,0,12.39,0.03,0,0,0.44,84,2.31,0.13,0,1.93,0,0,498.03,0
20191110,050000,1.17,22.62,0,1.52,0.05,0,0,12.54,0.03,0,0,0.42,84,3.37,5.8,0.11,144.85,17.33,0.08,496.23,39.7
20191110,051500,6.26,22.52,0,1.68,0.06,0,0,13.85,0.04,0,0,0.43,198,7.54,16,0.45,217.27,93.8,0.25,486.11,121.53
20191110,053000,48.27,22.83,0,1.87,0.06,0,0,15.45,0.04,0,0,0.44,228,6.83,63.47,2.39,217.93,518.4,1.01,537.83,543.21
20191110,054500,84.28,23.18,0,1.97,0.07,0,0,16.25,0.04,0,0,0.46,204,7.54,95,3.73,217.55,806,1.53,547.94,838.35
20191110,060000,140.77,24.07,0,2.14,0.07,0,0,17.64,0.05,0,0,0.45,174,3.9,134.53,5.35,218.91,1166.73,2.14,559.72,1197.8
20191110,061500,167.65,24.37,0,2.16,0.07,0,0,17.86,0.05,0,0,0.45,174,5.76,150.87,5.99,218.11,1304.4,2.37,560.63,1328.69
20191110,063000,246.58,25.56,0,1.97,0.07,0,0,16.26,0.04,0,0,0.44,165,5.85,223.93,9.08,218.71,1987.6,3.53,570.2,2012.81
20191110,064500,319.46,25.51,0,2.1,0.07,0,0,17.29,0.05,0,0,0.45,151.07,5.13,300.27,12.39,220.35,2720.13,4.89,568.81,2781.48
20191110,070000,396.48,25.99,0,2.09,0.07,0,0,17.2,0.05,0,0,0.46,171,5.76,359.4,14.73,219.15,3237,5.86,557.98,3269.76
20191110,071500,584.21,26.86,0,2.54,0.08,0,0,20.99,0.06,0,0,0.45,159,6.38,551.07,22.44,221.43,4972.4,9.07,555.49,5038.29
20191110,073000,378.73,26.73,0,2.49,0.08,0,0,20.52,0.06,0,0,0.43,135,4.43,395.6,15.94,220.64,3502.73,6.4,553.91,3545.02
20191110,074500,410.96,27.16,0,2.53,0.09,0,0,20.9,0.06,0,0,0.44,150,4.26,402.4,16.72,218.95,3657.53,6.74,553.23,3728.77
20191110,080000,703.85,28.93,0,2.42,0.08,0,0,19.97,0.05,0,0,0.45,215.67,4.7,657,26.05,220.88,5763.6,10.84,546.37,5922.65
20191110,081500,920.1,31.21,0,2.5,0.08,0,0,20.61,0.06,0,0,0.44,205.71,5.61,911.13,34.13,224.1,7647.73,14.93,520.9,7777.04
20191110,083000,801.7,20.01,0,2.68,0.09,0,0,22.09,0.06,0,0,0.44,179.67,6.65,786.47,29.57,221.76,6555.6,12.93,516.63,6680.03
20191110,084500,726.55,29.1,0,2.85,0.1,0,0,23.49,0.07,0,0,0.44,18,14.28,742.33,28.44,220.73,6282.27,12.29,524,6439.96
20191110,090000,686.24,29.53,0,3.18,0.11,0,0,26.22,0.07,0,0,0.44,31.33,16.4,694.8,26.98,220.26,5941.87,11.45,527.97,6045.26
20191110,091500,757.86,30.28,0,3.53,0.12,0,0,29.11,0.08,0,0,0.44,24,13.74,786.2,30.09,220.94,6645.2,12.83,527.64,6769.62
20191110,093000,597.26,30.6,0,3.47,0.12,0,0,28.65,0.08,0,0,0.42,18,11.7,612.8,23.83,219.9,5243.53,9.96,534.76,5326.21
20191110,094500,541.01,30.46,0,3.5,0.12,0,0,28.84,0.08,0,0,0.43,118.21,9.97,568.4,22.31,218.79,4881.67,9.15,541.51,4954.82
20191110,100000,743.77,32.61,0,3.32,0.11,0,0,27.36,0.07,0,0,0.43,167.67,8.87,782,29.91,221.14,6628.93,12.69,529.39,6717.96
20191110,101500,613.18,32.34,0,2.98,0.1,0,0,24.6,0.07,0,0,0.43,108,7.63,640.27,24.86,218.69,5435.93,10.41,529.13,5508.24
20191110,103000,547.16,32.32,0,3.08,0.1,0,0,25.4,0.07,0,0,0.44,231.67,8.16,571.87,22.26,217.85,4865.8,9.2,536.17,4932.76
20191110,104500,444.62,31.72,0,3.1,0.1,0,0,25.55,0.07,0,0,0.44,181.33,7.27,481.33,19.17,217.35,4170.4,7.87,538.03,4234.3
20191110,110000,371.04,31.22,0,3.15,0.11,0,0,25.97,0.07,0,0,0.44,202,8.07,404.73,16.25,217.03,3504.07,6.62,540.87,3580.56
20191110,111500,543.51,31.45,0,3.28,0.11,0,0,27.07,0.07,0,0,0.44,167.67,8.33,515.47,20.58,217.85,4525.07,8.49,537.45,4562.95
