dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191015,053000,23.47,22.81,0,8.88,0.3,0,0,73.29,0.2,0,0,0.45,225,5.32,25.13,0.93,218.86,200.4,0.44,515.06,226.63
20191015,054500,34.04,22.76,0,8.37,0.28,0,0,69.04,0.19,0,0,0.44,219,8.33,36.07,1.41,218.66,304.87,0.63,527.65,332.42
20191015,060000,47.79,22.5,0,8.81,0.29,0,0,72.7,0.2,0,0,0.45,225,9.49,48.27,1.97,218.19,427.2,0.85,535.06,454.8
20191015,061500,66.83,22.42,0,8.8,0.29,0,0,72.62,0.2,0,0,0.44,228,7.8,62.67,2.72,219.09,593.2,1.16,536.64,622.5
20191015,063000,114.96,22.98,0,8.56,0.29,0,0,70.62,0.19,0,0,0.44,222,7.45,106,4.78,218.35,1042.53,1.92,558.19,1071.72
20191015,064500,133.86,23.55,0,8.4,0.28,0,0,69.25,0.19,0,0,0.45,204,7.27,128.47,5.78,218.24,1260.6,2.31,558.93,1291.13
20191015,070000,189.79,24.57,0,7.77,0.26,0,0,64.12,0.18,0,0,0.45,216,6.38,184.4,8.26,219.5,1811.33,3.28,562.57,1845.23
20191015,071500,183.84,24.34,0,6.77,0.22,0,0,55.9,0.15,0,0,0.44,204,8.07,169.6,7.57,216.58,1637.93,2.98,560.81,1671.21
20191015,073000,282.86,25.57,0,7.16,0.24,0,0,59.08,0.16,0,0,0.45,213,7.18,260.07,11.23,217.7,2448.13,4.38,566.76,2482.41
20191015,074500,433.45,27.52,0,6.59,0.22,0,0,54.38,0.15,0,0,0.44,186,6.56,407,16.85,219.65,3708.93,6.68,563.82,3766.32
20191015,080000,632.56,29.25,0,6.45,0.21,0,0,53.19,0.15,0,0,0.43,186,7.36,645.13,25.87,220.05,5692.13,10.55,543.66,5735.61
20191015,081500,676.58,29.48,0,6.31,0.21,0,0,52.05,0.14,0,0,0.44,183,10.2,694.6,28.12,219.04,6159.6,11.48,545.65,6264.06
20191015,083000,721.04,29.6,0,6.68,0.22,0,0,55.13,0.15,0,0,0.44,163.93,10.07,740.42,29.67,220.39,6539.17,12.22,543.32,6639.37
20191015,084500,764.5,29.87,0,6.97,0.23,0,0,57.5,0.16,0,0,0.44,180,9.31,783.86,31.52,219.46,6918.5,12.96,542.34,7028.73
20191015,090000,872.02,30.99,0,7.45,0.25,0,0,61.51,0.17,0,0,0.42,213.75,15.18,859.5,34.19,219.62,7509.33,14.36,533.27,7657.76
20191015,091500,672.55,29.79,0,8.74,0.29,0,0,72.1,0.2,0,0,0.42,213.75,13.52,697,28.4,217.14,6130.75,11.62,540.33,6278.63
20191015,093000,931.61,30.64,0,9.13,0.3,0,0,75.29,0.21,0,0,0.43,204,12.5,938,34.93,217.92,7717.07,13.93,552.45,7695.63
20191015,094500,990.71,31.03,0,8.03,0.27,0,0,66.22,0.18,0,0,0.43,228,17.38,983.8,37.75,218.22,8248.27,15.49,541.5,8387.84
20191015,100000,1052.85,31.48,0,7.5,0.25,0,0,61.88,0.17,0,0,0.43,216,13.21,1052.07,37.39,218.19,8152.8,15,552.35,8285.25
20191015,101500,1000.36,31.36,0,8.32,0.28,0,0,68.63,0.19,0,0,0.43,177,10.37,1049.42,36.36,218.58,7962.58,14.62,554.36,8104.74
20191015,104500,905.33,31.1,0,8.85,0.29,0,0,73.01,0.2,0,0,0.43,180,12.45,926.87,34.76,218.69,7655.2,14.59,531.96,7761.3
20191015,114500,1015.3,32.52,0,8.48,0.28,0,0,69.95,0.19,0,0,0.43,177,8.96,1029.87,37.27,221.98,8276.8,15.72,536.16,8428.44
20191015,120000,1004.73,32.98,0,7.7,0.26,0,0,63.51,0.18,0,0,0.44,192,11.17,1023.53,37.4,221.2,8274.87,15.75,534.61,8420.11
20191015,121500,991.5,32.76,0,7.67,0.26,0,0,63.26,0.17,0,0,0.42,201,12.68,1015,37.42,221.06,8276.93,15.88,530.65,8426.72
20191015,123000,941.8,33.35,0,7.28,0.24,0,0,60.08,0.17,0,0,0.42,183,9.4,971.85,35.88,220.65,7843.08,15.45,523.01,8080.5
20191015,124500,901.93,33.74,0,6.72,0.22,0,0,55.49,0.15,0,0,0.43,225,12.92,893.31,33.97,219.8,7466.85,14.74,514.78,7587.86
